enzymes	enzyme	complexes	reactions	direction	compartment	complexes_keff	complex_keff	enzyme_keff
enzyme_ADMARGLYStex_fwd_pc	enzyme_ADMARGLYStex_fwd	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	ADMARGLYStex	forward	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_ADMARGLYStex_rev_pc	enzyme_ADMARGLYStex_rev	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	ADMARGLYStex	reverse	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_ADMARGORNtex_fwd_pc	enzyme_ADMARGORNtex_fwd	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	ADMARGORNtex	forward	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_ADMARGORNtex_rev_pc	enzyme_ADMARGORNtex_rev	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	ADMARGORNtex	reverse	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_ARGCITRtex_fwd_pc	enzyme_ARGCITRtex_fwd	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	ARGCITRtex	forward	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_ARGCITRtex_rev_pc	enzyme_ARGCITRtex_rev	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	ARGCITRtex	reverse	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_ARGHIStex_fwd_pc	enzyme_ARGHIStex_fwd	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	ARGHIStex	forward	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_ARGHIStex_rev_pc	enzyme_ARGHIStex_rev	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	ARGHIStex	reverse	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_ARGLYStex_fwd_pc	enzyme_ARGLYStex_fwd	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	ARGLYStex	forward	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_ARGLYStex_rev_pc	enzyme_ARGLYStex_rev	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	ARGLYStex	reverse	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_ARGORNtex_fwd_pc	enzyme_ARGORNtex_fwd	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	ARGORNtex	forward	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_ARGORNtex_rev_pc	enzyme_ARGORNtex_rev	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	ARGORNtex	reverse	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_HISCITRtex_fwd_pc	enzyme_HISCITRtex_fwd	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	HISCITRtex	forward	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_HISCITRtex_rev_pc	enzyme_HISCITRtex_rev	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	HISCITRtex	reverse	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_HISLYStex_fwd_pc	enzyme_HISLYStex_fwd	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	HISLYStex	forward	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_HISLYStex_rev_pc	enzyme_HISLYStex_rev	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	HISLYStex	reverse	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_HISORNtex_fwd_pc	enzyme_HISORNtex_fwd	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	HISORNtex	forward	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_HISORNtex_rev_pc	enzyme_HISORNtex_rev	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	HISORNtex	reverse	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_LYSCITRtex_fwd_pc	enzyme_LYSCITRtex_fwd	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	LYSCITRtex	forward	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_LYSCITRtex_rev_pc	enzyme_LYSCITRtex_rev	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	LYSCITRtex	reverse	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_LYSORNtex_fwd_pc	enzyme_LYSORNtex_fwd	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	LYSORNtex	forward	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_LYSORNtex_rev_pc	enzyme_LYSORNtex_rev	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	LYSORNtex	reverse	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_MMARGARGtex_fwd_pc	enzyme_MMARGARGtex_fwd	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	MMARGARGtex	forward	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_MMARGARGtex_rev_pc	enzyme_MMARGARGtex_rev	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	MMARGARGtex	reverse	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_MMARGCITRtex_fwd_pc	enzyme_MMARGCITRtex_fwd	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	MMARGCITRtex	forward	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_MMARGCITRtex_rev_pc	enzyme_MMARGCITRtex_rev	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	MMARGCITRtex	reverse	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_MMARGHIStex_fwd_pc	enzyme_MMARGHIStex_fwd	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	MMARGHIStex	forward	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_MMARGHIStex_rev_pc	enzyme_MMARGHIStex_rev	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	MMARGHIStex	reverse	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_MMARGLYStex_fwd_pc	enzyme_MMARGLYStex_fwd	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	MMARGLYStex	forward	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_MMARGLYStex_rev_pc	enzyme_MMARGLYStex_rev	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	MMARGLYStex	reverse	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_MMARGORNtex_fwd_pc	enzyme_MMARGORNtex_fwd	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	MMARGORNtex	forward	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_MMARGORNtex_rev_pc	enzyme_MMARGORNtex_rev	cplx_HETERODIMER_SLC7A6_SLC3A2_pc;cplx_MONOMER_SLC7A1_pc	MMARGORNtex	reverse	pc	cplx_HETERODIMER_SLC7A6_SLC3A2_pc(253103.2002019231);cplx_MONOMER_SLC7A1_pc(159872.28671324835)	253103.2002019231;159872.28671324835	234000.0
enzyme_METAT_fwd_pc	enzyme_METAT_fwd	cplx_HETEROHEXAMER_MAT2A_MAT2B_pc	METAT	forward	pc	cplx_HETEROHEXAMER_MAT2A_MAT2B_pc(425840.5488065031)	425840.5488065031	234000.0
enzyme_METAT_rev_pc	enzyme_METAT_rev	cplx_HETEROHEXAMER_MAT2A_MAT2B_pc	METAT	reverse	pc	cplx_HETEROHEXAMER_MAT2A_MAT2B_pc(0)	0	234000.0
enzyme_SELMETAT_fwd_pc	enzyme_SELMETAT_fwd	cplx_HETEROHEXAMER_MAT2A_MAT2B_pc	SELMETAT	forward	pc	cplx_HETEROHEXAMER_MAT2A_MAT2B_pc(425840.5488065031)	425840.5488065031	234000.0
enzyme_SELMETAT_rev_pc	enzyme_SELMETAT_rev	cplx_HETEROHEXAMER_MAT2A_MAT2B_pc	SELMETAT	reverse	pc	cplx_HETEROHEXAMER_MAT2A_MAT2B_pc(0)	0	234000.0
enzyme_PROTNK1_fwd_pc	enzyme_PROTNK1_fwd	cplx_HETEROHEXAMER_NME1_NME2_1A1B_pc;cplx_HETEROHEXAMER_NME1_NME2_2A1B_pc;cplx_HETEROHEXAMER_NME1_NME2_3A1B_pc;cplx_HETEROHEXAMER_NME1_NME2_4A1B_pc;cplx_HETEROHEXAMER_NME1_NME2_5A1B_pc;cplx_HOMOHEXAMER_NME2_pc	PROTNK1	forward	pc	cplx_HETEROHEXAMER_NME1_NME2_1A1B_pc(220204.67050319872);cplx_HETEROHEXAMER_NME1_NME2_2A1B_pc(219958.6847895615);cplx_HETEROHEXAMER_NME1_NME2_3A1B_pc(219712.6073442191);cplx_HETEROHEXAMER_NME1_NME2_4A1B_pc(219466.43799587552);cplx_HETEROHEXAMER_NME1_NME2_5A1B_pc(219220.17657265795);cplx_HOMOHEXAMER_NME2_pc(220450.5646558531)	220204.67050319872;219958.6847895615;219712.6073442191;219466.43799587552;219220.17657265795;220450.5646558531	234000.0
enzyme_PROTNK1_rev_pc	enzyme_PROTNK1_rev	cplx_HETEROHEXAMER_NME1_NME2_1A1B_pc;cplx_HETEROHEXAMER_NME1_NME2_2A1B_pc;cplx_HETEROHEXAMER_NME1_NME2_3A1B_pc;cplx_HETEROHEXAMER_NME1_NME2_4A1B_pc;cplx_HETEROHEXAMER_NME1_NME2_5A1B_pc;cplx_HOMOHEXAMER_NME2_pc	PROTNK1	reverse	pc	cplx_HETEROHEXAMER_NME1_NME2_1A1B_pc(0);cplx_HETEROHEXAMER_NME1_NME2_2A1B_pc(0);cplx_HETEROHEXAMER_NME1_NME2_3A1B_pc(0);cplx_HETEROHEXAMER_NME1_NME2_4A1B_pc(0);cplx_HETEROHEXAMER_NME1_NME2_5A1B_pc(0);cplx_HOMOHEXAMER_NME2_pc(0)	0;0;0;0;0;0	234000.0
enzyme_PROTNK2_fwd_pc	enzyme_PROTNK2_fwd	cplx_HETEROHEXAMER_NME1_NME2_1A1B_pc;cplx_HETEROHEXAMER_NME1_NME2_2A1B_pc;cplx_HETEROHEXAMER_NME1_NME2_3A1B_pc;cplx_HETEROHEXAMER_NME1_NME2_4A1B_pc;cplx_HETEROHEXAMER_NME1_NME2_5A1B_pc;cplx_HOMOHEXAMER_NME2_pc	PROTNK2	forward	pc	cplx_HETEROHEXAMER_NME1_NME2_1A1B_pc(220204.67050319872);cplx_HETEROHEXAMER_NME1_NME2_2A1B_pc(219958.6847895615);cplx_HETEROHEXAMER_NME1_NME2_3A1B_pc(219712.6073442191);cplx_HETEROHEXAMER_NME1_NME2_4A1B_pc(219466.43799587552);cplx_HETEROHEXAMER_NME1_NME2_5A1B_pc(219220.17657265795);cplx_HOMOHEXAMER_NME2_pc(220450.5646558531)	220204.67050319872;219958.6847895615;219712.6073442191;219466.43799587552;219220.17657265795;220450.5646558531	234000.0
enzyme_PROTNK2_rev_pc	enzyme_PROTNK2_rev	cplx_HETEROHEXAMER_NME1_NME2_1A1B_pc;cplx_HETEROHEXAMER_NME1_NME2_2A1B_pc;cplx_HETEROHEXAMER_NME1_NME2_3A1B_pc;cplx_HETEROHEXAMER_NME1_NME2_4A1B_pc;cplx_HETEROHEXAMER_NME1_NME2_5A1B_pc;cplx_HOMOHEXAMER_NME2_pc	PROTNK2	reverse	pc	cplx_HETEROHEXAMER_NME1_NME2_1A1B_pc(0);cplx_HETEROHEXAMER_NME1_NME2_2A1B_pc(0);cplx_HETEROHEXAMER_NME1_NME2_3A1B_pc(0);cplx_HETEROHEXAMER_NME1_NME2_4A1B_pc(0);cplx_HETEROHEXAMER_NME1_NME2_5A1B_pc(0);cplx_HOMOHEXAMER_NME2_pc(0)	0;0;0;0;0;0	234000.0
enzyme_GGNG_fwd_pc	enzyme_GGNG_fwd	cplx_HETEROOCTOMER_GYS1_GYG1_pc	GGNG	forward	pc	cplx_HETEROOCTOMER_GYS1_GYG1_pc(708785.3710178222)	708785.3710178222	234000.0
enzyme_GGNG_rev_pc	enzyme_GGNG_rev	cplx_HETEROOCTOMER_GYS1_GYG1_pc	GGNG	reverse	pc	cplx_HETEROOCTOMER_GYS1_GYG1_pc(0)	0	234000.0
enzyme_GLGNS1_fwd_pc	enzyme_GLGNS1_fwd	cplx_HETEROOCTOMER_GYS1_GYG1_pc	GLGNS1	forward	pc	cplx_HETEROOCTOMER_GYS1_GYG1_pc(708785.3710178222)	708785.3710178222	234000.0
enzyme_GLGNS1_rev_pc	enzyme_GLGNS1_rev	cplx_HETEROOCTOMER_GYS1_GYG1_pc	GLGNS1	reverse	pc	cplx_HETEROOCTOMER_GYS1_GYG1_pc(708785.3710178222)	708785.3710178222	234000.0
enzyme_PHETRS_fwd_pc	enzyme_PHETRS_fwd	cplx_HETEROTETRAMER_FARS_A2B2_pc	PHETRS	forward	pc	cplx_HETEROTETRAMER_FARS_A2B2_pc(422811.3238472476)	422811.3238472476	234000.0
enzyme_PHETRS_rev_pc	enzyme_PHETRS_rev	cplx_HETEROTETRAMER_FARS_A2B2_pc	PHETRS	reverse	pc	cplx_HETEROTETRAMER_FARS_A2B2_pc(0)	0	234000.0
enzyme_PAFH_fwd_pc	enzyme_PAFH_fwd	cplx_HETEROTETRAMER_PAFAH1B2_PAFAH1B1_pc;cplx_HETEROTETRAMER_PAFAH1B2_PAFAH1B3_PAFAH1B1_pc;cplx_HETEROTETRAMER_PAFAH1B3_PAFAH1B1_pc	PAFH	forward	pc	cplx_HETEROTETRAMER_PAFAH1B2_PAFAH1B1_pc(282377.1221904262);cplx_HETEROTETRAMER_PAFAH1B2_PAFAH1B3_PAFAH1B1_pc(282623.4521264232);cplx_HETEROTETRAMER_PAFAH1B3_PAFAH1B1_pc(282869.7105174899)	282377.1221904262;282623.4521264232;282869.7105174899	234000.0
enzyme_PAFH_rev_pc	enzyme_PAFH_rev	cplx_HETEROTETRAMER_PAFAH1B2_PAFAH1B1_pc;cplx_HETEROTETRAMER_PAFAH1B2_PAFAH1B3_PAFAH1B1_pc;cplx_HETEROTETRAMER_PAFAH1B3_PAFAH1B1_pc	PAFH	reverse	pc	cplx_HETEROTETRAMER_PAFAH1B2_PAFAH1B1_pc(0);cplx_HETEROTETRAMER_PAFAH1B2_PAFAH1B3_PAFAH1B1_pc(0);cplx_HETEROTETRAMER_PAFAH1B3_PAFAH1B1_pc(0)	0;0;0	234000.0
enzyme_UBIQE2CONJT_fwd_pc	enzyme_UBIQE2CONJT_fwd	cplx_HETEROTETRAMER_RBX1_CUL1_SKP1_FBXL20_pc;cplx_HETEROTETRAMER_RBX1_CUL1_SKP1_FBXO4_pc;cplx_HETEROTETRAMER_RBX1_CUL1_SKP1_FBXO7_pc;cplx_HETEROTETRAMER_RBX1_CUL2_ELOB_ELOC_pc;cplx_HETEROHEXAMER_RBX1_CUL3_KLHL18_pc;cplx_HETEROTETRAMER_RBX1_CUL4A_DDB1_DCAF11_pc;cplx_HETEROTETRAMER_RBX1_CUL4A_DDB1_DCAF6_pc;cplx_HETEROTETRAMER_RBX1_CUL4A_DDB1_DCAF7_pc;cplx_HETEROTETRAMER_RBX1_CUL4B_DDB1_DCAF11_pc;cplx_HETEROTETRAMER_RBX1_CUL4B_DDB1_DCAF6_pc;cplx_HETEROTETRAMER_RBX1_CUL4B_DDB1_DCAF7_pc;cplx_HETEROTETRAMER_RBX1_CUL5_ELOB_ELOC_pc;cplx_MONOMER_HUWE1_pc;cplx_HETERODIMER_RNF123_UBAC1_pc;cplx_MONOMER_TRIM58_pc;cplx_MONOMER_UBR4_pc	UBIQE2CONJT	forward	pc	cplx_HETEROTETRAMER_RBX1_CUL1_SKP1_FBXL20_pc(317773.072008527);cplx_HETEROTETRAMER_RBX1_CUL1_SKP1_FBXO4_pc(311692.6644968213);cplx_HETEROTETRAMER_RBX1_CUL1_SKP1_FBXO7_pc(331872.6062147865);cplx_HETEROTETRAMER_RBX1_CUL2_ELOB_ELOC_pc(253181.82317420997);cplx_HETEROHEXAMER_RBX1_CUL3_KLHL18_pc(524458.6832748689);cplx_HETEROTETRAMER_RBX1_CUL4A_DDB1_DCAF11_pc(474589.69110165274);cplx_HETEROTETRAMER_RBX1_CUL4A_DDB1_DCAF6_pc(516655.1977951723);cplx_HETEROTETRAMER_RBX1_CUL4A_DDB1_DCAF7_pc(446241.3247629526);cplx_HETEROTETRAMER_RBX1_CUL4B_DDB1_DCAF11_pc(494554.0884134514);cplx_HETEROTETRAMER_RBX1_CUL4B_DDB1_DCAF6_pc(536076.5004749217);cplx_HETEROTETRAMER_RBX1_CUL4B_DDB1_DCAF7_pc(466608.0132747606);cplx_HETEROTETRAMER_RBX1_CUL5_ELOB_ELOC_pc(259213.61315183772);cplx_MONOMER_HUWE1_pc(697036.9275560265);cplx_HETERODIMER_RNF123_UBAC1_pc(352132.2686467384);cplx_MONOMER_TRIM58_pc(136460.1605333354);cplx_MONOMER_UBR4_pc(794689.8533041616)	317773.072008527;311692.6644968213;331872.6062147865;253181.82317420997;524458.6832748689;474589.69110165274;516655.1977951723;446241.3247629526;494554.0884134514;536076.5004749217;466608.0132747606;259213.61315183772;697036.9275560265;352132.2686467384;136460.1605333354;794689.8533041616	234000.0
enzyme_UBIQE2CONJT_rev_pc	enzyme_UBIQE2CONJT_rev	cplx_HETEROTETRAMER_RBX1_CUL1_SKP1_FBXL20_pc;cplx_HETEROTETRAMER_RBX1_CUL1_SKP1_FBXO4_pc;cplx_HETEROTETRAMER_RBX1_CUL1_SKP1_FBXO7_pc;cplx_HETEROTETRAMER_RBX1_CUL2_ELOB_ELOC_pc;cplx_HETEROHEXAMER_RBX1_CUL3_KLHL18_pc;cplx_HETEROTETRAMER_RBX1_CUL4A_DDB1_DCAF11_pc;cplx_HETEROTETRAMER_RBX1_CUL4A_DDB1_DCAF6_pc;cplx_HETEROTETRAMER_RBX1_CUL4A_DDB1_DCAF7_pc;cplx_HETEROTETRAMER_RBX1_CUL4B_DDB1_DCAF11_pc;cplx_HETEROTETRAMER_RBX1_CUL4B_DDB1_DCAF6_pc;cplx_HETEROTETRAMER_RBX1_CUL4B_DDB1_DCAF7_pc;cplx_HETEROTETRAMER_RBX1_CUL5_ELOB_ELOC_pc;cplx_MONOMER_HUWE1_pc;cplx_HETERODIMER_RNF123_UBAC1_pc;cplx_MONOMER_TRIM58_pc;cplx_MONOMER_UBR4_pc	UBIQE2CONJT	reverse	pc	cplx_HETEROTETRAMER_RBX1_CUL1_SKP1_FBXL20_pc(0);cplx_HETEROTETRAMER_RBX1_CUL1_SKP1_FBXO4_pc(0);cplx_HETEROTETRAMER_RBX1_CUL1_SKP1_FBXO7_pc(0);cplx_HETEROTETRAMER_RBX1_CUL2_ELOB_ELOC_pc(0);cplx_HETEROHEXAMER_RBX1_CUL3_KLHL18_pc(0);cplx_HETEROTETRAMER_RBX1_CUL4A_DDB1_DCAF11_pc(0);cplx_HETEROTETRAMER_RBX1_CUL4A_DDB1_DCAF6_pc(0);cplx_HETEROTETRAMER_RBX1_CUL4A_DDB1_DCAF7_pc(0);cplx_HETEROTETRAMER_RBX1_CUL4B_DDB1_DCAF11_pc(0);cplx_HETEROTETRAMER_RBX1_CUL4B_DDB1_DCAF6_pc(0);cplx_HETEROTETRAMER_RBX1_CUL4B_DDB1_DCAF7_pc(0);cplx_HETEROTETRAMER_RBX1_CUL5_ELOB_ELOC_pc(0);cplx_MONOMER_HUWE1_pc(0);cplx_HETERODIMER_RNF123_UBAC1_pc(0);cplx_MONOMER_TRIM58_pc(0);cplx_MONOMER_UBR4_pc(0)	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	234000.0
enzyme_2HB_5OXPROtex_fwd_pc	enzyme_2HB_5OXPROtex_fwd	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	2HB_5OXPROtex	forward	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(350037.4325016107);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(345278.2938969389);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(335439.74256934813);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(330611.89931712474);cplx_HOMODIMER_SLC16A1_pc(226962.42274571492);cplx_HOMODIMER_SLC16A7_pc(221453.9624929316)	350037.4325016107;345278.2938969389;335439.74256934813;330611.89931712474;226962.42274571492;221453.9624929316	234000.0
enzyme_2HB_5OXPROtex_rev_pc	enzyme_2HB_5OXPROtex_rev	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	2HB_5OXPROtex	reverse	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(350037.4325016107);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(345278.2938969389);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(335439.74256934813);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(330611.89931712474);cplx_HOMODIMER_SLC16A1_pc(226962.42274571492);cplx_HOMODIMER_SLC16A7_pc(221453.9624929316)	350037.4325016107;345278.2938969389;335439.74256934813;330611.89931712474;226962.42274571492;221453.9624929316	234000.0
enzyme_2HB_ACACtex_fwd_pc	enzyme_2HB_ACACtex_fwd	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	2HB_ACACtex	forward	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(350037.4325016107);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(345278.2938969389);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(335439.74256934813);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(330611.89931712474);cplx_HOMODIMER_SLC16A1_pc(226962.42274571492);cplx_HOMODIMER_SLC16A7_pc(221453.9624929316)	350037.4325016107;345278.2938969389;335439.74256934813;330611.89931712474;226962.42274571492;221453.9624929316	234000.0
