complex	subunits	compartment	reactions	genes	coefficients	cofactors	notes
cplx_MONOMER_HBB	protein_HBB	c	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	HBB	1
cplx_MONOMER_HBD	protein_HBD	c	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	HBD	1
cplx_MONOMER_HBE1	protein_HBE1	c	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	HBE1	1
cplx_MONOMER_HBG1	protein_HBG1	c	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	HBG1	1
cplx_MONOMER_HBG2	protein_HBG2	c	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	HBG2	1
cplx_MONOMER_HBM	protein_HBM	c	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	HBM	1
cplx_MONOMER_HBQ1	protein_HBQ1	c	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	HBQ1	1
cplx_MONOMER_HBZ	protein_HBZ	c	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	HBZ	1
cplx_MONOMER_HCK	protein_HCK	c	PROTYK	HCK	1		ASSUMED MONOMER
cplx_HOMODIMER_HDDC2	protein_HDDC2	c	NTDDAMP;NTDDGMP;NTDDCMP;NTDDTMP	HDDC2	2
cplx_MONOMER_HDDC3	protein_HDDC3	c	NADPHPPS;PPGPPDP	HDDC3	1		ASSUMED MONOMER
cplx_HOMODIMER_HEXA	protein_HEXA	c	HEXGA2;HEXGM2;HEXGBSIDE	HEXA	2
cplx_HETERODIMER_HEXAB	protein_HEXA;protein_HEXB	c	HEXGA2;HEXGM2;HEXGBSIDE	HEXA;HEXB	1;1
cplx_HOMODIMER_HEXB	protein_HEXB	c	HEXGA2;HEXGM2;HEXGBSIDE	HEXB	2
cplx_HOMODIMER_HINT1	protein_HINT1	c	AMPAMD	HINT1	2
cplx_MONOMER_HK1	protein_HK1	c	HEX1;HEX10;HEX4;HEX7;HEX1a	HK1	1
cplx_MONOMER_HK3	protein_HK3	c	HEX1;HEX10;HEX4;HEX7;HEX1a	HK3	1
cplx_MONOMER_HMBS	protein_HMBS	c	HMBS	HMBS	1
cplx_MONOMER_HNMT	protein_HNMT	c	HISTANMT	HNMT	1
cplx_HOMODIMER_HPGDS	protein_HPGDS	c	PGD2S	HPGDS	2
cplx_HOMOTETRAMER_HPRT1	protein_HPRT1	c	GUAPRT;HXPRT;MERCPURPRT;MTMERCPURPRT;THIOGUAPRT;XPPT	HPRT1	4
cplx_MONOMER_HRAS	protein_HRAS	c	NTPG	HRAS	1		ASSUMED MONOMER
cplx_MONOMER_HSD17B11	protein_HSD17B11	c	ESTRONEDHy	HSD17B11	1		ASSUMED MONOMER
cplx_MONOMER_HSD17B12	protein_HSD17B12	c	ANDRSTNDNRy;ESTRONEDHy;FACOA3ORy_20_11Z3O;FACOA3ORy_20_13Z3O;FACOA3ORy_20_8Z11Z3O;FACOA3ORy_20_9Z3O;FACOA3ORy_22_11Z3O;FACOA3ORy_22_13Z3O;FACOA3ORy_24_15Z3O;FACOA3ORy_26_17Z3O;FACOA3ORy_16_3O;FACOA3ORy_18_3O;FACOA3ORy_20_3O;FACOA3ORy_22_3O;FACOA3ORy_24_3O;FACOA3ORy_26_3O;FACOA3ORy_17_3O;FACOA3ORy_19_3O;FACOA3ORy_21_3O;FACOA3ORy_23_3O;FACOA3ORy_20_11Z14Z17Z3O;FACOA3ORy_20_5Z8Z11Z14Z3O;FACOA3ORy_22_10Z13Z16Z19Z3O;FACOA3ORy_22_13Z16Z19Z3O;FACOA3ORy_22_7Z10Z13Z16Z19Z3O;FACOA3ORy_24_12Z15Z18Z21Z3O;FACOA3ORy_24_9Z12Z15Z18Z21Z3O;FACOA3ORy_20_11Z14Z3O;FACOA3ORy_20_8Z11Z14Z3O;FACOA3ORy_22_10Z13Z16Z3O;FACOA3ORy_22_13Z16Z3O;FACOA3ORy_22_7Z10Z13Z16Z3O;FACOA3ORy_24_9Z12Z15Z18Z3O	HSD17B12	1		ASSUMED MONOMER
cplx_MONOMER_HSPA8	protein_HSPA8	c	NTPA	HSPA8	1		ASSUMED MONOMER
cplx_MONOMER_HUWE1	protein_HUWE1	c	UBIQE2CONJT	HUWE1	1		ASSUMED MONOMER
cplx_MONOMER_IARS1	protein_IARS1	c	ILETRS	IARS1	1		ASSUMED MONOMER
cplx_HOMODIMER_IDH1	protein_IDH1	c	ICDHy	IDH1	2
cplx_HOMODIMER_IDH2	protein_IDH2	c	ICDHy	IDH2	2
cplx_HOMODIMER_IMPA1	protein_IMPA1	c	MI1PP;GAL1PP;G1PPa;MI14P1PP;MI14P4PP;MI3PP;MI4PP;NTD2AMP;NTD2CMP;NTD2GMP;NTD2UMP	IMPA1	2
cplx_HOMODIMER_IMPA2	protein_IMPA2	c	MI1PP;GAL1PP;G1PPa;MI14P1PP;MI14P4PP;MI3PP;MI4PP;NTD2AMP;NTD2CMP;NTD2GMP;NTD2UMP	IMPA2	2
cplx_HOMOTETRAMER_IMPDH2	protein_IMPDH2	c	IMPD;THIOIMPD	IMPDH2	4
cplx_MONOMER_INPP5A	protein_INPP5A	c	MI1345P5PP;MI145P5PP	INPP5A	1		ASSUMED MONOMER
cplx_MONOMER_INPP5B	protein_INPP5B	c	MI1345P5PP;MI145P5PP;PI45P5P	INPP5B	1		ASSUMED MONOMER
cplx_MONOMER_INPP5D	protein_INPP5D	c	MI1345P5PP;PI45P5P;PI345P5P	INPP5D	1		ASSUMED MONOMER
cplx_HOMODIMER_INSR	protein_INSR	c	PROTYK	INSR	2
cplx_MONOMER_ISYNA1	protein_ISYNA1	c	MI3PS	ISYNA1	1
cplx_HOMODIMER_ITPA	protein_ITPA	c	NTPPDI;NTPPI;NTPPX;RBVNTPP	ITPA	2
cplx_MONOMER_JAK3	protein_JAK3	c	PROTYK	JAK3	1		ASSUMED MONOMER
cplx_HOMODIMER_KARS1	protein_KARS1	c	LYSTRS;AP4ASYN	KARS1	2
cplx_HOMOTETRAMER_KCNAB2	protein_KCNAB2	pm	Kt1	KCNAB2	4
cplx_HOMODIMER_KCNK5	protein_KCNK5	pm	Kt1	KCNK5	2
cplx_HOMOTETRAMER_KCNN4	protein_KCNN4	pm	Kt1	KCNN4	4
cplx_MONOMER_KRAS	protein_KRAS	c	NTPG	KRAS	1		ASSUMED MONOMER
cplx_HOMODIMER_KYAT1	protein_KYAT1	c	CYSLNET;KYNAKGAT;HSERL1;CYSIL2;CYSL2;3HKYNAKGAT;PHPYRAT;CYSTL2;METMSPYRAT;SELCYSTL2	KYAT1	2
cplx_MONOMER_LANCL1	protein_LANCL1	c	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	LANCL1	1		ASSUMED MONOMER
cplx_HOMOHEXAMER_LAP3	protein_LAP3	c	2ABUTGLYDP;AMPTASECG	LAP3	6
cplx_MONOMER_LARS1	protein_LARS1	c	LEUTRS	LARS1	1		ASSUMED MONOMER
cplx_COMPLEX_LCMT1_PPP2CA	protein_LCMT1;protein_PPP2CA	c	LCMTPP2A	LCMT1;PPP2CA	1;1
cplx_COMPLEX_LCMT1_PPP2CB	protein_LCMT1;protein_PPP2CB	c	LCMTPP2A	LCMT1;PPP2CB	1;1
cplx_HOMOTETRAMER_LDHA	protein_LDHA	c	LDH_L;L2HGDHx;2HBO;MCLOR;HPYRRx_S;GLXO1;GLYCLTDx;2H3MV;2HIV	LDHA	4
cplx_HETEROTETRAMER_LDHA_LDHB_A1B3	protein_LDHA;protein_LDHB	c	LDH_L;L2HGDHx;2HBO;MCLOR;HPYRRx_S;GLXO1;GLYCLTDx;2H3MV;2HIV	LDHA;LDHB	1;3
cplx_HETEROTETRAMER_LDHA_LDHB_A2B2	protein_LDHA;protein_LDHB	c	LDH_L;L2HGDHx;2HBO;MCLOR;HPYRRx_S;GLXO1;GLYCLTDx;2H3MV;2HIV	LDHA;LDHB	2;2
cplx_HETEROTETRAMER_LDHA_LDHB_A3B1	protein_LDHA;protein_LDHB	c	LDH_L;L2HGDHx;2HBO;MCLOR;HPYRRx_S;GLXO1;GLYCLTDx;2H3MV;2HIV	LDHA;LDHB	3;1
cplx_HOMOTETRAMER_LDHB	protein_LDHB	c	LDH_L;L2HGDHx;2HBO;MCLOR;HPYRRx_S;GLXO1;GLYCLTDx;2H3MV;2HIV	LDHB	4
cplx_HOMODIMER_LHPP	protein_LHPP	c	PPA	LHPP	2
cplx_MONOMER_LPCAT1	protein_LPCAT1	c	LPAAT;LPCOAT;LPCPAT;LPCAT;PAFS	LPCAT1	1		ASSUMED MONOMER
cplx_MONOMER_LPCAT3	protein_LPCAT3	c	LPCOAT;LPCPAT;LPCAT;LPEAT;LPSAT;PAFS	LPCAT3	1		ASSUMED MONOMER
cplx_MONOMER_LPIN2	protein_LPIN2	c	PAPP;PAPPO	LPIN2	1
cplx_HOMOHEXAMER_LRRC8A	protein_LRRC8A	pm	ALABt;ASPte;Clt;GLUte;INOSTt;TAURt;It	LRRC8A	6
cplx_MONOMER_LSS	protein_LSS	c	LNSTLS	LSS	1
cplx_MONOMER_LTA4H	protein_LTA4H	c	LTA4H;LTA5H;FLDPP;FYDPP;KLDPP;LGFTPAP;LGGTPAP;LLLTPAP;PFDPP;PLDPP;YYYTPAP	LTA4H	1
cplx_MONOMER_LYN	protein_LYN	c	PROTYK	LYN	1		ASSUMED MONOMER
cplx_HOMODIMER_LYPLA1	protein_LYPLA1	c	LPCLPLB;LPELPLB;LPILPLB;LPSLPLB;PROTCSAE_14_0;PROTCSAE_16_0;PROTCSAE_18_0	LYPLA1	2
cplx_MONOMER_LYPLA2	protein_LYPLA2	c	LPCLPLB;LPALPLB;LPSLPLB;PGD21GH;PGDF21GH;PGE21GH;PROTCSAE_14_0;PROTCSAE_16_0;PROTCSAE_18_0	LYPLA2	1		ASSUMED MONOMER
cplx_MONOMER_LYPLAL1	protein_LYPLAL1	c	PROTCSAE_14_0;PROTCSAE_16_0;PROTCSAE_18_0	LYPLAL1	1		ASSUMED MONOMER
cplx_MONOMER_MAN2C1	protein_MAN2C1	c	A_MANASE	MAN2C1	1
cplx_HOMODIMER_MAP2K1	protein_MAP2K1	c	PROTSK;PROTTK;PROTYK	MAP2K1	2
cplx_HETERODIMER_MAP2K1_MAP2K2	protein_MAP2K1;protein_MAP2K2	c	PROTSK;PROTTK;PROTYK	MAP2K1;MAP2K2	1;1
cplx_HOMODIMER_MAP2K2	protein_MAP2K2	c	PROTSK;PROTTK;PROTYK	MAP2K2	2
cplx_HOMODIMER_MAP2K3	protein_MAP2K3	c	PROTSK;PROTTK;PROTYK	MAP2K3	2
cplx_HETERODIMER_MAP2K3_MAP2K6	protein_MAP2K3;protein_MAP2K6	c	PROTSK;PROTTK;PROTYK	MAP2K3;MAP2K6	1;1
cplx_HOMODIMER_MAP2K6	protein_MAP2K6	c	PROTSK;PROTTK;PROTYK	MAP2K6	2
cplx_HOMODIMER_MAPK1	protein_MAPK1	c	PROTSK;PROTTK	MAPK1	2
cplx_HETERODIMER_MAPK14_MAPKAPK2	protein_MAPK14;protein_MAPKAPK2	c	PROTSK;PROTTK	MAPK14;MAPKAPK2	1;1
cplx_HOMODIMER_MAPK3	protein_MAPK3	c	PROTSK;PROTTK	MAPK3	2
cplx_MONOMER_MARS1	protein_MARS1	c	METTRS	MARS1	1
cplx_HETEROHEXAMER_MAT2A_MAT2B	protein_MAT2A;protein_MAT2B	c	METAT;SELMETAT	MAT2A;MAT2B	4;2
cplx_MONOMER_MBLAC2	protein_MBLAC2	c	FACOAE_12_0;FACOAE_13_0;FACOAE_14_0;FACOAE_14_5Z;FACOAE_14_7Z;FACOAE_14_9Z;FACOAE_15_0;FACOAE_16_0;FACOAE_16_7Z;FACOAE_16_9Z;FACOAE_17_0;FACOAE_17_10Z;FACOAE_17_9Z;FACOAE_18_0;FACOAE_18_11Z;FACOAE_18_13Z;FACOAE_18_6Z9Z;FACOAE_18_6Z9Z12Z;FACOAE_18_6Z9Z12Z15Z;FACOAE_18_7Z;FACOAE_18_9E;FACOAE_18_9Z;FACOAE_18_9Z12Z;FACOAE_18_9Z12Z15Z;FACOAE_19_0;FACOAE_20_0;FACOAE_20_11Z;FACOAE_20_11Z14Z;FACOAE_20_11Z14Z17Z;FACOAE_20_13Z;FACOAE_20_5Z8Z11Z;FACOAE_20_5Z8Z11Z14Z;FACOAE_20_5Z8Z11Z14Z17Z;FACOAE_20_8Z11Z;FACOAE_20_8Z11Z14Z;FACOAE_20_8Z11Z14Z17Z;FACOAE_20_9Z	MBLAC2	1		ASSUMED MONOMER
cplx_MONOMER_MBOAT2	protein_MBOAT2	c	LPAAT;LPEAT	MBOAT2	1		ASSUMED MONOMER
cplx_HOMODIMER_MDH1	protein_MDH1	c	MDH;L2HGDHx;SLDx;34HPLDH;PHLAC	MDH1	2
cplx_HOMODIMER_MDH2	protein_MDH2	c	MDH;L2HGDHx;SLDx;34HPLDH;PHLAC	MDH2	2
cplx_MONOMER_MDP1	protein_MDP1	c	PROTKF6PPP;PROTYPP	MDP1	1
cplx_HOMOTETRAMER_ME1	protein_ME1	c	ME2;OAADC	ME1	4
cplx_MONOMER_MFSD2B	protein_MFSD2B	pm	SPH1tex;SPHS1tex	MFSD2B	1		ASSUMED MONOMER
cplx_HOMOTRIMER_MGST2	protein_MGST2	c	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;GTHLEUKTRA4;GTHLEUKTRA5;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	MGST2	3
cplx_HOMOTRIMER_MIF	protein_MIF	c	34HPPT;DCT;PHPYRT	MIF	3
cplx_MONOMER_MINPP1	protein_MINPP1	c	MI145P5PP;DPG3P;MI13456P3PP;MI1345P3PP;MI1456P6PP;MI14P1PP;MI14P4PP	MINPP1	1		ASSUMED MONOMER
cplx_MONOMER_MPI	protein_MPI	c	MAN6PI	MPI	1		ASSUMED MONOMER
cplx_HOMODIMER_MPO	protein_MPO	pm	MPOe	MPO	2
cplx_MONOMER_MPST	protein_MPST	c	MCPST4;HTSULDHLA;MCPST	MPST	1
cplx_COMPLEX_MPST_TXN	protein_MPST;protein_TXN	c	MCPST3	MPST;TXN	1;2
cplx_COMPLEX_MPST_TXNDC17	protein_MPST;protein_TXNDC17	c	MCPST3	MPST;TXNDC17	1;2
cplx_COMPLEX_MPST_TXNL1	protein_MPST;protein_TXNL1	c	MCPST3	MPST;TXNL1	1;2
cplx_HOMODIMER_MRI1	protein_MRI1	c	MTRI	MRI1	2
cplx_MONOMER_MSRA	protein_MSRA	c	PROTMSOXTRD;METSOXTRD	MSRA	1		ASSUMED MONOMER
cplx_HOMOTRIMER_MTAP	protein_MTAP	c	MTAP	MTAP	3
cplx_HOMODIMER_MTHFD1	protein_MTHFD1	c	FTHFL;MTHFC;MTHFD	MTHFD1	2
cplx_HETERODIMER_MTM1_MTMR12	protein_MTM1;protein_MTMR12	c	PI35P3P;PI3PP	MTM1;MTMR12	1;1
cplx_HOMODIMER_MTMR1	protein_MTMR1	c	PI35P3P;PI3PP	MTMR1	2
cplx_HETERODIMER_MTMR2_MTMR12	protein_MTMR12;protein_MTMR2	c	PI35P3P;PI3PP	MTMR12;MTMR2	1;1
cplx_HOMODIMER_MTMR2	protein_MTMR2	c	PI35P3P;PI3PP	MTMR2	2
cplx_HETERODIMER_MTMR2_SBF1	protein_MTMR2;protein_SBF1	c	PI35P3P;PI3PP	MTMR2;SBF1	1;1
cplx_HOMODIMER_MVD	protein_MVD	c	DPMVD	MVD	2
cplx_HOMODIMER_NADK2	protein_NADK2	c	NADK	NADK2	2
cplx_HOMOHEXAMER_NADSYN1	protein_NADSYN1	c	NADS2	NADSYN1	6
cplx_COMPLEX_UBA3_NAE_NEDD8	protein_NAE1;protein_NEDD8;protein_UBA3	c	NEDD8E1ACT	NAE1;NEDD8;UBA3	1;1;1
cplx_HOMODIMER_NAGK	protein_NAGK	c	ACGAMK;AMANK	NAGK	2
cplx_HOMODIMER_NAMPT	protein_NAMPT	c	NMNS	NAMPT	2
cplx_MONOMER_NANP	protein_NANP	c	ACNAMPH	NANP	1
cplx_MONOMER_NANS	protein_NANS	c	ACNAM9PL;ACNAM9PL2;ACNAM9PL3	NANS	1		ASSUMED MONOMER
cplx_HOMODIMER_NAPEPLD	protein_NAPEPLD	c	NAPEPLD	NAPEPLD	2
cplx_HOMODIMER_NAPRT	protein_NAPRT	c	NAMNPP;NAPRT	NAPRT	2
cplx_HOMODIMER_NARS1	protein_NARS1	c	ASNTRS	NARS1	2
cplx_MONOMER_NAXD	protein_NAXD	c	NADHXD;NADPHXD	NAXD	1
cplx_HOMODIMER_NAXE	protein_NAXE	c	NADHXE;NADPHXE	NAXE	2
cplx_MONOMER_NCEH1	protein_NCEH1	c	XOLEST2EH;DAGOACAH	NCEH1	1		ASSUMED MONOMER
cplx_COMPLEX_UBE2M_NEDD8	protein_NEDD8;protein_UBE2M	c	NEDD8E1E2T	NEDD8;UBE2M	1;1
cplx_MONOMER_NEU1	protein_NEU1	c	NEU25;NEU31;NEU32;NEU34;NEU36	NEU1	1		ASSUMED MONOMER
cplx_MONOMER_NEU1	protein_NEU1	pm	NEU31e;NEU32e;NEU33e;NEU34e;NEU35e;NEU36e;NEU37e;NEU39e	NEU1	1		ASSUMED MONOMER
cplx_MONOMER_NEU2	protein_NEU2	c	NEU24;NEU25;NEU31;NEU32;NEU33;NEU34;NEU36	NEU2	1		ASSUMED MONOMER
cplx_MONOMER_NEU3	protein_NEU3	c	NEU25;NEU31;NEU32;NEU34;NEU36	NEU3	1		ASSUMED MONOMER
cplx_MONOMER_NEU3	protein_NEU3	pm	NEU31e;NEU32e;NEU33e;NEU34e;NEU35e;NEU36e;NEU37e;NEU39e	NEU3	1		ASSUMED MONOMER
cplx_HOMODIMER_NIT1	protein_NIT1	c	DGSHAMID;DOPHAMID	NIT1	2
cplx_HOMODIMER_NIT2	protein_NIT2	c	OXOGAH;OXOSUCAH	NIT2	2
cplx_HOMOHEXAMER_NME1	protein_NME1	c	NDPK1;NDPK2;NDPK3;NDPK10;NDPK5;NDPK8;NDPK9;NDPK4;NDPK6;NDPK7;RBVDPK;THGDPK;5FLUDPK	NME1	6
cplx_HETEROHEXAMER_NME1_NME2_1A1B	protein_NME1;protein_NME2	c	NDPK1;NDPK2;NDPK3;PROTNK1;PROTNK2;NDPK10;NDPK5;NDPK8;NDPK9;NDPK4;NDPK6;NDPK7;RBVDPK;THGDPK;5FLUDPK	NME1;NME2	1;5
cplx_HETEROHEXAMER_NME1_NME2_2A1B	protein_NME1;protein_NME2	c	NDPK1;NDPK2;NDPK3;PROTNK1;PROTNK2;NDPK10;NDPK5;NDPK8;NDPK9;NDPK4;NDPK6;NDPK7;RBVDPK;THGDPK;5FLUDPK	NME1;NME2	2;4
cplx_HETEROHEXAMER_NME1_NME2_3A1B	protein_NME1;protein_NME2	c	NDPK1;NDPK2;NDPK3;PROTNK1;PROTNK2;NDPK10;NDPK5;NDPK8;NDPK9;NDPK4;NDPK6;NDPK7;RBVDPK;THGDPK;5FLUDPK	NME1;NME2	3;3
cplx_HETEROHEXAMER_NME1_NME2_4A1B	protein_NME1;protein_NME2	c	NDPK1;NDPK2;NDPK3;PROTNK1;PROTNK2;NDPK10;NDPK5;NDPK8;NDPK9;NDPK4;NDPK6;NDPK7;RBVDPK;THGDPK;5FLUDPK	NME1;NME2	4;2
cplx_HETEROHEXAMER_NME1_NME2_5A1B	protein_NME1;protein_NME2	c	NDPK1;NDPK2;NDPK3;PROTNK1;PROTNK2;NDPK10;NDPK5;NDPK8;NDPK9;NDPK4;NDPK6;NDPK7;RBVDPK;THGDPK;5FLUDPK	NME1;NME2	5;1
cplx_HETEROHEXAMER_NME1_NME3_3A3C	protein_NME1;protein_NME3	c	NDPK1;NDPK2;NDPK3;NDPK10;NDPK5;NDPK8;NDPK9;NDPK4;NDPK6;NDPK7;5FLUDPK	NME1;NME3	3;3
cplx_HOMOHEXAMER_NME2	protein_NME2	c	NDPK1;NDPK2;NDPK3;PROTNK1;PROTNK2;NDPK10;NDPK5;NDPK8;NDPK9;NDPK4;NDPK6;NDPK7;RBVDPK;THGDPK;5FLUDPK	NME2	6
cplx_HOMOHEXAMER_NME3	protein_NME3	c	NDPK1;NDPK2;NDPK3;NDPK10;NDPK5;NDPK8;NDPK9;NDPK4;NDPK6;NDPK7;5FLUDPK	NME3	6
cplx_HOMOTETRAMER_NMNAT3	protein_NMNAT3	c	NMNAT;NNAT;4PYRNMAT;NMNHAT	NMNAT3	4
cplx_HOMODIMER_NOS3	protein_NOS3	c	NOS1;NOS2	NOS3	2
cplx_MONOMER_NPEPPS	protein_NPEPPS	c	2ABUTGLYDP;AMPTASECG	NPEPPS	1
cplx_HOMOTETRAMER_NPL	protein_NPL	c	ACNML	NPL	4
cplx_COMPLEX_VCP_NPLOC4_UFD1	protein_NPLOC4;protein_UFD1;protein_VCP	c	NTPA	NPLOC4;UFD1;VCP	1;1;6
cplx_HOMODIMER_NQO2	protein_NQO2	c	ESTRADIOL23Q2ERz;ESTRADIOL34Q2ERz;ESTRONE23Q2ERz;ESTRONE34Q2ERz;Q102ERz;ADRNCHR2ERz;ADRNLQ2ERz_L;DOPAQ2ERz_L;DPAMCHR2ERz;DPAMQ2ERz_L;DPCHR2ERz_L;IND56Q2ERz;NRPPHRCHR2ERz;NRPPHRQ2ERz_L	NQO2	2
cplx_MONOMER_NRAS	protein_NRAS	c	NTPG	NRAS	1		ASSUMED MONOMER
cplx_HOMOHEXAMER_NSF	protein_NSF	c	NTPA	NSF	6
cplx_COMPLEX_VCP_NSFL1C	protein_NSFL1C;protein_VCP	c	NTPA	NSFL1C;VCP	3;6
cplx_HOMODIMER_NT5C	protein_NT5C	c	NICHYD;NMNHYD;NTD2AMP;NTD2CMP;NTD2GMP;NTD2UMP;NTDDIMP;NTDDAMP;NTDDGMP;NTDDUMP;NTDDTMP	NT5C	2
cplx_HOMOTETRAMER_NT5C2	protein_NT5C2	c	NICHYD;NTDIMP;NMNHYD;NTDAMP;NTDGMP;4PYRNN;CMPINSPT;AMPINSPT;DGMPGSNPT;DGMPINSPT;DIMPGSNPT;DIMPINSPT;IMGPT;NTDXMP;NTDDIMP;NTDDGMP;NTDSAMP;NTDSZMP;NTDZMP;UMPINSPT;RBVIMPT;RBVNTD	NT5C2	4
cplx_MONOMER_NT5C3A	protein_NT5C3A	c	NTDUMP;DTMPCYTDPT;DTMPURIPT;DCMPCYTDPT;DCMPURIPT;DUMPCYTDPT;DUMPURIPT;NTDDUMP;NTDDCMP;NTDCMP;NTDDTMP;UMPCYTDPT	NT5C3A	1
cplx_MONOMER_NUDT2	protein_NUDT2	c	AP4AH1;GP4AH1	NUDT2	1		ASSUMED MONOMER
cplx_MONOMER_NUDT3	protein_NUDT3	c	AP4AH1;AP5AH1;AP6AH1;PPA2	NUDT3	1
cplx_MONOMER_NUDT4	protein_NUDT4	c	5INS7P5PP;AP6AH2;PRPPPP	NUDT4	1
cplx_HOMODIMER_NUDT5	protein_NUDT5	c	ADPMNDP;ADPRDP;ADPRUDP;ATPR5PT;ADPGLCDP	NUDT5	2
cplx_MONOMER_OARD1	protein_OARD1	c	ADPRDACAC2;NADN2	OARD1	1		ASSUMED MONOMER
