complex	subunits	compartment	reactions	genes	coefficients	cofactors	notes
cplx_MONOMER_BMP2K	protein_BMP2K	c	PROTSK;PROTTK	BMP2K	1		ASSUMED MONOMER
cplx_HOMODIMER_BPGM	protein_BPGM	c	DPGM;DPGase;PGM	BPGM	2
cplx_MONOMER_BPNT1	protein_BPNT1	c	MI14P1PP;BPNT;BPNT2	BPNT1	1		ASSUMED MONOMER
cplx_HETEROTETRAMER_SLC16A1_BSG	protein_BSG;protein_SLC16A1	pm	ACt2;D_LACt2;L_LACt2;PYRt2;2HB_5OXPROtex;2HB_ACACtex;2HB_ACtex;2HB_BUTtex;2HB_DLACtex;2HB_GLYCLTtex;2HB_PPAtex;2HBt2;2OBUT_2HBtex;2OBUT_5OXPROtex;2OBUT_ACACtex;2OBUT_ACtex;2OBUT_BUTtex;2OBUT_DLACtex;2OBUT_GLYCLTtex;2OBUT_LLACtex;2OBUT_PPAtex;2OBUTt;5OXPRO_ACACtex;5OXPRO_ACtex;5OXPRO_BUTtex;5OXPRO_DLACtex;5OXPRO_GLYCLTtex;5OXPRO_PPAtex;5OXPROt2;ACAC_ACtex;ACAC_GLYCLTtex;ACACt2;AC_GLYCLTtex;BUT_ACACtex;BUT_ACtex;BUT_GLYCLTtex;BUT_PPAtex;BUTt2r;DLAC_ACACtex;DLAC_ACtex;DLAC_BUTtex;DLAC_GLYCLTtex;DLAC_PPAtex;GLYCLTt2;H2SUCCt;LLAC_2HBtex;LLAC_5OXPROtex;LLAC_ACACtex;LLAC_ACtex;LLAC_BUTtex;LLAC_DLACtex;LLAC_GLYCLTtex;LLAC_PPAtex;PPA_ACACtex;PPA_ACtex;PPA_GLYCLTtex;PPAt2r;PYR_2HBtex;PYR_2OBUTtex;PYR_5OXPROtex;PYR_ACACtex;PYR_ACtex;PYR_BUTtex;PYR_DLACtex;PYR_GLYCLTtex;PYR_LLACtex;PYR_PPAtex;3MOBt2;4MOPt2	BSG;SLC16A1	2;2
cplx_HETEROTETRAMER_SLC16A7_BSG	protein_BSG;protein_SLC16A7	pm	ACt2;D_LACt2;L_LACt2;PYRt2;2HB_5OXPROtex;2HB_ACACtex;2HB_ACtex;2HB_BUTtex;2HB_DLACtex;2HB_GLYCLTtex;2HB_PPAtex;2HBt2;2OBUT_2HBtex;2OBUT_5OXPROtex;2OBUT_ACACtex;2OBUT_ACtex;2OBUT_BUTtex;2OBUT_DLACtex;2OBUT_GLYCLTtex;2OBUT_LLACtex;2OBUT_PPAtex;2OBUTt;5OXPRO_ACACtex;5OXPRO_ACtex;5OXPRO_BUTtex;5OXPRO_DLACtex;5OXPRO_GLYCLTtex;5OXPRO_PPAtex;5OXPROt2;ACAC_ACtex;ACAC_GLYCLTtex;ACACt2;AC_GLYCLTtex;BUT_ACACtex;BUT_ACtex;BUT_GLYCLTtex;BUT_PPAtex;BUTt2r;DLAC_ACACtex;DLAC_ACtex;DLAC_BUTtex;DLAC_GLYCLTtex;DLAC_PPAtex;GLYCLTt2;H2SUCCt;LLAC_2HBtex;LLAC_5OXPROtex;LLAC_ACACtex;LLAC_ACtex;LLAC_BUTtex;LLAC_DLACtex;LLAC_GLYCLTtex;LLAC_PPAtex;PPA_ACACtex;PPA_ACtex;PPA_GLYCLTtex;PPAt2r;PYR_2HBtex;PYR_2OBUTtex;PYR_5OXPROtex;PYR_ACACtex;PYR_ACtex;PYR_BUTtex;PYR_DLACtex;PYR_GLYCLTtex;PYR_LLACtex;PYR_PPAtex;3MOBt2;4MOPt2	BSG;SLC16A7	2;2
cplx_COMPLEX_C1GALT1_C1GALT1C1	protein_C1GALT1C1;protein_C1GALT1	c	PROTKTnAgGALT;PROTSTnAgGALT	C1GALT1;C1GALT1C1	2;1
cplx_MONOMER_CA1	protein_CA1	c	HCO3E;UREAHYDL	CA1	1		ASSUMED MONOMER
cplx_MONOMER_CA2	protein_CA2	c	HCO3E;UREAHYDL	CA2	1		ASSUMED MONOMER
cplx_MONOMER_CA3	protein_CA3	c	HCO3E;UREAHYDL	CA3	1		ASSUMED MONOMER
cplx_MONOMER_CA4	protein_CA4	pm	HCO3Ee	CA4	1
cplx_HETEROTRIMER_STK11_CAB39_STRADB	protein_CAB39;protein_STK11;protein_STRADB	c	PROTSK;PROTTK	CAB39;STK11;STRADB	1;1;1
cplx_HETEROTRIMER_STK11_CAB39L_STRADB	protein_CAB39L;protein_STK11;protein_STRADB	c	PROTSK;PROTTK	CAB39L;STK11;STRADB	1;1;1
cplx_MONOMER_CACNA1A	protein_CACNA1A	pm	CA2t	CACNA1A	1
cplx_HOMOHEXAMER_CAD	protein_CAD	c	ASPCT;DHORTS	CAD	6
cplx_COMPLEX_RBX1_SKP1_CUL1_CAND1_NEDD8	protein_CAND1;protein_CUL1;protein_NEDD8;protein_RBX1;protein_SKP1	c	NEDD8E2CONJT	CAND1;CUL1;NEDD8;RBX1;SKP1	1;1;1;1;1
cplx_HOMODIMER_CARM1	protein_CARM1	c	PRMTMMA;PRMTSDMA	CARM1	2
cplx_HOMODIMER_CARS1	protein_CARS1	c	CYSTRS	CARS1	2
cplx_HOMOTETRAMER_CAT	protein_CAT	c	CAT;56DHIPX;ADRNLPX_L;DOPAPX_L;DPAMPX_L;LADRNCHRPX;LDPAMCHRPX;LDPCHRPX_L;LNRPPHRCHRPX;NRPPHRPX_L;MEOHP	CAT	4
cplx_MONOMER_CBR1	protein_CBR1	c	6PTHPDH;SPPTDH;MNDN2ERy;ADRNCHR2ERy;ADRNLQ2ERy_L;DOPAQ2ERy_L;DPAMCHR2ERy;DPAMQ2ERy_L;DPCHR2ERy_L;IND56Q2ERy;NRPPHRCHR2ERy;NRPPHRQ2ERy_L;PGE1DHy;PGE1Ry;PGE2DHy;PGE2Ry;PGE3DHy;PGE3Ry;PGF1DHy;PGF2DHy;PGF3DHy;GTHNORDy;CRTSLRy;CRTSTRNRy	CBR1	1
cplx_MONOMER_CBR3	protein_CBR3	c	ADRNCHR2ERy;ADRNLQ2ERy_L;DOPAQ2ERy_L;DPAMCHR2ERy;DPAMQ2ERy_L;DPCHR2ERy_L;IND56Q2ERy;NRPPHRCHR2ERy;NRPPHRQ2ERy_L	CBR3	1
cplx_MONOMER_CD36	protein_CD36	pm	FAt_16_0;FAt_18_9Z12Z;FAt_18_9Z;FAt_16_2E;FAt_18_0;FAt_20_5Z8Z11Z14Z;FAt_hs_10_0;FAt_hs_11_0;FAt_hs_12_0;FAt_hs_13_0;FAt_hs_14_0;FAt_hs_14_5Z;FAt_hs_14_7Z;FAt_hs_14_9Z;FAt_hs_15_0;FAt_hs_16_7Z;FAt_hs_16_9Z;FAt_hs_17_0;FAt_hs_17_10Z;FAt_hs_17_9Z;FAt_hs_18_11Z;FAt_hs_18_13Z;FAt_hs_18_6Z9Z;FAt_hs_18_6Z9Z12Z;FAt_hs_18_6Z9Z12Z15Z;FAt_hs_18_7Z;FAt_hs_18_9E;FAt_hs_18_9Z12Z15Z;FAt_hs_19_0;FAt_hs_20_0;FAt_hs_20_11Z;FAt_hs_20_11Z14Z;FAt_hs_20_11Z14Z17Z;FAt_hs_20_13Z;FAt_hs_20_5Z8Z11Z;FAt_hs_20_5Z8Z11Z14Z17Z;FAt_hs_20_8Z11Z;FAt_hs_20_8Z11Z14Z;FAt_hs_20_8Z11Z14Z17Z;FAt_hs_20_9Z;FAt_hs_21_0;FAt_hs_22_0;FAt_hs_22_10Z13Z16Z;FAt_hs_22_10Z13Z16Z19Z;FAt_hs_22_11Z;FAt_hs_22_13Z;FAt_hs_22_13Z16Z;FAt_hs_22_13Z16Z19Z;FAt_hs_22_4Z7Z10Z13Z16Z;FAt_hs_22_4Z7Z10Z13Z16Z19Z;FAt_hs_22_7Z10Z13Z16Z;FAt_hs_22_7Z10Z13Z16Z19Z;FAt_hs_23_0;FAt_hs_24_0;FAt_hs_24_12Z15Z18Z21Z;FAt_hs_24_15Z;FAt_hs_24_6Z9Z12Z15Z18Z;FAt_hs_24_6Z9Z12Z15Z18Z21Z;FAt_hs_24_9Z12Z15Z18Z;FAt_hs_24_9Z12Z15Z18Z21Z;FAt_hs_26_0;FAt_hs_26_17Z;FAt_hs_4_0;FAt_hs_5_0;FAt_hs_6_0;FAt_hs_7_0;FAt_hs_8_0;FAt_hs_9_0	CD36	1		ASSUMED MONOMER
cplx_HOMODIMER_CD38	protein_CD38	pm	CADPRIBtec;CADPRBPHe;CADPRIBHe;DNADPLe;NADLe;NADNe;NADPLe;NADPNe;NMNNe	CD38	2
cplx_HOMODIMER_CD38	protein_CD38	c	NADPN;CADPRBPH;CADPRIBH;DNADPL;NADL;NADN;NADPL;NMNN	CD38	2
cplx_MONOMER_CDC34	protein_CDC34	c	UBIQE1E2T;UBIQE1T	CDC34	1
cplx_HETEROTETRAMER_HSP90AA1_CDC37	protein_CDC37;protein_HSP90AA1	c	NTPA	CDC37;HSP90AA1	2;2
cplx_HETEROTETRAMER_HSP90AB1_CDC37	protein_CDC37;protein_HSP90AB1	c	NTPA	CDC37;HSP90AB1	2;2
cplx_MONOMER_CDC42	protein_CDC42	c	NTPG	CDC42	1		ASSUMED MONOMER
cplx_MONOMER_CDIPT	protein_CDIPT	c	CDIPT	CDIPT	1
cplx_MONOMER_CDK2	protein_CDK2	c	PROTSK;PROTTK	CDK2	1		ASSUMED MONOMER
cplx_MONOMER_CDK4	protein_CDK4	c	PROTSK;PROTTK	CDK4	1		ASSUMED MONOMER
cplx_MONOMER_CDK5	protein_CDK5	c	PROTSK;PROTTK	CDK5	1		ASSUMED MONOMER
cplx_MONOMER_CDK6	protein_CDK6	c	PROTSK;PROTTK	CDK6	1		ASSUMED MONOMER
cplx_HOMODIMER_CDS2	protein_CDS2	c	CDS	CDS2	2
cplx_MONOMER_CFTR	protein_CFTR	c	Clt	CFTR	1
cplx_MONOMER_CHAC2	protein_CHAC2	c	GGCLUT2	CHAC2	1
cplx_HOMODIMER_CKB	protein_CKB	c	CK	CKB	2
cplx_HOMODIMER_CKB	protein_CKB	pm	CKe	CKB	2
cplx_HETERODIMER_CK	protein_CKB;protein_CKM	c	CK	CKB;CKM	1;1
cplx_HETERODIMER_CK	protein_CKB;protein_CKM	pm	CKe	CKB;CKM	1;1
cplx_HOMODIMER_CKM	protein_CKM	c	CK	CKM	2
cplx_HOMODIMER_CKM	protein_CKM	pm	CKe	CKM	2
cplx_MONOMER_CLCN2	protein_CLCN2	pm	Clt;H_2Clt;It;NO3t	CLCN2	1		ASSUMED MONOMER
cplx_MONOMER_CLCN3	protein_CLCN3	pm	H_2Clt	CLCN3	1		ASSUMED MONOMER
cplx_HETERODIMER_CLCN34	protein_CLCN3;protein_CLCN4	pm	H_2Clt	CLCN3;CLCN4	1;1
cplx_MONOMER_CLCN4	protein_CLCN4	pm	H_2Clt	CLCN4	1
cplx_MONOMER_CLCN5	protein_CLCN5	pm	H_2Clt	CLCN5	1
cplx_MONOMER_CLIC1	protein_CLIC1	pm	Clt;It;NO3t	CLIC1	1
cplx_MONOMER_CLIC2	protein_CLIC2	pm	Clt	CLIC2	1
cplx_MONOMER_CLIC3	protein_CLIC3	pm	Clt	CLIC3	1
cplx_MONOMER_CLIC4	protein_CLIC4	pm	Clt;It;NO3t	CLIC4	1
cplx_COMPLEX_PRMT5_WDR77_CLNS1A	protein_CLNS1A;protein_PRMT5;protein_WDR77	c	PRMTMMA;PRMTSDMA	CLNS1A;PRMT5;WDR77	4;4;4
cplx_MONOMER_CMPK1	protein_CMPK1	c	CYTK1;NDPK1;NDPK3;UMPK1;CYTK13;CYTK2;CYTK8;UMPK5;5FLUMPK	CMPK1	1
cplx_MONOMER_CMPK2	protein_CMPK2	c	CYTK1;NDPK1;NDPK3;UMPK1;CYTK13;CYTK2;CYTK8;UMPK5	CMPK2	1
cplx_HOMODIMER_CNDP2	protein_CNDP2	c	2ABUTGLYDP;AMPTASECG;FLDPP;FYDPP;GFDPP;GGDPP;GLDPP;GWDPP;KLDPP;LADPP;LGDPP;LLDPP;PFDPP;PLDPP;VLDPP;LLACPHEHYD	CNDP2	2
cplx_MONOMER_CNP	protein_CNP	c	23CN3PA;23CN3PC;23CN3PG;23CN3PU	CNP	1
cplx_MONOMER_COASY	protein_COASY	c	DPCOAK;PTPAT	COASY	1
cplx_MONOMER_COMT	protein_COMT	c	LDPAMMT;SALMCOM;SALMCOM2;2OHE1MT;2OHE1MT2;2OHE2MT;2OHE2MT2;4OHE1MT;4OHE2MT;34DHPHAMT;LDOPAMT;34DHOXMANDMT	COMT	1		ASSUMED MONOMER
cplx_HETERODIMER_SLC40A1_CP	protein_CP;protein_SLC40A1	pm	FEROXe	CP;SLC40A1	1;1
cplx_MONOMER_CPPED1	protein_CPPED1	c	PROTSPP;PROTTPP	CPPED1	1		ASSUMED MONOMER
cplx_HOMOTRIMER_CPT1A	protein_CPT1A	c	CRNAT_10_0;CRNAT_10_2E;CRNAT_10_2E6Z;CRNAT_10_3OH_S;CRNAT_10_DC;CRNAT_11_0;CRNAT_12_0;CRNAT_12_2E;CRNAT_12_3OH_S;CRNAT_12_DC;CRNAT_13_0;CRNAT_14_0;CRNAT_14_2E;CRNAT_14_3OH_S;CRNAT_14_5E8Z;CRNAT_14_5E8Z3OH_S;CRNAT_14_5Z;CRNAT_14_7Z;CRNAT_14_7Z3OH_S;CRNAT_14_9Z;CRNAT_15_0;CRNAT_16_0;CRNAT_16_2E;CRNAT_16_3OH_S;CRNAT_16_7E10Z3OH_S;CRNAT_16_7Z;CRNAT_16_9Z;CRNAT_16_9Z3OH_S;CRNAT_16_DC;CRNAT_17_0;CRNAT_17_10Z;CRNAT_17_9Z;CRNAT_18_0;CRNAT_18_11Z;CRNAT_18_13Z;CRNAT_18_2E;CRNAT_18_3OH_S;CRNAT_18_6Z9Z;CRNAT_18_6Z9Z12Z;CRNAT_18_6Z9Z12Z15Z;CRNAT_18_7Z;CRNAT_18_9E;CRNAT_18_9Z;CRNAT_18_9Z12Z;CRNAT_18_9Z12Z15Z;CRNAT_18_9Z12Z3OH_S;CRNAT_18_9Z3OH_S;CRNAT_19_0;CRNAT_20_0;CRNAT_20_11Z;CRNAT_20_11Z14Z;CRNAT_20_11Z14Z17Z;CRNAT_20_13Z;CRNAT_20_5Z8Z11Z;CRNAT_20_5Z8Z11Z14Z;CRNAT_20_5Z8Z11Z14Z17Z;CRNAT_20_8Z11Z;CRNAT_20_8Z11Z14Z;CRNAT_20_8Z11Z14Z17Z;CRNAT_20_9Z;CRNAT_21_0;CRNAT_22_0;CRNAT_22_10Z13Z16Z;CRNAT_22_10Z13Z16Z19Z;CRNAT_22_11Z;CRNAT_22_13Z;CRNAT_22_13Z16Z;CRNAT_22_13Z16Z19Z;CRNAT_22_4Z7Z10Z13Z16Z;CRNAT_22_4Z7Z10Z13Z16Z19Z;CRNAT_22_7Z10Z13Z16Z;CRNAT_22_7Z10Z13Z16Z19Z;CRNAT_6_0;CRNAT_6_2E;CRNAT_6_3OH_S;CRNAT_6_DC;CRNAT_7_0;CRNAT_7_3OH_S;CRNAT_7_DC;CRNAT_8_0;CRNAT_8_2E;CRNAT_8_3OH_S;CRNAT_8_DC;CRNAT_9_0;CRNAT_9_3OH_S;PROTKSUCT	CPT1A	3
cplx_HOMOHEXAMER_CPT1A	protein_CPT1A	c	CRNAT_10_0;CRNAT_10_2E;CRNAT_10_2E6Z;CRNAT_10_3OH_S;CRNAT_10_DC;CRNAT_11_0;CRNAT_12_0;CRNAT_12_2E;CRNAT_12_3OH_S;CRNAT_12_DC;CRNAT_13_0;CRNAT_14_0;CRNAT_14_2E;CRNAT_14_3OH_S;CRNAT_14_5E8Z;CRNAT_14_5E8Z3OH_S;CRNAT_14_5Z;CRNAT_14_7Z;CRNAT_14_7Z3OH_S;CRNAT_14_9Z;CRNAT_15_0;CRNAT_16_0;CRNAT_16_2E;CRNAT_16_3OH_S;CRNAT_16_7E10Z3OH_S;CRNAT_16_7Z;CRNAT_16_9Z;CRNAT_16_9Z3OH_S;CRNAT_16_DC;CRNAT_17_0;CRNAT_17_10Z;CRNAT_17_9Z;CRNAT_18_0;CRNAT_18_11Z;CRNAT_18_13Z;CRNAT_18_2E;CRNAT_18_3OH_S;CRNAT_18_6Z9Z;CRNAT_18_6Z9Z12Z;CRNAT_18_6Z9Z12Z15Z;CRNAT_18_7Z;CRNAT_18_9E;CRNAT_18_9Z;CRNAT_18_9Z12Z;CRNAT_18_9Z12Z15Z;CRNAT_18_9Z12Z3OH_S;CRNAT_18_9Z3OH_S;CRNAT_19_0;CRNAT_20_0;CRNAT_20_11Z;CRNAT_20_11Z14Z;CRNAT_20_11Z14Z17Z;CRNAT_20_13Z;CRNAT_20_5Z8Z11Z;CRNAT_20_5Z8Z11Z14Z;CRNAT_20_5Z8Z11Z14Z17Z;CRNAT_20_8Z11Z;CRNAT_20_8Z11Z14Z;CRNAT_20_8Z11Z14Z17Z;CRNAT_20_9Z;CRNAT_21_0;CRNAT_22_0;CRNAT_22_10Z13Z16Z;CRNAT_22_10Z13Z16Z19Z;CRNAT_22_11Z;CRNAT_22_13Z;CRNAT_22_13Z16Z;CRNAT_22_13Z16Z19Z;CRNAT_22_4Z7Z10Z13Z16Z;CRNAT_22_4Z7Z10Z13Z16Z19Z;CRNAT_22_7Z10Z13Z16Z;CRNAT_22_7Z10Z13Z16Z19Z;CRNAT_6_0;CRNAT_6_2E;CRNAT_6_3OH_S;CRNAT_6_DC;CRNAT_7_0;CRNAT_7_3OH_S;CRNAT_7_DC;CRNAT_8_0;CRNAT_8_2E;CRNAT_8_3OH_S;CRNAT_8_DC;CRNAT_9_0;CRNAT_9_3OH_S;PROTKSUCT	CPT1A	6
cplx_HOMODIMER_CRPPA	protein_CRPPA	c	R5PCT;RBTCT;RU5PCT	CRPPA	2
cplx_HOMODIMER_CRYL1	protein_CRYL1	c	GULN3D	CRYL1	2
cplx_MONOMER_CSNK1A1	protein_CSNK1A1	c	PROTSK;PROTTK	CSNK1A1	1		ASSUMED MONOMER
cplx_MONOMER_CSNK1G1	protein_CSNK1G1	c	PROTSK;PROTTK	CSNK1G1	1
cplx_MONOMER_CSNK1G2	protein_CSNK1G2	c	PROTSK;PROTTK	CSNK1G2	1
cplx_MONOMER_CSNK1G3	protein_CSNK1G3	c	PROTSK;PROTTK	CSNK1G3	1
cplx_HETEROTETRAMER_CSNK2A1_CSNK2A2_CSNK2B	protein_CSNK2A1;protein_CSNK2A2;protein_CSNK2B	c	PROTSK;PROTTK	CSNK2A1;CSNK2A2;CSNK2B	1;1;2
cplx_HETEROTETRAMER_CSNK2A1_CSNK2B	protein_CSNK2A1;protein_CSNK2B	c	PROTSK;PROTTK	CSNK2A1;CSNK2B	2;2
cplx_HETEROTETRAMER_CSNK2A2_CSNK2B	protein_CSNK2A2;protein_CSNK2B	c	PROTSK;PROTTK	CSNK2A2;CSNK2B	2;2
cplx_HOMOTETRAMER_CTH	protein_CTH	c	CYSLNET;CYSTL1;SELCYSTL1;SELMETHL1;CYSIL2;CYSL2;CYSTL2	CTH	4
cplx_HOMOTETRAMER_CTPS1	protein_CTPS1	c	GLUN;CTPS1;CTPS2	CTPS1	4
cplx_HOMOTETRAMER_CTPS2	protein_CTPS2	c	GLUN;CTPS1;CTPS2	CTPS2	4
cplx_HETEROTETRAMER_RBX1_CUL1_SKP1_FBXL20	protein_CUL1;protein_FBXL20;protein_RBX1;protein_SKP1	c	UBIQE2CONJT	CUL1;FBXL20;RBX1;SKP1	1;1;1;1
cplx_HETEROTETRAMER_RBX1_CUL1_SKP1_FBXO4	protein_CUL1;protein_FBXO4;protein_RBX1;protein_SKP1	c	UBIQE2CONJT	CUL1;FBXO4;RBX1;SKP1	1;1;1;1
cplx_HETEROTETRAMER_RBX1_CUL1_SKP1_FBXO7	protein_CUL1;protein_FBXO7;protein_RBX1;protein_SKP1	c	UBIQE2CONJT	CUL1;FBXO7;RBX1;SKP1	1;1;1;1
cplx_HETEROTETRAMER_RBX1_CUL2_ELOB_ELOC	protein_CUL2;protein_ELOB;protein_ELOC;protein_RBX1	c	UBIQE2CONJT	CUL2;ELOB;ELOC;RBX1	1;1;1;1
cplx_HETEROHEXAMER_RBX1_CUL3_KLHL18	protein_CUL3;protein_KLHL18;protein_RBX1	c	UBIQE2CONJT	CUL3;KLHL18;RBX1	2;2;2
cplx_HETEROTETRAMER_RBX1_CUL4A_DDB1_DCAF11	protein_CUL4A;protein_DCAF11;protein_DDB1;protein_RBX1	c	UBIQE2CONJT	CUL4A;DCAF11;DDB1;RBX1	1;1;1;1
cplx_HETEROTETRAMER_RBX1_CUL4A_DDB1_DCAF6	protein_CUL4A;protein_DCAF6;protein_DDB1;protein_RBX1	c	UBIQE2CONJT	CUL4A;DCAF6;DDB1;RBX1	1;1;1;1
cplx_HETEROTETRAMER_RBX1_CUL4A_DDB1_DCAF7	protein_CUL4A;protein_DCAF7;protein_DDB1;protein_RBX1	c	UBIQE2CONJT	CUL4A;DCAF7;DDB1;RBX1	1;1;1;1
cplx_HETEROTETRAMER_RBX1_CUL4B_DDB1_DCAF11	protein_CUL4B;protein_DCAF11;protein_DDB1;protein_RBX1	c	UBIQE2CONJT	CUL4B;DCAF11;DDB1;RBX1	1;1;1;1
cplx_HETEROTETRAMER_RBX1_CUL4B_DDB1_DCAF6	protein_CUL4B;protein_DCAF6;protein_DDB1;protein_RBX1	c	UBIQE2CONJT	CUL4B;DCAF6;DDB1;RBX1	1;1;1;1
cplx_HETEROTETRAMER_RBX1_CUL4B_DDB1_DCAF7	protein_CUL4B;protein_DCAF7;protein_DDB1;protein_RBX1	c	UBIQE2CONJT	CUL4B;DCAF7;DDB1;RBX1	1;1;1;1
cplx_HETEROTETRAMER_RBX1_CUL5_ELOB_ELOC	protein_CUL5;protein_ELOB;protein_ELOC;protein_RBX1	c	UBIQE2CONJT	CUL5;ELOB;ELOC;RBX1	1;1;1;1
cplx_MONOMER_CYB561D2	protein_CYB561D2	pm	TMASCBOXt;TMASCBOXt2;TMASCBOXt3	CYB561D2	1		ASSUMED MONOMER
cplx_COMPLEX_CYB5R3_B5A	protein_CYB5A;protein_CYB5R3	c	CYTB5ASCBR;ESTRADIOL23Q1ERx;ESTRADIOL34Q1ERx;ESTRONE23Q1ERx;ESTRONE34Q1ERx;FCYTOB5OXR;ADRNCHR1ERx;ADRNLQ1ERx_L;DOPAQ1ERx_L;DPAMCHR1ERx;DPAMQ1ERx_L;DPCHR1ERx_L;IND56Q1ERx;NRPPHRCHR1ERx;NRPPHRQ1ERx_L;AVITE1RCYTB5R	CYB5A;CYB5R3	2;1
cplx_COMPLEX_FADS1_CYB5A	protein_CYB5A;protein_FADS1	c	CYTBFADSD5_20_8Z11Z14Z;CYTBFADSD5_20_8Z11Z14Z17Z	CYB5A;FADS1	2;1
cplx_COMPLEX_FADS2_CYB5A	protein_CYB5A;protein_FADS2	c	CYTBFADSD6_18_9Z;CYTBFADSD6_18_9Z12Z;CYTBFADSD6_18_9Z12Z15Z;CYTBFADSD6_20_11Z14Z;CYTBFADSD6_20_11Z14Z17Z	CYB5A;FADS2	2;1
cplx_COMPLEX_HBA_CYB5A	protein_CYB5A;protein_HBA	c	METHBCYTBR	CYB5A;HBA	2;1
cplx_COMPLEX_HBB_CYB5A	protein_CYB5A;protein_HBB	c	METHBCYTBR	CYB5A;HBB	2;1
cplx_COMPLEX_HBD_CYB5A	protein_CYB5A;protein_HBD	c	METHBCYTBR	CYB5A;HBD	2;1
cplx_COMPLEX_HBE1_CYB5A	protein_CYB5A;protein_HBE1	c	METHBCYTBR	CYB5A;HBE1	2;1
cplx_COMPLEX_HBG1_CYB5A	protein_CYB5A;protein_HBG1	c	METHBCYTBR	CYB5A;HBG1	2;1
cplx_COMPLEX_HBG2_CYB5A	protein_CYB5A;protein_HBG2	c	METHBCYTBR	CYB5A;HBG2	2;1
cplx_COMPLEX_HBM_CYB5A	protein_CYB5A;protein_HBM	c	METHBCYTBR	CYB5A;HBM	2;1
cplx_COMPLEX_HBQ1_CYB5A	protein_CYB5A;protein_HBQ1	c	METHBCYTBR	CYB5A;HBQ1	2;1
cplx_COMPLEX_HBZ_CYB5A	protein_CYB5A;protein_HBZ	c	METHBCYTBR	CYB5A;HBZ	2;1
cplx_COMPLEX_SCD_CYB5A	protein_CYB5A;protein_SCD	c	CYTBFADSD9_16_0;CYTBFADSD9_18_0	CYB5A;SCD	2;1
cplx_COMPLEX_CYB5R3_B5B	protein_CYB5B;protein_CYB5R3	c	CYTB5ASCBR;ESTRADIOL23Q1ERx;ESTRADIOL34Q1ERx;ESTRONE23Q1ERx;ESTRONE34Q1ERx;FCYTOB5OXR;ADRNCHR1ERx;ADRNLQ1ERx_L;DOPAQ1ERx_L;DPAMCHR1ERx;DPAMQ1ERx_L;DPCHR1ERx_L;IND56Q1ERx;NRPPHRCHR1ERx;NRPPHRQ1ERx_L;AVITE1RCYTB5R	CYB5B;CYB5R3	2;1
cplx_COMPLEX_FADS1_CYB5B	protein_CYB5B;protein_FADS1	c	CYTBFADSD5_20_8Z11Z14Z;CYTBFADSD5_20_8Z11Z14Z17Z	CYB5B;FADS1	2;1
cplx_COMPLEX_FADS2_CYB5B	protein_CYB5B;protein_FADS2	c	CYTBFADSD6_18_9Z;CYTBFADSD6_18_9Z12Z;CYTBFADSD6_18_9Z12Z15Z;CYTBFADSD6_20_11Z14Z;CYTBFADSD6_20_11Z14Z17Z	CYB5B;FADS2	2;1
cplx_COMPLEX_HBA_CYB5B	protein_CYB5B;protein_HBA	c	METHBCYTBR	CYB5B;HBA	2;1
cplx_COMPLEX_HBB_CYB5B	protein_CYB5B;protein_HBB	c	METHBCYTBR	CYB5B;HBB	2;1
cplx_COMPLEX_HBD_CYB5B	protein_CYB5B;protein_HBD	c	METHBCYTBR	CYB5B;HBD	2;1
cplx_COMPLEX_HBE1_CYB5B	protein_CYB5B;protein_HBE1	c	METHBCYTBR	CYB5B;HBE1	2;1
cplx_COMPLEX_HBG1_CYB5B	protein_CYB5B;protein_HBG1	c	METHBCYTBR	CYB5B;HBG1	2;1
cplx_COMPLEX_HBG2_CYB5B	protein_CYB5B;protein_HBG2	c	METHBCYTBR	CYB5B;HBG2	2;1
cplx_COMPLEX_HBM_CYB5B	protein_CYB5B;protein_HBM	c	METHBCYTBR	CYB5B;HBM	2;1
cplx_COMPLEX_HBQ1_CYB5B	protein_CYB5B;protein_HBQ1	c	METHBCYTBR	CYB5B;HBQ1	2;1
cplx_COMPLEX_HBZ_CYB5B	protein_CYB5B;protein_HBZ	c	METHBCYTBR	CYB5B;HBZ	2;1
cplx_COMPLEX_SCD_CYB5B	protein_CYB5B;protein_SCD	c	CYTBFADSD9_16_0;CYTBFADSD9_18_0	CYB5B;SCD	2;1
cplx_MONOMER_CYB5R3	protein_CYB5R3	c	ESTRADIOL23Q1ERx;ESTRADIOL34Q1ERx;ESTRONE23Q1ERx;ESTRONE34Q1ERx;ADRNCHR1ERx;ADRNLQ1ERx_L;DOPAQ1ERx_L;DPAMCHR1ERx;DPAMQ1ERx_L;DPCHR1ERx_L;IND56Q1ERx;NRPPHRCHR1ERx;NRPPHRQ1ERx_L	CYB5R3	1
cplx_HOMODIMER_CYBRD1	protein_CYBRD1	pm	TMASCBOXt;TMASCBOXt2;TMASCBOXt3	CYBRD1	2
cplx_MONOMER_DAGLA	protein_DAGLA	c	DAGL1;DAGL2;TAGL	DAGLA	1		ASSUMED MONOMER
cplx_MONOMER_DAGLB	protein_DAGLB	c	DAGL1;DAGL2;TAGL	DAGLB	1		ASSUMED MONOMER
cplx_HOMODIMER_DARS1	protein_DARS1	c	ASPTRS	DARS1	2
cplx_HOMOTETRAMER_DCTPP1	protein_DCTPP1	c	NDPC;NTPPDC	DCTPP1	4
