enzymes	enzyme	complexes	reactions	direction	compartment	complexes_keff	complex_keff	enzyme_keff
enzyme_TPI_pc	enzyme_TPI	cplx_HOMODIMER_TPI1_pc	TPI	forward	pc	cplx_HOMODIMER_TPI1_pc(125493.49517893798)	125493.49517893798	234000.0
enzyme_TPI_rev_pc	enzyme_TPI_rev	cplx_HOMODIMER_TPI1_pc	TPI	reverse	pc	cplx_HOMODIMER_TPI1_pc(125493.49517893798)	125493.49517893798	234000.0
enzyme_FBA_pc	enzyme_FBA	cplx_HOMOTETRAMER_ALDOA_pc;cplx_HOMOTETRAMER_ALDOB_pc;cplx_HOMOTETRAMER_ALDOC_pc	FBA	forward	pc	cplx_HOMOTETRAMER_ALDOA_pc(282948.6778870036);cplx_HOMOTETRAMER_ALDOB_pc(283228.6274164023);cplx_HOMOTETRAMER_ALDOC_pc(283114.4628537875)	282948.6778870036;283228.6274164023;283114.4628537875	234000.0
enzyme_FBA_rev_pc	enzyme_FBA_rev	cplx_HOMOTETRAMER_ALDOA_pc;cplx_HOMOTETRAMER_ALDOB_pc;cplx_HOMOTETRAMER_ALDOC_pc	FBA	reverse	pc	cplx_HOMOTETRAMER_ALDOA_pc(282948.6778870036);cplx_HOMOTETRAMER_ALDOB_pc(283228.6274164023);cplx_HOMOTETRAMER_ALDOC_pc(283114.4628537875)	282948.6778870036;283228.6274164023;283114.4628537875	234000.0
enzyme_AMPDA_pc	enzyme_AMPDA	cplx_HOMOTETRAMER_AMPD3_pc	AMPDA	forward	pc	cplx_HOMOTETRAMER_AMPD3_pc(520264.2068854134)	520264.2068854134	234000.0
enzyme_AMPDA_rev_pc	enzyme_AMPDA_rev	cplx_HOMOTETRAMER_AMPD3_pc	AMPDA	reverse	pc	cplx_HOMOTETRAMER_AMPD3_pc(0)	0	234000.0
enzyme_O2t_pc	enzyme_O2t	cplx_HOMOTETRAMER_AQP1_pc	O2t	forward	pc	cplx_HOMOTETRAMER_AQP1_pc(221986.1037441626)	221986.1037441626	234000.0
enzyme_O2t_rev_pc	enzyme_O2t_rev	cplx_HOMOTETRAMER_AQP1_pc	O2t	reverse	pc	cplx_HOMOTETRAMER_AQP1_pc(221986.1037441626)	221986.1037441626	234000.0
enzyme_CO2t_pc	enzyme_CO2t	cplx_HOMOTETRAMER_AQP1_pc;cplx_HOMODIMER_RHAG_pc;cplx_HETEROTRIMER_RH_pc;cplx_HETEROTETRAMER_RH_pc	CO2t	forward	pc	cplx_HOMOTETRAMER_AQP1_pc(221986.1037441626);cplx_HOMODIMER_RHAG_pc(183295.45584124594);cplx_HETEROTRIMER_RH_pc(250218.07917275972);cplx_HETEROTETRAMER_RH_pc(311251.1488353594)	221986.1037441626;183295.45584124594;250218.07917275972;311251.1488353594	234000.0
enzyme_CO2t_rev_pc	enzyme_CO2t_rev	cplx_HOMOTETRAMER_AQP1_pc;cplx_HOMODIMER_RHAG_pc;cplx_HETEROTRIMER_RH_pc;cplx_HETEROTETRAMER_RH_pc	CO2t	reverse	pc	cplx_HOMOTETRAMER_AQP1_pc(221986.1037441626);cplx_HOMODIMER_RHAG_pc(183295.45584124594);cplx_HETEROTRIMER_RH_pc(250218.07917275972);cplx_HETEROTETRAMER_RH_pc(311251.1488353594)	221986.1037441626;183295.45584124594;250218.07917275972;311251.1488353594	234000.0
enzyme_H2Ot_pc	enzyme_H2Ot	cplx_HOMOTETRAMER_AQP1_pc;cplx_HOMOTETRAMER_AQP3_pc	H2Ot	forward	pc	cplx_HOMOTETRAMER_AQP1_pc(221986.1037441626);cplx_HOMOTETRAMER_AQP3_pc(239370.36481530007)	221986.1037441626;239370.36481530007	234000.0
enzyme_H2Ot_rev_pc	enzyme_H2Ot_rev	cplx_HOMOTETRAMER_AQP1_pc;cplx_HOMOTETRAMER_AQP3_pc	H2Ot	reverse	pc	cplx_HOMOTETRAMER_AQP1_pc(221986.1037441626);cplx_HOMOTETRAMER_AQP3_pc(239370.36481530007)	221986.1037441626;239370.36481530007	234000.0
enzyme_NH4t_pc	enzyme_NH4t	cplx_HOMOTETRAMER_AQP1_pc;cplx_HOMOTETRAMER_AQP3_pc;cplx_HOMODIMER_RHAG_pc;cplx_HETEROTRIMER_RH_pc;cplx_HETEROTETRAMER_RH_pc	NH4t	forward	pc	cplx_HOMOTETRAMER_AQP1_pc(221986.1037441626);cplx_HOMOTETRAMER_AQP3_pc(239370.36481530007);cplx_HOMODIMER_RHAG_pc(183295.45584124594);cplx_HETEROTRIMER_RH_pc(250218.07917275972);cplx_HETEROTETRAMER_RH_pc(311251.1488353594)	221986.1037441626;239370.36481530007;183295.45584124594;250218.07917275972;311251.1488353594	234000.0
enzyme_NH4t_rev_pc	enzyme_NH4t_rev	cplx_HOMOTETRAMER_AQP1_pc;cplx_HOMOTETRAMER_AQP3_pc;cplx_HOMODIMER_RHAG_pc;cplx_HETEROTRIMER_RH_pc;cplx_HETEROTETRAMER_RH_pc	NH4t	reverse	pc	cplx_HOMOTETRAMER_AQP1_pc(221986.1037441626);cplx_HOMOTETRAMER_AQP3_pc(239370.36481530007);cplx_HOMODIMER_RHAG_pc(183295.45584124594);cplx_HETEROTRIMER_RH_pc(250218.07917275972);cplx_HETEROTETRAMER_RH_pc(311251.1488353594)	221986.1037441626;239370.36481530007;183295.45584124594;250218.07917275972;311251.1488353594	234000.0
enzyme_G6PDH2_pc	enzyme_G6PDH2	cplx_HOMOTETRAMER_G6PD_pc	G6PDH2	forward	pc	cplx_HOMOTETRAMER_G6PD_pc(384084.0422735746)	384084.0422735746	234000.0
enzyme_G6PDH2_rev_pc	enzyme_G6PDH2_rev	cplx_HOMOTETRAMER_G6PD_pc	G6PDH2	reverse	pc	cplx_HOMOTETRAMER_G6PD_pc(0)	0	234000.0
enzyme_GAPD_pc	enzyme_GAPD	cplx_HOMOTETRAMER_GAPDH_pc;cplx_HOMOTETRAMER_GAPDHS_pc	GAPD	forward	pc	cplx_HOMOTETRAMER_GAPDH_pc(264624.77963586093);cplx_HOMOTETRAMER_GAPDHS_pc(309881.52658683725)	264624.77963586093;309881.52658683725	234000.0
enzyme_GAPD_rev_pc	enzyme_GAPD_rev	cplx_HOMOTETRAMER_GAPDH_pc;cplx_HOMOTETRAMER_GAPDHS_pc	GAPD	reverse	pc	cplx_HOMOTETRAMER_GAPDH_pc(264624.77963586093);cplx_HOMOTETRAMER_GAPDHS_pc(309881.52658683725)	264624.77963586093;309881.52658683725	234000.0
enzyme_GTHP_pc	enzyme_GTHP	cplx_HOMOTETRAMER_GPX1_pc;cplx_MONOMER_GPX4_pc	GTHP	forward	pc	cplx_HOMOTETRAMER_GPX1_pc(182939.63376838225);cplx_MONOMER_GPX4_pc(58959.07469641746)	182939.63376838225;58959.07469641746	234000.0
enzyme_GTHP_rev_pc	enzyme_GTHP_rev	cplx_HOMOTETRAMER_GPX1_pc;cplx_MONOMER_GPX4_pc	GTHP	reverse	pc	cplx_HOMOTETRAMER_GPX1_pc(0);cplx_MONOMER_GPX4_pc(0)	0;0	234000.0
