enzymes	enzyme	complexes	reactions	direction	compartment	complexes_keff	complex_keff	enzyme_keff
enzyme_Kt1_pc	enzyme_Kt1	cplx_HOMOTETRAMER_GRIA1_pc;cplx_HOMOTETRAMER_KCNAB2_pc;cplx_HOMODIMER_KCNK5_pc;cplx_HOMOTETRAMER_KCNN4_pc;cplx_HOMOTRIMER_P2RX1_pc;cplx_HOMOTRIMER_P2RX2_pc;cplx_HOMOTRIMER_P2RX7_pc;cplx_HOMOHEPTAMER_PANX1_pc;cplx_HOMOTRIMER_PIEZO1_pc;cplx_MONOMER_SLC22A4_pc;cplx_MONOMER_TMEM109_pc;cplx_HOMODIMER_VDAC1_pc	Kt1	forward	pc	cplx_HOMOTETRAMER_GRIA1_pc(575135.910694861);cplx_HOMOTETRAMER_KCNAB2_pc(291439.7712320192);cplx_HOMODIMER_KCNK5_pc(216344.16544513934);cplx_HOMOTETRAMER_KCNN4_pc(326511.1431663428);cplx_HOMOTRIMER_P2RX1_pc(251771.87903497653);cplx_HOMOTRIMER_P2RX2_pc(279693.18400577107);cplx_HOMOTRIMER_P2RX7_pc(345477.9280787266);cplx_HOMOHEPTAMER_PANX1_pc(499363.9482316866);cplx_HOMOTRIMER_PIEZO1_pc(1010097.8917458627);cplx_MONOMER_SLC22A4_pc(140753.02464106743);cplx_MONOMER_TMEM109_pc(73673.70476446862);cplx_HOMODIMER_VDAC1_pc(139726.1110965481)	575135.910694861;291439.7712320192;216344.16544513934;326511.1431663428;251771.87903497653;279693.18400577107;345477.9280787266;499363.9482316866;1010097.8917458627;140753.02464106743;73673.70476446862;139726.1110965481	234000.0
enzyme_Kt1_rev_pc	enzyme_Kt1_rev	cplx_HOMOTETRAMER_GRIA1_pc;cplx_HOMOTETRAMER_KCNAB2_pc;cplx_HOMODIMER_KCNK5_pc;cplx_HOMOTETRAMER_KCNN4_pc;cplx_HOMOTRIMER_P2RX1_pc;cplx_HOMOTRIMER_P2RX2_pc;cplx_HOMOTRIMER_P2RX7_pc;cplx_HOMOHEPTAMER_PANX1_pc;cplx_HOMOTRIMER_PIEZO1_pc;cplx_MONOMER_SLC22A4_pc;cplx_MONOMER_TMEM109_pc;cplx_HOMODIMER_VDAC1_pc	Kt1	reverse	pc	cplx_HOMOTETRAMER_GRIA1_pc(0);cplx_HOMOTETRAMER_KCNAB2_pc(0);cplx_HOMODIMER_KCNK5_pc(0);cplx_HOMOTETRAMER_KCNN4_pc(0);cplx_HOMOTRIMER_P2RX1_pc(0);cplx_HOMOTRIMER_P2RX2_pc(0);cplx_HOMOTRIMER_P2RX7_pc(0);cplx_HOMOHEPTAMER_PANX1_pc(0);cplx_HOMOTRIMER_PIEZO1_pc(0);cplx_MONOMER_SLC22A4_pc(0);cplx_MONOMER_TMEM109_pc(0);cplx_HOMODIMER_VDAC1_pc(0)	0;0;0;0;0;0;0;0;0;0;0;0	234000.0
enzyme_NAt_pc	enzyme_NAt	cplx_HOMOTETRAMER_GRIA1_pc;cplx_HOMOTRIMER_P2RX1_pc;cplx_HOMOTRIMER_P2RX2_pc;cplx_HOMOTRIMER_P2RX7_pc;cplx_HOMOHEPTAMER_PANX1_pc;cplx_HOMOTRIMER_PIEZO1_pc;cplx_MONOMER_SCN4A_pc;cplx_MONOMER_SCN9A_pc;cplx_HOMODIMER_VDAC1_pc	NAt	forward	pc	cplx_HOMOTETRAMER_GRIA1_pc(575135.910694861);cplx_HOMOTRIMER_P2RX1_pc(251771.87903497653);cplx_HOMOTRIMER_P2RX2_pc(279693.18400577107);cplx_HOMOTRIMER_P2RX7_pc(345477.9280787266);cplx_HOMOHEPTAMER_PANX1_pc(499363.9482316866);cplx_HOMOTRIMER_PIEZO1_pc(1010097.8917458627);cplx_MONOMER_SCN4A_pc(348254.9535107034);cplx_MONOMER_SCN9A_pc(371072.9016531814);cplx_HOMODIMER_VDAC1_pc(139726.1110965481)	575135.910694861;251771.87903497653;279693.18400577107;345477.9280787266;499363.9482316866;1010097.8917458627;348254.9535107034;371072.9016531814;139726.1110965481	234000.0
enzyme_NAt_rev_pc	enzyme_NAt_rev	cplx_HOMOTETRAMER_GRIA1_pc;cplx_HOMOTRIMER_P2RX1_pc;cplx_HOMOTRIMER_P2RX2_pc;cplx_HOMOTRIMER_P2RX7_pc;cplx_HOMOHEPTAMER_PANX1_pc;cplx_HOMOTRIMER_PIEZO1_pc;cplx_MONOMER_SCN4A_pc;cplx_MONOMER_SCN9A_pc;cplx_HOMODIMER_VDAC1_pc	NAt	reverse	pc	cplx_HOMOTETRAMER_GRIA1_pc(0);cplx_HOMOTRIMER_P2RX1_pc(0);cplx_HOMOTRIMER_P2RX2_pc(0);cplx_HOMOTRIMER_P2RX7_pc(0);cplx_HOMOHEPTAMER_PANX1_pc(0);cplx_HOMOTRIMER_PIEZO1_pc(0);cplx_MONOMER_SCN4A_pc(0);cplx_MONOMER_SCN9A_pc(0);cplx_HOMODIMER_VDAC1_pc(0)	0;0;0;0;0;0;0;0;0	234000.0
enzyme_HXPRT_pc	enzyme_HXPRT	cplx_HOMOTETRAMER_HPRT1_pc	HXPRT	forward	pc	cplx_HOMOTETRAMER_HPRT1_pc(198516.61349340095)	198516.61349340095	234000.0
enzyme_HXPRT_rev_pc	enzyme_HXPRT_rev	cplx_HOMOTETRAMER_HPRT1_pc	HXPRT	reverse	pc	cplx_HOMOTETRAMER_HPRT1_pc(0)	0	234000.0
enzyme_LDH_L_pc	enzyme_LDH_L	cplx_HOMOTETRAMER_LDHA_pc;cplx_HETEROTETRAMER_LDHA_LDHB_A1B3_pc;cplx_HETEROTETRAMER_LDHA_LDHB_A2B2_pc;cplx_HETEROTETRAMER_LDHA_LDHB_A3B1_pc;cplx_HOMOTETRAMER_LDHB_pc	LDH_L	forward	pc	cplx_HOMOTETRAMER_LDHA_pc(268115.2272862907);cplx_HETEROTETRAMER_LDHA_LDHB_A1B3_pc(267871.45036272035);cplx_HETEROTETRAMER_LDHA_LDHB_A2B2_pc(267952.71755085245);cplx_HETEROTETRAMER_LDHA_LDHB_A3B1_pc(268033.9765239925);cplx_HOMOTETRAMER_LDHB_pc(267790.17495544185)	268115.2272862907;267871.45036272035;267952.71755085245;268033.9765239925;267790.17495544185	234000.0
enzyme_LDH_L_rev_pc	enzyme_LDH_L_rev	cplx_HOMOTETRAMER_LDHA_pc;cplx_HETEROTETRAMER_LDHA_LDHB_A1B3_pc;cplx_HETEROTETRAMER_LDHA_LDHB_A2B2_pc;cplx_HETEROTETRAMER_LDHA_LDHB_A3B1_pc;cplx_HOMOTETRAMER_LDHB_pc	LDH_L	reverse	pc	cplx_HOMOTETRAMER_LDHA_pc(268115.2272862907);cplx_HETEROTETRAMER_LDHA_LDHB_A1B3_pc(267871.45036272035);cplx_HETEROTETRAMER_LDHA_LDHB_A2B2_pc(267952.71755085245);cplx_HETEROTETRAMER_LDHA_LDHB_A3B1_pc(268033.9765239925);cplx_HOMOTETRAMER_LDHB_pc(267790.17495544185)	268115.2272862907;267871.45036272035;267952.71755085245;268033.9765239925;267790.17495544185	234000.0
enzyme_NTDAMP_pc	enzyme_NTDAMP	cplx_HOMOTETRAMER_NT5C2_pc	NTDAMP	forward	pc	cplx_HOMOTETRAMER_NT5C2_pc(411488.8162016478)	411488.8162016478	234000.0
enzyme_NTDAMP_rev_pc	enzyme_NTDAMP_rev	cplx_HOMOTETRAMER_NT5C2_pc	NTDAMP	reverse	pc	cplx_HOMOTETRAMER_NT5C2_pc(0)	0	234000.0
enzyme_NTDIMP_pc	enzyme_NTDIMP	cplx_HOMOTETRAMER_NT5C2_pc	NTDIMP	forward	pc	cplx_HOMOTETRAMER_NT5C2_pc(411488.8162016478)	411488.8162016478	234000.0
enzyme_NTDIMP_rev_pc	enzyme_NTDIMP_rev	cplx_HOMOTETRAMER_NT5C2_pc	NTDIMP	reverse	pc	cplx_HOMOTETRAMER_NT5C2_pc(0)	0	234000.0
enzyme_PFK_pc	enzyme_PFK	cplx_HOMOTETRAMER_PFKL_pc;cplx_HETEROTETRAMER_PFKL_PFKM_M1L3_pc;cplx_HETEROTETRAMER_PFKL_PFKM_M2L2_pc;cplx_HETEROTETRAMER_PFKL_PFKM_M3L1_pc;cplx_HETEROTETRAMER_PFKL_PFKP_P1L3_pc;cplx_HETEROTETRAMER_PFKL_PFKP_P2L2_pc;cplx_HETEROTETRAMER_PFKL_PFKP_P3L1_pc;cplx_HOMOTETRAMER_PFKM_pc;cplx_HOMOTETRAMER_PFKP_pc	PFK	forward	pc	cplx_HOMOTETRAMER_PFKL_pc(503535.6019376808);cplx_HETEROTETRAMER_PFKL_PFKM_M1L3_pc(503722.28798851237);cplx_HETEROTETRAMER_PFKL_PFKM_M2L2_pc(503908.95097942994);cplx_HETEROTETRAMER_PFKL_PFKM_M3L1_pc(504095.5909246686);cplx_HETEROTETRAMER_PFKL_PFKP_P1L3_pc(504178.0466950821);cplx_HETEROTETRAMER_PFKL_PFKP_P2L2_pc(504820.21869156207);cplx_HETEROTETRAMER_PFKL_PFKP_P3L1_pc(505462.1185051654);cplx_HOMOTETRAMER_PFKM_pc(504282.2078384477);cplx_HOMOTETRAMER_PFKP_pc(506103.7467117362)	503535.6019376808;503722.28798851237;503908.95097942994;504095.5909246686;504178.0466950821;504820.21869156207;505462.1185051654;504282.2078384477;506103.7467117362	234000.0
enzyme_PFK_rev_pc	enzyme_PFK_rev	cplx_HOMOTETRAMER_PFKL_pc;cplx_HETEROTETRAMER_PFKL_PFKM_M1L3_pc;cplx_HETEROTETRAMER_PFKL_PFKM_M2L2_pc;cplx_HETEROTETRAMER_PFKL_PFKM_M3L1_pc;cplx_HETEROTETRAMER_PFKL_PFKP_P1L3_pc;cplx_HETEROTETRAMER_PFKL_PFKP_P2L2_pc;cplx_HETEROTETRAMER_PFKL_PFKP_P3L1_pc;cplx_HOMOTETRAMER_PFKM_pc;cplx_HOMOTETRAMER_PFKP_pc	PFK	reverse	pc	cplx_HOMOTETRAMER_PFKL_pc(0);cplx_HETEROTETRAMER_PFKL_PFKM_M1L3_pc(0);cplx_HETEROTETRAMER_PFKL_PFKM_M2L2_pc(0);cplx_HETEROTETRAMER_PFKL_PFKM_M3L1_pc(0);cplx_HETEROTETRAMER_PFKL_PFKP_P1L3_pc(0);cplx_HETEROTETRAMER_PFKL_PFKP_P2L2_pc(0);cplx_HETEROTETRAMER_PFKL_PFKP_P3L1_pc(0);cplx_HOMOTETRAMER_PFKM_pc(0);cplx_HOMOTETRAMER_PFKP_pc(0)	0;0;0;0;0;0;0;0;0	234000.0
enzyme_PYK_pc	enzyme_PYK	cplx_HOMOTETRAMER_PKLR_pc;cplx_HOMOTETRAMER_PKM_pc	PYK	forward	pc	cplx_HOMOTETRAMER_PKLR_pc(396552.4485449159);cplx_HOMOTETRAMER_PKM_pc(377679.14060840063)	396552.4485449159;377679.14060840063	234000.0
enzyme_PYK_rev_pc	enzyme_PYK_rev	cplx_HOMOTETRAMER_PKLR_pc;cplx_HOMOTETRAMER_PKM_pc	PYK	reverse	pc	cplx_HOMOTETRAMER_PKLR_pc(0);cplx_HOMOTETRAMER_PKM_pc(0)	0;0	234000.0
enzyme_GLC_Dt_pc	enzyme_GLC_Dt	cplx_HOMOTETRAMER_SLC2A1_pc;cplx_HOMOTETRAMER_SLC2A14_pc;cplx_HOMOTETRAMER_SLC2A2_pc;cplx_HOMOTETRAMER_SLC2A3_pc;cplx_HOMOTETRAMER_SLC2A4_pc	GLC_Dt	forward	pc	cplx_HOMOTETRAMER_SLC2A1_pc(358700.22926863027);cplx_HOMOTETRAMER_SLC2A14_pc(369746.8103897035);cplx_HOMOTETRAMER_SLC2A2_pc(375489.64215035737);cplx_HOMOTETRAMER_SLC2A3_pc(357876.5442298444);cplx_HOMOTETRAMER_SLC2A4_pc(362158.7208779294)	358700.22926863027;369746.8103897035;375489.64215035737;357876.5442298444;362158.7208779294	234000.0
enzyme_GLC_Dt_rev_pc	enzyme_GLC_Dt_rev	cplx_HOMOTETRAMER_SLC2A1_pc;cplx_HOMOTETRAMER_SLC2A14_pc;cplx_HOMOTETRAMER_SLC2A2_pc;cplx_HOMOTETRAMER_SLC2A3_pc;cplx_HOMOTETRAMER_SLC2A4_pc	GLC_Dt	reverse	pc	cplx_HOMOTETRAMER_SLC2A1_pc(358700.22926863027);cplx_HOMOTETRAMER_SLC2A14_pc(369746.8103897035);cplx_HOMOTETRAMER_SLC2A2_pc(375489.64215035737);cplx_HOMOTETRAMER_SLC2A3_pc(357876.5442298444);cplx_HOMOTETRAMER_SLC2A4_pc(362158.7208779294)	358700.22926863027;369746.8103897035;375489.64215035737;357876.5442298444;362158.7208779294	234000.0
enzyme_PUNP5_pc	enzyme_PUNP5	cplx_HOMOTRIMER_PNP_pc	PUNP5	forward	pc	cplx_HOMOTRIMER_PNP_pc(195537.8357489062)	195537.8357489062	234000.0
enzyme_PUNP5_rev_pc	enzyme_PUNP5_rev	cplx_HOMOTRIMER_PNP_pc	PUNP5	reverse	pc	cplx_HOMOTRIMER_PNP_pc(195537.8357489062)	195537.8357489062	234000.0
enzyme_ADA_pc	enzyme_ADA	cplx_MONOMER_ADA_pc	ADA	forward	pc	cplx_MONOMER_ADA_pc(102560.63248040657)	102560.63248040657	234000.0
enzyme_ADA_rev_pc	enzyme_ADA_rev	cplx_MONOMER_ADA_pc	ADA	reverse	pc	cplx_MONOMER_ADA_pc(0)	0	234000.0
enzyme_ADNK1_pc	enzyme_ADNK1	cplx_MONOMER_ADK_pc	ADNK1	forward	pc	cplx_MONOMER_ADK_pc(102158.42145221544)	102158.42145221544	234000.0
enzyme_ADNK1_rev_pc	enzyme_ADNK1_rev	cplx_MONOMER_ADK_pc	ADNK1	reverse	pc	cplx_MONOMER_ADK_pc(0)	0	234000.0
enzyme_ADK1_pc	enzyme_ADK1	cplx_MONOMER_AK1_pc	ADK1	forward	pc	cplx_MONOMER_AK1_pc(63791.23581868063)	63791.23581868063	234000.0
enzyme_ADK1_rev_pc	enzyme_ADK1_rev	cplx_MONOMER_AK1_pc	ADK1	reverse	pc	cplx_MONOMER_AK1_pc(63791.23581868063)	63791.23581868063	234000.0
enzyme_CAATPS1_pc	enzyme_CAATPS1	cplx_MONOMER_ATP2B1_pc;cplx_MONOMER_ATP2B4_pc	CAATPS1	forward	pc	cplx_MONOMER_ATP2B1_pc(251356.53197880497);cplx_MONOMER_ATP2B4_pc(255887.7370506761)	251356.53197880497;255887.7370506761	234000.0
enzyme_CAATPS1_rev_pc	enzyme_CAATPS1_rev	cplx_MONOMER_ATP2B1_pc;cplx_MONOMER_ATP2B4_pc	CAATPS1	reverse	pc	cplx_MONOMER_ATP2B1_pc(0);cplx_MONOMER_ATP2B4_pc(0)	0;0	234000.0
enzyme_CA2t_pc	enzyme_CA2t	cplx_MONOMER_CACNA1A_pc;cplx_HOMOTETRAMER_GRIA1_pc;cplx_HOMOTRIMER_P2RX1_pc;cplx_HOMOTRIMER_P2RX2_pc;cplx_HOMOTRIMER_P2RX7_pc;cplx_HOMOHEPTAMER_PANX1_pc;cplx_HOMOTRIMER_PIEZO1_pc;cplx_MONOMER_TMEM109_pc;cplx_HOMODIMER_TRPC6_pc;cplx_HOMOTETRAMER_TRPV2_pc;cplx_HOMODIMER_VDAC1_pc	CA2t	forward	pc	cplx_MONOMER_CACNA1A_pc(438252.8716969763);cplx_HOMOTETRAMER_GRIA1_pc(575135.910694861);cplx_HOMOTRIMER_P2RX1_pc(251771.87903497653);cplx_HOMOTRIMER_P2RX2_pc(279693.18400577107);cplx_HOMOTRIMER_P2RX7_pc(345477.9280787266);cplx_HOMOHEPTAMER_PANX1_pc(499363.9482316866);cplx_HOMOTRIMER_PIEZO1_pc(1010097.8917458627);cplx_MONOMER_TMEM109_pc(73673.70476446862);cplx_HOMODIMER_TRPC6_pc(354061.503570768);cplx_HOMOTETRAMER_TRPV2_pc(507734.11017956666);cplx_HOMODIMER_VDAC1_pc(139726.1110965481)	438252.8716969763;575135.910694861;251771.87903497653;279693.18400577107;345477.9280787266;499363.9482316866;1010097.8917458627;73673.70476446862;354061.503570768;507734.11017956666;139726.1110965481	234000.0
enzyme_CA2t_rev_pc	enzyme_CA2t_rev	cplx_MONOMER_CACNA1A_pc;cplx_HOMOTETRAMER_GRIA1_pc;cplx_HOMOTRIMER_P2RX1_pc;cplx_HOMOTRIMER_P2RX2_pc;cplx_HOMOTRIMER_P2RX7_pc;cplx_HOMOHEPTAMER_PANX1_pc;cplx_HOMOTRIMER_PIEZO1_pc;cplx_MONOMER_TMEM109_pc;cplx_HOMODIMER_TRPC6_pc;cplx_HOMOTETRAMER_TRPV2_pc;cplx_HOMODIMER_VDAC1_pc	CA2t	reverse	pc	cplx_MONOMER_CACNA1A_pc(0);cplx_HOMOTETRAMER_GRIA1_pc(0);cplx_HOMOTRIMER_P2RX1_pc(0);cplx_HOMOTRIMER_P2RX2_pc(0);cplx_HOMOTRIMER_P2RX7_pc(0);cplx_HOMOHEPTAMER_PANX1_pc(0);cplx_HOMOTRIMER_PIEZO1_pc(0);cplx_MONOMER_TMEM109_pc(0);cplx_HOMODIMER_TRPC6_pc(0);cplx_HOMOTETRAMER_TRPV2_pc(0);cplx_HOMODIMER_VDAC1_pc(0)	0;0;0;0;0;0;0;0;0;0;0	234000.0
enzyme_HB23DPGB_pc	enzyme_HB23DPGB	cplx_MONOMER_HBA_pc;cplx_MONOMER_HBB_pc;cplx_MONOMER_HBD_pc;cplx_MONOMER_HBE1_pc;cplx_MONOMER_HBG1_pc;cplx_MONOMER_HBG2_pc;cplx_MONOMER_HBM_pc;cplx_MONOMER_HBQ1_pc;cplx_MONOMER_HBZ_pc	HB23DPGB	forward	pc	cplx_MONOMER_HBA_pc(49091.5323333534);cplx_MONOMER_HBB_pc(50861.235107600136);cplx_MONOMER_HBD_pc(51002.076859460656);cplx_MONOMER_HBE1_pc(51355.077639905314);cplx_MONOMER_HBG1_pc(51170.93412625391);cplx_MONOMER_HBG2_pc(51166.241264815486);cplx_MONOMER_HBM_pc(49946.84220450603);cplx_MONOMER_HBQ1_pc(49689.229962569);cplx_MONOMER_HBZ_pc(50001.88902370881)	49091.5323333534;50861.235107600136;51002.076859460656;51355.077639905314;51170.93412625391;51166.241264815486;49946.84220450603;49689.229962569;50001.88902370881	234000.0
enzyme_HB23DPGB_rev_pc	enzyme_HB23DPGB_rev	cplx_MONOMER_HBA_pc;cplx_MONOMER_HBB_pc;cplx_MONOMER_HBD_pc;cplx_MONOMER_HBE1_pc;cplx_MONOMER_HBG1_pc;cplx_MONOMER_HBG2_pc;cplx_MONOMER_HBM_pc;cplx_MONOMER_HBQ1_pc;cplx_MONOMER_HBZ_pc	HB23DPGB	reverse	pc	cplx_MONOMER_HBA_pc(49091.5323333534);cplx_MONOMER_HBB_pc(50861.235107600136);cplx_MONOMER_HBD_pc(51002.076859460656);cplx_MONOMER_HBE1_pc(51355.077639905314);cplx_MONOMER_HBG1_pc(51170.93412625391);cplx_MONOMER_HBG2_pc(51166.241264815486);cplx_MONOMER_HBM_pc(49946.84220450603);cplx_MONOMER_HBQ1_pc(49689.229962569);cplx_MONOMER_HBZ_pc(50001.88902370881)	49091.5323333534;50861.235107600136;51002.076859460656;51355.077639905314;51170.93412625391;51166.241264815486;49946.84220450603;49689.229962569;50001.88902370881	234000.0
enzyme_HBO2B1_pc	enzyme_HBO2B1	cplx_MONOMER_HBA_pc;cplx_MONOMER_HBB_pc;cplx_MONOMER_HBD_pc;cplx_MONOMER_HBE1_pc;cplx_MONOMER_HBG1_pc;cplx_MONOMER_HBG2_pc;cplx_MONOMER_HBM_pc;cplx_MONOMER_HBQ1_pc;cplx_MONOMER_HBZ_pc	HBO2B1	forward	pc	cplx_MONOMER_HBA_pc(49091.5323333534);cplx_MONOMER_HBB_pc(50861.235107600136);cplx_MONOMER_HBD_pc(51002.076859460656);cplx_MONOMER_HBE1_pc(51355.077639905314);cplx_MONOMER_HBG1_pc(51170.93412625391);cplx_MONOMER_HBG2_pc(51166.241264815486);cplx_MONOMER_HBM_pc(49946.84220450603);cplx_MONOMER_HBQ1_pc(49689.229962569);cplx_MONOMER_HBZ_pc(50001.88902370881)	49091.5323333534;50861.235107600136;51002.076859460656;51355.077639905314;51170.93412625391;51166.241264815486;49946.84220450603;49689.229962569;50001.88902370881	234000.0
enzyme_HBO2B1_rev_pc	enzyme_HBO2B1_rev	cplx_MONOMER_HBA_pc;cplx_MONOMER_HBB_pc;cplx_MONOMER_HBD_pc;cplx_MONOMER_HBE1_pc;cplx_MONOMER_HBG1_pc;cplx_MONOMER_HBG2_pc;cplx_MONOMER_HBM_pc;cplx_MONOMER_HBQ1_pc;cplx_MONOMER_HBZ_pc	HBO2B1	reverse	pc	cplx_MONOMER_HBA_pc(49091.5323333534);cplx_MONOMER_HBB_pc(50861.235107600136);cplx_MONOMER_HBD_pc(51002.076859460656);cplx_MONOMER_HBE1_pc(51355.077639905314);cplx_MONOMER_HBG1_pc(51170.93412625391);cplx_MONOMER_HBG2_pc(51166.241264815486);cplx_MONOMER_HBM_pc(49946.84220450603);cplx_MONOMER_HBQ1_pc(49689.229962569);cplx_MONOMER_HBZ_pc(50001.88902370881)	49091.5323333534;50861.235107600136;51002.076859460656;51355.077639905314;51170.93412625391;51166.241264815486;49946.84220450603;49689.229962569;50001.88902370881	234000.0
enzyme_HBO2B2_pc	enzyme_HBO2B2	cplx_MONOMER_HBA_pc;cplx_MONOMER_HBB_pc;cplx_MONOMER_HBD_pc;cplx_MONOMER_HBE1_pc;cplx_MONOMER_HBG1_pc;cplx_MONOMER_HBG2_pc;cplx_MONOMER_HBM_pc;cplx_MONOMER_HBQ1_pc;cplx_MONOMER_HBZ_pc	HBO2B2	forward	pc	cplx_MONOMER_HBA_pc(49091.5323333534);cplx_MONOMER_HBB_pc(50861.235107600136);cplx_MONOMER_HBD_pc(51002.076859460656);cplx_MONOMER_HBE1_pc(51355.077639905314);cplx_MONOMER_HBG1_pc(51170.93412625391);cplx_MONOMER_HBG2_pc(51166.241264815486);cplx_MONOMER_HBM_pc(49946.84220450603);cplx_MONOMER_HBQ1_pc(49689.229962569);cplx_MONOMER_HBZ_pc(50001.88902370881)	49091.5323333534;50861.235107600136;51002.076859460656;51355.077639905314;51170.93412625391;51166.241264815486;49946.84220450603;49689.229962569;50001.88902370881	234000.0
enzyme_HBO2B2_rev_pc	enzyme_HBO2B2_rev	cplx_MONOMER_HBA_pc;cplx_MONOMER_HBB_pc;cplx_MONOMER_HBD_pc;cplx_MONOMER_HBE1_pc;cplx_MONOMER_HBG1_pc;cplx_MONOMER_HBG2_pc;cplx_MONOMER_HBM_pc;cplx_MONOMER_HBQ1_pc;cplx_MONOMER_HBZ_pc	HBO2B2	reverse	pc	cplx_MONOMER_HBA_pc(49091.5323333534);cplx_MONOMER_HBB_pc(50861.235107600136);cplx_MONOMER_HBD_pc(51002.076859460656);cplx_MONOMER_HBE1_pc(51355.077639905314);cplx_MONOMER_HBG1_pc(51170.93412625391);cplx_MONOMER_HBG2_pc(51166.241264815486);cplx_MONOMER_HBM_pc(49946.84220450603);cplx_MONOMER_HBQ1_pc(49689.229962569);cplx_MONOMER_HBZ_pc(50001.88902370881)	49091.5323333534;50861.235107600136;51002.076859460656;51355.077639905314;51170.93412625391;51166.241264815486;49946.84220450603;49689.229962569;50001.88902370881	234000.0
enzyme_OXYHBAOX_pc	enzyme_OXYHBAOX	cplx_MONOMER_HBA_pc;cplx_MONOMER_HBB_pc;cplx_MONOMER_HBD_pc;cplx_MONOMER_HBE1_pc;cplx_MONOMER_HBG1_pc;cplx_MONOMER_HBG2_pc;cplx_MONOMER_HBM_pc;cplx_MONOMER_HBQ1_pc;cplx_MONOMER_HBZ_pc	OXYHBAOX	forward	pc	cplx_MONOMER_HBA_pc(49091.5323333534);cplx_MONOMER_HBB_pc(50861.235107600136);cplx_MONOMER_HBD_pc(51002.076859460656);cplx_MONOMER_HBE1_pc(51355.077639905314);cplx_MONOMER_HBG1_pc(51170.93412625391);cplx_MONOMER_HBG2_pc(51166.241264815486);cplx_MONOMER_HBM_pc(49946.84220450603);cplx_MONOMER_HBQ1_pc(49689.229962569);cplx_MONOMER_HBZ_pc(50001.88902370881)	49091.5323333534;50861.235107600136;51002.076859460656;51355.077639905314;51170.93412625391;51166.241264815486;49946.84220450603;49689.229962569;50001.88902370881	234000.0
enzyme_OXYHBAOX_rev_pc	enzyme_OXYHBAOX_rev	cplx_MONOMER_HBA_pc;cplx_MONOMER_HBB_pc;cplx_MONOMER_HBD_pc;cplx_MONOMER_HBE1_pc;cplx_MONOMER_HBG1_pc;cplx_MONOMER_HBG2_pc;cplx_MONOMER_HBM_pc;cplx_MONOMER_HBQ1_pc;cplx_MONOMER_HBZ_pc	OXYHBAOX	reverse	pc	cplx_MONOMER_HBA_pc(0);cplx_MONOMER_HBB_pc(0);cplx_MONOMER_HBD_pc(0);cplx_MONOMER_HBE1_pc(0);cplx_MONOMER_HBG1_pc(0);cplx_MONOMER_HBG2_pc(0);cplx_MONOMER_HBM_pc(0);cplx_MONOMER_HBQ1_pc(0);cplx_MONOMER_HBZ_pc(0)	0;0;0;0;0;0;0;0;0	234000.0
enzyme_HEX1_pc	enzyme_HEX1	cplx_MONOMER_HK1_pc;cplx_MONOMER_HK3_pc	HEX1	forward	pc	cplx_MONOMER_HK1_pc(204367.20204713757);cplx_MONOMER_HK3_pc(199558.72130660238)	204367.20204713757;199558.72130660238	234000.0
enzyme_HEX1_rev_pc	enzyme_HEX1_rev	cplx_MONOMER_HK1_pc;cplx_MONOMER_HK3_pc	HEX1	reverse	pc	cplx_MONOMER_HK1_pc(0);cplx_MONOMER_HK3_pc(0)	0;0	234000.0
enzyme_PGK_pc	enzyme_PGK	cplx_MONOMER_PGK1_pc;cplx_MONOMER_PGK2_pc	PGK	forward	pc	cplx_MONOMER_PGK1_pc(109769.28805844838);cplx_MONOMER_PGK2_pc(110109.47775104124)	109769.28805844838;110109.47775104124	234000.0
enzyme_PGK_rev_pc	enzyme_PGK_rev	cplx_MONOMER_PGK1_pc;cplx_MONOMER_PGK2_pc	PGK	reverse	pc	cplx_MONOMER_PGK1_pc(109769.28805844838);cplx_MONOMER_PGK2_pc(110109.47775104124)	109769.28805844838;110109.47775104124	234000.0
enzyme_PGL_pc	enzyme_PGL	cplx_MONOMER_PGLS_pc	PGL	forward	pc	cplx_MONOMER_PGLS_pc(76444.1760085807)	76444.1760085807	234000.0
enzyme_PGL_rev_pc	enzyme_PGL_rev	cplx_MONOMER_PGLS_pc	PGL	reverse	pc	cplx_MONOMER_PGLS_pc(76444.1760085807)	76444.1760085807	234000.0
enzyme_PPM_pc	enzyme_PPM	cplx_MONOMER_PGM2_pc	PPM	forward	pc	cplx_MONOMER_PGM2_pc(151029.66843877386)	151029.66843877386	234000.0
enzyme_PPM_rev_pc	enzyme_PPM_rev	cplx_MONOMER_PGM2_pc	PPM	reverse	pc	cplx_MONOMER_PGM2_pc(151029.66843877386)	151029.66843877386	234000.0
enzyme_ADNt_pc	enzyme_ADNt	cplx_MONOMER_SLC29A1_pc	ADNt	forward	pc	cplx_MONOMER_SLC29A1_pc(119960.06003922797)	119960.06003922797	234000.0
enzyme_ADNt_rev_pc	enzyme_ADNt_rev	cplx_MONOMER_SLC29A1_pc	ADNt	reverse	pc	cplx_MONOMER_SLC29A1_pc(119960.06003922797)	119960.06003922797	234000.0
enzyme_INSt_pc	enzyme_INSt	cplx_MONOMER_SLC29A1_pc	INSt	forward	pc	cplx_MONOMER_SLC29A1_pc(119960.06003922797)	119960.06003922797	234000.0
