#TCID	Subfamily	Family	Fam_abbreviation	Superfamily
2.A.102.4.2	2.a.102.4	2.A.102	TSUP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.102.4.3	2.a.102.4	2.A.102	TSUP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.102.4.4	2.a.102.4	2.A.102	TSUP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.102.4.5	2.a.102.4	2.A.102	TSUP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.102.4.6	2.a.102.4	2.A.102	TSUP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.102.4.7	2.a.102.4	2.A.102	TSUP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.102.4.8	2.a.102.4	2.A.102	TSUP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.102.4.9	2.a.102.4	2.A.102	TSUP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.102.5.1	2.a.102.5	2.A.102	TSUP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.102.5.2	2.a.102.5	2.A.102	TSUP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.102.5.3	2.a.102.5	2.A.102	TSUP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.102.5.4	2.a.102.5	2.A.102	TSUP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.102.6.1	2.a.102.6	2.A.102	TSUP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.102.6.2	2.a.102.6	2.A.102	TSUP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.102.6.3	2.a.102.6	2.A.102	TSUP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.102.7.1	2.A.102.7	2.A.102	TSUP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.102.7.2	2.A.102.7	2.A.102	TSUP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.102.7.3	2.A.102.7	2.A.102	TSUP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.103.1.1	2.A.103.1	2.A.103	MPE	Cation Diffusion Facilitator  (CDF) Superfamily
2.A.103.1.10	2.A.103.1	2.A.103	MPE	Cation Diffusion Facilitator  (CDF) Superfamily
2.A.103.1.11	2.A.103.1	2.A.103	MPE	Cation Diffusion Facilitator  (CDF) Superfamily
2.A.103.1.12	2.A.103.1	2.A.103	MPE	Cation Diffusion Facilitator  (CDF) Superfamily
2.A.103.1.2	2.A.103.1	2.A.103	MPE	Cation Diffusion Facilitator  (CDF) Superfamily
2.A.103.1.3	2.A.103.1	2.A.103	MPE	Cation Diffusion Facilitator  (CDF) Superfamily
2.A.103.1.4	2.A.103.1	2.A.103	MPE	Cation Diffusion Facilitator  (CDF) Superfamily
2.A.103.1.5	2.A.103.1	2.A.103	MPE	Cation Diffusion Facilitator  (CDF) Superfamily
2.A.103.1.6	2.A.103.1	2.A.103	MPE	Cation Diffusion Facilitator  (CDF) Superfamily
2.A.103.1.7	2.A.103.1	2.A.103	MPE	Cation Diffusion Facilitator  (CDF) Superfamily
2.A.103.1.8	2.A.103.1	2.A.103	MPE	Cation Diffusion Facilitator  (CDF) Superfamily
2.A.103.1.9	2.A.103.1	2.A.103	MPE	Cation Diffusion Facilitator  (CDF) Superfamily
2.A.104.1.1	2.A.104.1	2.A.104	AlaE	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.104.1.2	2.A.104.1	2.A.104	AlaE	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.104.2.1	2.A.104.2	2.A.104	AlaE	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.104.3.1	2.A.104.3	2.A.104	AlaE	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.104.3.2	2.A.104.3	2.A.104	AlaE	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.106.1.1	2.A.106.1	2.A.106	CaCA2	LysE Superfamily
2.A.106.1.2	2.A.106.1	2.A.106	CaCA2	LysE Superfamily
2.A.106.1.3	2.A.106.1	2.A.106	CaCA2	LysE Superfamily
2.A.106.1.4	2.A.106.1	2.A.106	CaCA2	LysE Superfamily
2.A.106.1.5	2.A.106.1	2.A.106	CaCA2	LysE Superfamily
2.A.106.1.6	2.A.106.1	2.A.106	CaCA2	LysE Superfamily
2.A.106.1.7	2.A.106.1	2.A.106	CaCA2	LysE Superfamily
2.A.106.1.8	2.A.106.1	2.A.106	CaCA2	LysE Superfamily
2.A.106.2.1	2.A.106.2	2.A.106	CaCA2	LysE Superfamily
2.A.106.2.2	2.A.106.2	2.A.106	CaCA2	LysE Superfamily
2.A.106.2.3	2.A.106.2	2.A.106	CaCA2	LysE Superfamily
2.A.106.2.4	2.A.106.2	2.A.106	CaCA2	LysE Superfamily
2.A.106.2.5	2.A.106.2	2.A.106	CaCA2	LysE Superfamily
2.A.106.3.1	2.A.106.3	2.A.106	CaCA2	LysE Superfamily
2.A.106.3.2	2.A.106.3	2.A.106	CaCA2	LysE Superfamily
2.A.106.4.1	2.A.106.4	2.A.106	CaCA2	LysE Superfamily
2.A.107.1.1	2.A.107.1	2.A.107	MntP	LysE Superfamily
2.A.107.1.2	2.A.107.1	2.A.107	MntP	LysE Superfamily
2.A.107.1.3	2.A.107.1	2.A.107	MntP	LysE Superfamily
2.A.107.1.4	2.A.107.1	2.A.107	MntP	LysE Superfamily
2.A.107.1.5	2.A.107.1	2.A.107	MntP	LysE Superfamily
2.A.107.2.1	2.A.107.2	2.A.107	MntP	LysE Superfamily
2.A.107.3.1	2.A.107.3	2.A.107	MntP	LysE Superfamily
2.A.108.1.1	2.A.108.1	2.A.108	ILT	LysE Superfamily
2.A.108.1.2	2.A.108.1	2.A.108	ILT	LysE Superfamily
2.A.108.1.3	2.A.108.1	2.A.108	ILT	LysE Superfamily
2.A.108.1.4	2.A.108.1	2.A.108	ILT	LysE Superfamily
2.A.108.1.5	2.A.108.1	2.A.108	ILT	LysE Superfamily
2.A.108.1.6	2.A.108.1	2.A.108	ILT	LysE Superfamily
2.A.108.1.7	2.A.108.1	2.A.108	ILT	LysE Superfamily
2.A.108.1.8	2.A.108.1	2.A.108	ILT	LysE Superfamily
2.A.108.2.1	2.A.108.2	2.A.108	ILT	LysE Superfamily
2.A.108.2.10	2.A.108.2	2.A.108	ILT	LysE Superfamily
2.A.108.2.11	2.A.108.2	2.A.108	ILT	LysE Superfamily
2.A.108.2.2	2.A.108.2	2.A.108	ILT	LysE Superfamily
2.A.108.2.3	2.A.108.2	2.A.108	ILT	LysE Superfamily
2.A.108.2.4	2.A.108.2	2.A.108	ILT	LysE Superfamily
2.A.108.2.5	2.A.108.2	2.A.108	ILT	LysE Superfamily
2.A.108.2.6	2.A.108.2	2.A.108	ILT	LysE Superfamily
2.A.108.2.7	2.A.108.2	2.A.108	ILT	LysE Superfamily
2.A.108.2.8	2.A.108.2	2.A.108	ILT	LysE Superfamily
2.A.108.2.9	2.A.108.2	2.A.108	ILT	LysE Superfamily
2.A.108.3.1	2.A.108.3	2.A.108	ILT	LysE Superfamily
2.A.108.3.2	2.A.108.3	2.A.108	ILT	LysE Superfamily
2.A.108.3.3	2.A.108.3	2.A.108	ILT	LysE Superfamily
2.A.11.1.1	2.A.11.1	2.A.11	CitMHS	IT Superfamily
2.A.11.1.2	2.A.11.1	2.A.11	CitMHS	IT Superfamily
2.A.11.1.3	2.A.11.1	2.A.11	CitMHS	IT Superfamily
2.A.11.1.4	2.A.11.1	2.A.11	CitMHS	IT Superfamily
2.A.11.1.5	2.A.11.1	2.A.11	CitMHS	IT Superfamily
2.A.11.1.6	2.A.11.1	2.A.11	CitMHS	IT Superfamily
2.A.11.2.1	2.A.11.2	2.A.11	CitMHS	IT Superfamily
2.A.11.2.2	2.A.11.2	2.A.11	CitMHS	IT Superfamily
2.A.11.2.3	2.A.11.2	2.A.11	CitMHS	IT Superfamily
2.A.111.1.1	2.A.111.1	2.A.111	NhaE	IT Superfamily
2.A.111.1.2	2.A.111.1	2.A.111	NhaE	IT Superfamily
2.A.111.1.3	2.A.111.1	2.A.111	NhaE	IT Superfamily
2.A.111.2.1	2.A.111.2	2.A.111	NhaE	IT Superfamily
2.A.111.2.2	2.A.111.2	2.A.111	NhaE	IT Superfamily
2.A.113.1.1	2.A.113.1	2.A.113	NicO	LysE Superfamily
2.A.113.1.10	2.A.113.1	2.A.113	NicO	LysE Superfamily
2.A.113.1.11	2.A.113.1	2.A.113	NicO	LysE Superfamily
2.A.113.1.12	2.A.113.1	2.A.113	NicO	LysE Superfamily
2.A.113.1.13	2.A.113.1	2.A.113	NicO	LysE Superfamily
2.A.113.1.14	2.A.113.1	2.A.113	NicO	LysE Superfamily
2.A.113.1.2	2.A.113.1	2.A.113	NicO	LysE Superfamily
2.A.113.1.3	2.A.113.1	2.A.113	NicO	LysE Superfamily
2.A.113.1.4	2.A.113.1	2.A.113	NicO	LysE Superfamily
2.A.113.1.5	2.A.113.1	2.A.113	NicO	LysE Superfamily
2.A.113.1.6	2.A.113.1	2.A.113	NicO	LysE Superfamily
2.A.113.1.7	2.A.113.1	2.A.113	NicO	LysE Superfamily
2.A.113.1.8	2.A.113.1	2.A.113	NicO	LysE Superfamily
2.A.113.1.9	2.A.113.1	2.A.113	NicO	LysE Superfamily
2.A.113.2.1	2.A.113.2	2.A.113	NicO	LysE Superfamily
2.A.113.2.2	2.A.113.2	2.A.113	NicO	LysE Superfamily
2.A.113.2.3	2.A.113.2	2.A.113	NicO	LysE Superfamily
2.A.114.1.1	2.A.114.1	2.A.114	CstA	APC Superfamily
2.A.114.1.10	2.A.114.1	2.A.114	CstA	APC Superfamily
2.A.114.1.2	2.A.114.1	2.A.114	CstA	APC Superfamily
2.A.114.1.3	2.A.114.1	2.A.114	CstA	APC Superfamily
2.A.114.1.4	2.A.114.1	2.A.114	CstA	APC Superfamily
2.A.114.1.5	2.A.114.1	2.A.114	CstA	APC Superfamily
2.A.114.1.6	2.A.114.1	2.A.114	CstA	APC Superfamily
2.A.114.1.7	2.A.114.1	2.A.114	CstA	APC Superfamily
2.A.114.1.8	2.A.114.1	2.A.114	CstA	APC Superfamily
2.A.114.1.9	2.A.114.1	2.A.114	CstA	APC Superfamily
2.A.116.1.1	2.A.116.1	2.A.116	GAP	LysE Superfamily
2.A.116.1.2	2.A.116.1	2.A.116	GAP	LysE Superfamily
2.A.116.1.3	2.A.116.1	2.A.116	GAP	LysE Superfamily
2.A.116.1.4	2.A.116.1	2.A.116	GAP	LysE Superfamily
2.A.116.1.5	2.A.116.1	2.A.116	GAP	LysE Superfamily
2.A.116.1.6	2.A.116.1	2.A.116	GAP	LysE Superfamily
2.A.116.1.7	2.A.116.1	2.A.116	GAP	LysE Superfamily
2.A.116.2.1	2.A.116.2	2.A.116	GAP	LysE Superfamily
2.A.116.2.2	2.A.116.2	2.A.116	GAP	LysE Superfamily
2.A.116.3.1	2.A.116.3	2.A.116	GAP	LysE Superfamily
2.A.116.3.2	2.A.116.3	2.A.116	GAP	LysE Superfamily
2.A.116.3.3	2.A.116.3	2.A.116	GAP	LysE Superfamily
2.A.116.3.4	2.A.116.3	2.A.116	GAP	LysE Superfamily
2.A.118.1.1	2.A.118.1	2.A.118	ArcD	IT Superfamily
2.A.118.1.2	2.A.118.1	2.A.118	ArcD	IT Superfamily
2.A.118.1.3	2.A.118.1	2.A.118	ArcD	IT Superfamily
2.A.118.1.4	2.A.118.1	2.A.118	ArcD	IT Superfamily
2.A.118.1.5	2.A.118.1	2.A.118	ArcD	IT Superfamily
2.A.118.1.6	2.A.118.1	2.A.118	ArcD	IT Superfamily
2.A.118.1.7	2.A.118.1	2.A.118	ArcD	IT Superfamily
2.A.118.1.8	2.A.118.1	2.A.118	ArcD	IT Superfamily
2.A.119.1.1	2.A.119.1	2.A.119	ArsP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.119.1.2	2.A.119.1	2.A.119	ArsP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.119.1.3	2.A.119.1	2.A.119	ArsP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.119.1.4	2.A.119.1	2.A.119	ArsP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.119.1.5	2.A.119.1	2.A.119	ArsP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.119.1.6	2.A.119.1	2.A.119	ArsP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.119.2.1	2.A.119.2	2.A.119	ArsP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.119.2.2	2.A.119.2	2.A.119	ArsP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.119.2.3	2.A.119.2	2.A.119	ArsP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.119.2.4	2.A.119.2	2.A.119	ArsP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.119.2.5	2.A.119.2	2.A.119	ArsP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.119.3.1	2.A.119.3	2.A.119	ArsP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.119.3.2	2.A.119.3	2.A.119	ArsP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.119.3.3	2.A.119.3	2.A.119	ArsP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.119.3.4	2.A.119.3	2.A.119	ArsP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.119.3.5	2.A.119.3	2.A.119	ArsP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.119.3.6	2.A.119.3	2.A.119	ArsP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.119.3.7	2.A.119.3	2.A.119	ArsP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.119.3.8	2.A.119.3	2.A.119	ArsP	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.12.1.1	2.A.12.1	2.A.12	AAA	Major Facilitator (MFS) Superfamily
2.A.12.1.10	2.A.12.1	2.A.12	AAA	Major Facilitator (MFS) Superfamily
2.A.12.1.11	2.A.12.1	2.A.12	AAA	Major Facilitator (MFS) Superfamily
2.A.12.1.12	2.A.12.1	2.A.12	AAA	Major Facilitator (MFS) Superfamily
2.A.12.1.13	2.A.12.1	2.A.12	AAA	Major Facilitator (MFS) Superfamily
2.A.12.1.14	2.A.12.1	2.A.12	AAA	Major Facilitator (MFS) Superfamily
2.A.12.1.15	2.A.12.1	2.A.12	AAA	Major Facilitator (MFS) Superfamily
2.A.12.1.16	2.A.12.1	2.A.12	AAA	Major Facilitator (MFS) Superfamily
2.A.12.1.17	2.A.12.1	2.A.12	AAA	Major Facilitator (MFS) Superfamily
2.A.12.1.18	2.A.12.1	2.A.12	AAA	Major Facilitator (MFS) Superfamily
2.A.12.1.19	2.A.12.1	2.A.12	AAA	Major Facilitator (MFS) Superfamily
2.A.12.1.2	2.A.12.1	2.A.12	AAA	Major Facilitator (MFS) Superfamily
2.A.12.1.3	2.A.12.1	2.A.12	AAA	Major Facilitator (MFS) Superfamily
2.A.12.1.4	2.A.12.1	2.A.12	AAA	Major Facilitator (MFS) Superfamily
2.A.12.1.5	2.A.12.1	2.A.12	AAA	Major Facilitator (MFS) Superfamily
2.A.12.1.6	2.A.12.1	2.A.12	AAA	Major Facilitator (MFS) Superfamily
2.A.12.1.7	2.A.12.1	2.A.12	AAA	Major Facilitator (MFS) Superfamily
2.A.12.1.8	2.A.12.1	2.A.12	AAA	Major Facilitator (MFS) Superfamily
2.A.12.1.9	2.A.12.1	2.A.12	AAA	Major Facilitator (MFS) Superfamily
2.A.12.2.1	2.A.12.2	2.A.12	AAA	Major Facilitator (MFS) Superfamily
2.A.12.2.2	2.A.12.2	2.A.12	AAA	Major Facilitator (MFS) Superfamily
2.A.120.1.1	2.A.120.1	2.A.120	PAAP	APC Superfamily
2.A.120.1.10	2.A.120.1	2.A.120	PAAP	APC Superfamily
2.A.120.1.11	2.A.120.1	2.A.120	PAAP	APC Superfamily
2.A.120.1.12	2.A.120.1	2.A.120	PAAP	APC Superfamily
2.A.120.1.13	2.A.120.1	2.A.120	PAAP	APC Superfamily
2.A.120.1.14	2.A.120.1	2.A.120	PAAP	APC Superfamily
2.A.120.1.2	2.A.120.1	2.A.120	PAAP	APC Superfamily
2.A.120.1.3	2.A.120.1	2.A.120	PAAP	APC Superfamily
2.A.120.1.4	2.A.120.1	2.A.120	PAAP	APC Superfamily
2.A.120.1.5	2.A.120.1	2.A.120	PAAP	APC Superfamily
2.A.120.1.6	2.A.120.1	2.A.120	PAAP	APC Superfamily
2.A.120.1.7	2.A.120.1	2.A.120	PAAP	APC Superfamily
2.A.120.1.8	2.A.120.1	2.A.120	PAAP	APC Superfamily
2.A.120.1.9	2.A.120.1	2.A.120	PAAP	APC Superfamily
2.A.123.1.1	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.10	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.11	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.12	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.13	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.14	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.15	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.16	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.17	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.18	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.19	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.2	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.20	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.21	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.22	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.23	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.24	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.25	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.26	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.27	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.28	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.29	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.3	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.30	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.4	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.5	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.6	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.7	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.8	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.1.9	2.A.123.1	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.2.1	2.A.123.2	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.2.10	2.A.123.2	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.2.11	2.A.123.2	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.2.12	2.A.123.2	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.2.13	2.A.123.2	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.2.14	2.A.123.2	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.2.15	2.A.123.2	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.2.16	2.A.123.2	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.2.2	2.A.123.2	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.2.3	2.A.123.2	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.2.4	2.A.123.2	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.2.5	2.A.123.2	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.2.6	2.A.123.2	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.2.7	2.A.123.2	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.2.8	2.A.123.2	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.2.9	2.A.123.2	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.3.1	2.A.123.3	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.3.2	2.A.123.3	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.3.3	2.A.123.3	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.3.4	2.A.123.3	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.4.1	2.A.123.4	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.4.2	2.A.123.4	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.4.3	2.A.123.4	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.5.1	2.A.123.5	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.5.2	2.A.123.5	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.5.3	2.A.123.5	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.5.4	2.A.123.5	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.123.5.5	2.A.123.5	2.A.123	Sweet	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.125.1.1	2.A.125.1	2.A.125	E-RFT	Major Facilitator (MFS) Superfamily
2.A.125.1.2	2.A.125.1	2.A.125	E-RFT	Major Facilitator (MFS) Superfamily
2.A.125.1.3	2.A.125.1	2.A.125	E-RFT	Major Facilitator (MFS) Superfamily
2.A.125.1.4	2.A.125.1	2.A.125	E-RFT	Major Facilitator (MFS) Superfamily
2.A.125.1.5	2.A.125.1	2.A.125	E-RFT	Major Facilitator (MFS) Superfamily
2.A.127.1.1	2.A.127.1	2.A.127	CLT	Phospholipid Transporter/Phosphatase (PL-TP) Superfamily
2.A.127.1.10	2.A.127.1	2.A.127	CLT	Phospholipid Transporter/Phosphatase (PL-TP) Superfamily
2.A.127.1.11	2.A.127.1	2.A.127	CLT	Phospholipid Transporter/Phosphatase (PL-TP) Superfamily
2.A.127.1.12	2.A.127.1	2.A.127	CLT	Phospholipid Transporter/Phosphatase (PL-TP) Superfamily
2.A.127.1.13	2.A.127.1	2.A.127	CLT	Phospholipid Transporter/Phosphatase (PL-TP) Superfamily
2.A.127.1.14	2.A.127.1	2.A.127	CLT	Phospholipid Transporter/Phosphatase (PL-TP) Superfamily
2.A.127.1.15	2.A.127.1	2.A.127	CLT	Phospholipid Transporter/Phosphatase (PL-TP) Superfamily
2.A.127.1.16	2.A.127.1	2.A.127	CLT	Phospholipid Transporter/Phosphatase (PL-TP) Superfamily
2.A.127.1.17	2.A.127.1	2.A.127	CLT	Phospholipid Transporter/Phosphatase (PL-TP) Superfamily
2.A.127.1.18	2.A.127.1	2.A.127	CLT	Phospholipid Transporter/Phosphatase (PL-TP) Superfamily
2.A.127.1.2	2.A.127.1	2.A.127	CLT	Phospholipid Transporter/Phosphatase (PL-TP) Superfamily
2.A.127.1.3	2.A.127.1	2.A.127	CLT	Phospholipid Transporter/Phosphatase (PL-TP) Superfamily
2.A.127.1.4	2.A.127.1	2.A.127	CLT	Phospholipid Transporter/Phosphatase (PL-TP) Superfamily
2.A.127.1.5	2.A.127.1	2.A.127	CLT	Phospholipid Transporter/Phosphatase (PL-TP) Superfamily
2.A.127.1.6	2.A.127.1	2.A.127	CLT	Phospholipid Transporter/Phosphatase (PL-TP) Superfamily
2.A.127.1.7	2.A.127.1	2.A.127	CLT	Phospholipid Transporter/Phosphatase (PL-TP) Superfamily
2.A.127.1.8	2.A.127.1	2.A.127	CLT	Phospholipid Transporter/Phosphatase (PL-TP) Superfamily
2.A.127.1.9	2.A.127.1	2.A.127	CLT	Phospholipid Transporter/Phosphatase (PL-TP) Superfamily
2.A.129.1.1	2.A.129.1	2.A.129	LST	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.129.1.10	2.A.129.1	2.A.129	LST	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.129.1.11	2.A.129.1	2.A.129	LST	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.129.1.2	2.A.129.1	2.A.129	LST	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.129.1.3	2.A.129.1	2.A.129	LST	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.129.1.4	2.A.129.1	2.A.129	LST	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.129.1.5	2.A.129.1	2.A.129	LST	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.129.1.6	2.A.129.1	2.A.129	LST	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.129.1.7	2.A.129.1	2.A.129	LST	Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
