enzymes	enzyme	complexes	reactions	direction	compartment	complexes_keff	complex_keff	enzyme_keff
enzyme_2OBUT_ACACtex_fwd_pc	enzyme_2OBUT_ACACtex_fwd	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	2OBUT_ACACtex	forward	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_2OBUT_ACACtex_rev_pc	enzyme_2OBUT_ACACtex_rev	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	2OBUT_ACACtex	reverse	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_2OBUT_ACtex_fwd_pc	enzyme_2OBUT_ACtex_fwd	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	2OBUT_ACtex	forward	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_2OBUT_ACtex_rev_pc	enzyme_2OBUT_ACtex_rev	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	2OBUT_ACtex	reverse	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_2OBUT_BUTtex_fwd_pc	enzyme_2OBUT_BUTtex_fwd	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	2OBUT_BUTtex	forward	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_2OBUT_BUTtex_rev_pc	enzyme_2OBUT_BUTtex_rev	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	2OBUT_BUTtex	reverse	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_2OBUT_DLACtex_fwd_pc	enzyme_2OBUT_DLACtex_fwd	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	2OBUT_DLACtex	forward	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_2OBUT_DLACtex_rev_pc	enzyme_2OBUT_DLACtex_rev	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	2OBUT_DLACtex	reverse	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_2OBUT_GLYCLTtex_fwd_pc	enzyme_2OBUT_GLYCLTtex_fwd	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	2OBUT_GLYCLTtex	forward	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_2OBUT_GLYCLTtex_rev_pc	enzyme_2OBUT_GLYCLTtex_rev	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	2OBUT_GLYCLTtex	reverse	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_2OBUT_LLACtex_fwd_pc	enzyme_2OBUT_LLACtex_fwd	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	2OBUT_LLACtex	forward	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_2OBUT_LLACtex_rev_pc	enzyme_2OBUT_LLACtex_rev	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	2OBUT_LLACtex	reverse	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_2OBUT_PPAtex_fwd_pc	enzyme_2OBUT_PPAtex_fwd	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	2OBUT_PPAtex	forward	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_2OBUT_PPAtex_rev_pc	enzyme_2OBUT_PPAtex_rev	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	2OBUT_PPAtex	reverse	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_2OBUTt_fwd_pc	enzyme_2OBUTt_fwd	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	2OBUTt	forward	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_2OBUTt_rev_pc	enzyme_2OBUTt_rev	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	2OBUTt	reverse	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_5OXPRO_ACACtex_fwd_pc	enzyme_5OXPRO_ACACtex_fwd	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	5OXPRO_ACACtex	forward	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_5OXPRO_ACACtex_rev_pc	enzyme_5OXPRO_ACACtex_rev	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	5OXPRO_ACACtex	reverse	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_5OXPRO_ACtex_fwd_pc	enzyme_5OXPRO_ACtex_fwd	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	5OXPRO_ACtex	forward	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_5OXPRO_ACtex_rev_pc	enzyme_5OXPRO_ACtex_rev	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	5OXPRO_ACtex	reverse	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_5OXPRO_BUTtex_fwd_pc	enzyme_5OXPRO_BUTtex_fwd	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	5OXPRO_BUTtex	forward	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_5OXPRO_BUTtex_rev_pc	enzyme_5OXPRO_BUTtex_rev	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	5OXPRO_BUTtex	reverse	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_5OXPRO_DLACtex_fwd_pc	enzyme_5OXPRO_DLACtex_fwd	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	5OXPRO_DLACtex	forward	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_5OXPRO_DLACtex_rev_pc	enzyme_5OXPRO_DLACtex_rev	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	5OXPRO_DLACtex	reverse	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_5OXPRO_GLYCLTtex_fwd_pc	enzyme_5OXPRO_GLYCLTtex_fwd	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	5OXPRO_GLYCLTtex	forward	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_5OXPRO_GLYCLTtex_rev_pc	enzyme_5OXPRO_GLYCLTtex_rev	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	5OXPRO_GLYCLTtex	reverse	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_5OXPRO_PPAtex_fwd_pc	enzyme_5OXPRO_PPAtex_fwd	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	5OXPRO_PPAtex	forward	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
enzyme_5OXPRO_PPAtex_rev_pc	enzyme_5OXPRO_PPAtex_rev	cplx_HETEROTETRAMER_SLC16A1_BSG_pc;cplx_HETEROTETRAMER_SLC16A7_BSG_pc;cplx_HETEROTETRAMER_SLC16A1_EMB_pc;cplx_HETEROTETRAMER_SLC16A7_EMB_pc;cplx_HOMODIMER_SLC16A1_pc;cplx_HOMODIMER_SLC16A7_pc	5OXPRO_PPAtex	reverse	pc	cplx_HETEROTETRAMER_SLC16A1_BSG_pc(344796.2536589566);cplx_HETEROTETRAMER_SLC16A7_BSG_pc(340108.3745661201);cplx_HETEROTETRAMER_SLC16A1_EMB_pc(330417.1377891245);cplx_HETEROTETRAMER_SLC16A7_EMB_pc(325661.5827768428);cplx_HOMODIMER_SLC16A1_pc(223564.07006191486);cplx_HOMODIMER_SLC16A7_pc(218138.08906035378)	344796.2536589566;340108.3745661201;330417.1377891245;325661.5827768428;223564.07006191486;218138.08906035378	234000.0
