enzyme	enzyme_keff	reactions	direction
enzyme_PETHCT_rev	234000.0	PETHCT	ctp_c + ethamp_c + h_c <-- cdpea_c + ppi_c
enzyme_PFK_fwd	234000.0	PFK	atp_c + f6p_c --> adp_c + fdp_c + h_c
enzyme_PFK_rev	234000.0	PFK	atp_c + f6p_c <-- adp_c + fdp_c + h_c
enzyme_PGA1GTHABC_fwd	234000.0	PGA1GTHABC	atp_c + h2o_c + sgthprostga1_c --> adp_c + h_c + pi_c + sgthprostga1_e
enzyme_PGA1GTHABC_rev	234000.0	PGA1GTHABC	atp_c + h2o_c + sgthprostga1_c <-- adp_c + h_c + pi_c + sgthprostga1_e
enzyme_PGA2GTHABC_fwd	234000.0	PGA2GTHABC	atp_c + h2o_c + sgthprostga2_c --> adp_c + h_c + pi_c + sgthprostga2_e
enzyme_PGA2GTHABC_rev	234000.0	PGA2GTHABC	atp_c + h2o_c + sgthprostga2_c <-- adp_c + h_c + pi_c + sgthprostga2_e
enzyme_PGA3GTHABC_fwd	234000.0	PGA3GTHABC	atp_c + h2o_c + sgthprostga3_c --> adp_c + h_c + pi_c + sgthprostga3_e
enzyme_PGA3GTHABC_rev	234000.0	PGA3GTHABC	atp_c + h2o_c + sgthprostga3_c <-- adp_c + h_c + pi_c + sgthprostga3_e
enzyme_PGCD_fwd	234000.0	PGCD	3pg_c + nad_c --> 3php_c + h_c + nadh_c
enzyme_PGCD_rev	234000.0	PGCD	3pg_c + nad_c <-- 3php_c + h_c + nadh_c
enzyme_PGD2Ry_fwd	234000.0	PGD2Ry	h_c + nadph_c + prostgd2_c --> nadp_c + prostgf2_c
enzyme_PGD2Ry_rev	234000.0	PGD2Ry	h_c + nadph_c + prostgd2_c <-- nadp_c + prostgf2_c
enzyme_PGD2S_fwd	234000.0	PGD2S	prostgh2_c --> prostgd2_c
enzyme_PGD2S_rev	234000.0	PGD2S	prostgh2_c <-- prostgd2_c
enzyme_PGD2te_fwd	234000.0	PGD2te	prostgd2_e --> prostgd2_c
enzyme_PGD2te_rev	234000.0	PGD2te	prostgd2_e <-- prostgd2_c
enzyme_PGE1ABCte_fwd	234000.0	PGE1ABCte	atp_c + h2o_c + prostge1_c --> adp_c + h_c + pi_c + prostge1_e
enzyme_PGE1ABCte_rev	234000.0	PGE1ABCte	atp_c + h2o_c + prostge1_c <-- adp_c + h_c + pi_c + prostge1_e
enzyme_PGE1Ry_fwd	234000.0	PGE1Ry	h_c + nadph_c + prostge1_c --> nadp_c + prostgf1_c
enzyme_PGE1Ry_rev	234000.0	PGE1Ry	h_c + nadph_c + prostge1_c <-- nadp_c + prostgf1_c
enzyme_PGE1S_fwd	234000.0	PGE1S	prostgh1_c --> prostge1_c
enzyme_PGE1S_rev	234000.0	PGE1S	prostgh1_c <-- prostge1_c
enzyme_PGE2ABCte_fwd	234000.0	PGE2ABCte	atp_c + h2o_c + prostge2_c --> adp_c + h_c + pi_c + prostge2_e
enzyme_PGE2ABCte_rev	234000.0	PGE2ABCte	atp_c + h2o_c + prostge2_c <-- adp_c + h_c + pi_c + prostge2_e
enzyme_PGE2Ry_fwd	234000.0	PGE2Ry	h_c + nadph_c + prostge2_c --> nadp_c + prostgf2_c
enzyme_PGE2Ry_rev	234000.0	PGE2Ry	h_c + nadph_c + prostge2_c <-- nadp_c + prostgf2_c
enzyme_PGE2S_fwd	234000.0	PGE2S	prostgh2_c --> prostge2_c
enzyme_PGE2S_rev	234000.0	PGE2S	prostgh2_c <-- prostge2_c
enzyme_PGE2te_fwd	234000.0	PGE2te	prostge2_e --> prostge2_c
enzyme_PGE2te_rev	234000.0	PGE2te	prostge2_e <-- prostge2_c
enzyme_PGE3ABCte_fwd	234000.0	PGE3ABCte	atp_c + h2o_c + prostge3_c --> adp_c + h_c + pi_c + prostge3_e
enzyme_PGE3ABCte_rev	234000.0	PGE3ABCte	atp_c + h2o_c + prostge3_c <-- adp_c + h_c + pi_c + prostge3_e
enzyme_PGE3Ry_fwd	234000.0	PGE3Ry	h_c + nadph_c + prostge3_c --> nadp_c + prostgf3_c
enzyme_PGE3Ry_rev	234000.0	PGE3Ry	h_c + nadph_c + prostge3_c <-- nadp_c + prostgf3_c
enzyme_PGE3S_fwd	234000.0	PGE3S	prostgh3_c --> prostge3_c
enzyme_PGE3S_rev	234000.0	PGE3S	prostgh3_c <-- prostge3_c
enzyme_PGF1ABCte_fwd	234000.0	PGF1ABCte	atp_c + h2o_c + prostgf1_c --> adp_c + h_c + pi_c + prostgf1_e
enzyme_PGF1ABCte_rev	234000.0	PGF1ABCte	atp_c + h2o_c + prostgf1_c <-- adp_c + h_c + pi_c + prostgf1_e
enzyme_PGF2ABCte_fwd	234000.0	PGF2ABCte	atp_c + h2o_c + prostgf2_c --> adp_c + h_c + pi_c + prostgf2_e
enzyme_PGF2ABCte_rev	234000.0	PGF2ABCte	atp_c + h2o_c + prostgf2_c <-- adp_c + h_c + pi_c + prostgf2_e
enzyme_PGF3ABCte_fwd	234000.0	PGF3ABCte	atp_c + h2o_c + prostgf3_c --> adp_c + h_c + pi_c + prostgf3_e
enzyme_PGF3ABCte_rev	234000.0	PGF3ABCte	atp_c + h2o_c + prostgf3_c <-- adp_c + h_c + pi_c + prostgf3_e
enzyme_PGG1GTHR_fwd	234000.0	PGG1GTHR	2.0 gthrd_c + prostgg1_c --> gthox_c + h2o_c + prostgh1_c
enzyme_PGG1GTHR_rev	234000.0	PGG1GTHR	2.0 gthrd_c + prostgg1_c <-- gthox_c + h2o_c + prostgh1_c
enzyme_PGG1S_fwd	234000.0	PGG1S	FA_hs_20_8Z11Z14Z_c + 2.0 o2_c --> prostgg1_c
enzyme_PGG1S_rev	234000.0	PGG1S	FA_hs_20_8Z11Z14Z_c + 2.0 o2_c <-- prostgg1_c
enzyme_PGG2GTHR_fwd	234000.0	PGG2GTHR	2.0 gthrd_c + prostgg2_c --> gthox_c + h2o_c + prostgh2_c
enzyme_PGG2GTHR_rev	234000.0	PGG2GTHR	2.0 gthrd_c + prostgg2_c <-- gthox_c + h2o_c + prostgh2_c
enzyme_PGG2S_fwd	234000.0	PGG2S	FA_hs_20_5Z8Z11Z14Z_c + 2.0 o2_c --> prostgg2_c
enzyme_PGG2S_rev	234000.0	PGG2S	FA_hs_20_5Z8Z11Z14Z_c + 2.0 o2_c <-- prostgg2_c
enzyme_PGG3GTHR_fwd	234000.0	PGG3GTHR	2.0 gthrd_c + prostgg3_c --> gthox_c + h2o_c + prostgh3_c
enzyme_PGG3GTHR_rev	234000.0	PGG3GTHR	2.0 gthrd_c + prostgg3_c <-- gthox_c + h2o_c + prostgh3_c
enzyme_PGG3S_fwd	234000.0	PGG3S	FA_hs_20_5Z8Z11Z14Z17Z_c + 2.0 o2_c --> prostgg3_c
enzyme_PGG3S_rev	234000.0	PGG3S	FA_hs_20_5Z8Z11Z14Z17Z_c + 2.0 o2_c <-- prostgg3_c
enzyme_PGH2Ry_fwd	234000.0	PGH2Ry	h_c + nadph_c + prostgh2_c --> nadp_c + prostgf2_c
enzyme_PGH2Ry_rev	234000.0	PGH2Ry	h_c + nadph_c + prostgh2_c <-- nadp_c + prostgf2_c
enzyme_PGI_fwd	234000.0	PGI	g6p_c --> f6p_c
enzyme_PGI_rev	234000.0	PGI	g6p_c <-- f6p_c
enzyme_PGK_fwd	234000.0	PGK	13dpg_c + adp_c --> 3pg_c + atp_c
enzyme_PGK_rev	234000.0	PGK	13dpg_c + adp_c <-- 3pg_c + atp_c
enzyme_PGLYCK_fwd	234000.0	PGLYCK	atp_c + glyclt_c --> 2pglyc_c + adp_c + h_c
enzyme_PGLYCK_rev	234000.0	PGLYCK	atp_c + glyclt_c <-- 2pglyc_c + adp_c + h_c
enzyme_PGLYCP_fwd	234000.0	PGLYCP	2pglyc_c + h2o_c --> glyclt_c + pi_c
enzyme_PGLYCP_rev	234000.0	PGLYCP	2pglyc_c + h2o_c <-- glyclt_c + pi_c
enzyme_PGL_fwd	234000.0	PGL	6pgl_c + h2o_c --> 6pgc_c + h_c
enzyme_PGL_rev	234000.0	PGL	6pgl_c + h2o_c <-- 6pgc_c + h_c
enzyme_PGMT_fwd	234000.0	PGMT	g1p_c --> g6p_c
enzyme_PGMT_rev	234000.0	PGMT	g1p_c <-- g6p_c
enzyme_PGMTa_fwd	234000.0	PGMTa	g1p_c --> g6p__aD_c
enzyme_PGMTa_rev	234000.0	PGMTa	g1p_c <-- g6p__aD_c
enzyme_PGM_fwd	234000.0	PGM	3pg_c --> 2pg_c
enzyme_PGM_rev	234000.0	PGM	3pg_c <-- 2pg_c
enzyme_PHEADMARGNaEx_fwd	234000.0	PHEADMARGNaEx	admarg__L_c + na1_e + phe__L_e --> admarg__L_e + na1_c + phe__L_c
enzyme_PHEADMARGNaEx_rev	234000.0	PHEADMARGNaEx	admarg__L_c + na1_e + phe__L_e <-- admarg__L_e + na1_c + phe__L_c
enzyme_PHEALANaEx_fwd	234000.0	PHEALANaEx	ala__L_c + na1_e + phe__L_e --> ala__L_e + na1_c + phe__L_c
enzyme_PHEALANaEx_rev	234000.0	PHEALANaEx	ala__L_c + na1_e + phe__L_e <-- ala__L_e + na1_c + phe__L_c
enzyme_PHEARGNaEx_fwd	234000.0	PHEARGNaEx	arg__L_c + na1_e + phe__L_e --> arg__L_e + na1_c + phe__L_c
enzyme_PHEARGNaEx_rev	234000.0	PHEARGNaEx	arg__L_c + na1_e + phe__L_e <-- arg__L_e + na1_c + phe__L_c
enzyme_PHECITRNaEx_fwd	234000.0	PHECITRNaEx	citr__L_c + na1_e + phe__L_e --> citr__L_e + na1_c + phe__L_c
enzyme_PHECITRNaEx_rev	234000.0	PHECITRNaEx	citr__L_c + na1_e + phe__L_e <-- citr__L_e + na1_c + phe__L_c
enzyme_PHELYSNaEx_fwd	234000.0	PHELYSNaEx	lys__L_c + na1_e + phe__L_e --> lys__L_e + na1_c + phe__L_c
enzyme_PHELYSNaEx_rev	234000.0	PHELYSNaEx	lys__L_c + na1_e + phe__L_e <-- lys__L_e + na1_c + phe__L_c
enzyme_PHEMMARGNaEx_fwd	234000.0	PHEMMARGNaEx	mmarg__L_c + na1_e + phe__L_e --> mmarg__L_e + na1_c + phe__L_c
enzyme_PHEMMARGNaEx_rev	234000.0	PHEMMARGNaEx	mmarg__L_c + na1_e + phe__L_e <-- mmarg__L_e + na1_c + phe__L_c
enzyme_PHEORNNaEx_fwd	234000.0	PHEORNNaEx	na1_e + orn__L_c + phe__L_e --> na1_c + orn__L_e + phe__L_c
enzyme_PHEORNNaEx_rev	234000.0	PHEORNNaEx	na1_e + orn__L_c + phe__L_e <-- na1_c + orn__L_e + phe__L_c
enzyme_PHEPROex_fwd	234000.0	PHEPROex	phe__L_c + pro__L_e --> phe__L_e + pro__L_c
enzyme_PHEPROex_rev	234000.0	PHEPROex	phe__L_c + pro__L_e <-- phe__L_e + pro__L_c
enzyme_PHESERex_fwd	234000.0	PHESERex	phe__L_c + ser__L_e --> phe__L_e + ser__L_c
enzyme_PHESERex_rev	234000.0	PHESERex	phe__L_c + ser__L_e <-- phe__L_e + ser__L_c
enzyme_PHETA1_fwd	234000.0	PHETA1	akg_c + phe__L_c --> glu__L_c + phpyr_c
enzyme_PHETA1_rev	234000.0	PHETA1	akg_c + phe__L_c <-- glu__L_c + phpyr_c
enzyme_PHETHRex_fwd	234000.0	PHETHRex	phe__L_c + thr__L_e --> phe__L_e + thr__L_c
enzyme_PHETHRex_rev	234000.0	PHETHRex	phe__L_c + thr__L_e <-- phe__L_e + thr__L_c
enzyme_PHETRPex_fwd	234000.0	PHETRPex	phe__L_c + trp__L_e --> phe__L_e + trp__L_c
enzyme_PHETRPex_rev	234000.0	PHETRPex	phe__L_c + trp__L_e <-- phe__L_e + trp__L_c
enzyme_PHETYRex_fwd	234000.0	PHETYRex	phe__L_c + tyr__L_e --> phe__L_e + tyr__L_c
enzyme_PHETYRex_rev	234000.0	PHETYRex	phe__L_c + tyr__L_e <-- phe__L_e + tyr__L_c
enzyme_PHEVALex_fwd	234000.0	PHEVALex	phe__L_c + val__L_e --> phe__L_e + val__L_c
enzyme_PHEVALex_rev	234000.0	PHEVALex	phe__L_c + val__L_e <-- phe__L_e + val__L_c
enzyme_PHEtec_fwd	234000.0	PHEtec	phe__L_c --> phe__L_e
enzyme_PHEtec_rev	234000.0	PHEtec	phe__L_c <-- phe__L_e
enzyme_PHPT1_fwd	234000.0	PHPT1	h2o_c + protres_Nproshispi_c --> pi_c + protres_his__L_c
enzyme_PHPT1_rev	234000.0	PHPT1	h2o_c + protres_Nproshispi_c <-- pi_c + protres_his__L_c
enzyme_PHPT2_fwd	234000.0	PHPT2	h2o_c + protres_Ntelehispi_c --> pi_c + protres_his__L_c
enzyme_PHPT2_rev	234000.0	PHPT2	h2o_c + protres_Ntelehispi_c <-- pi_c + protres_his__L_c
enzyme_PHPYRAT_fwd	234000.0	PHPYRAT	gln__L_c + phpyr_c --> 2ogm_c + phe__L_c
enzyme_PHPYRAT_rev	234000.0	PHPYRAT	gln__L_c + phpyr_c <-- 2ogm_c + phe__L_c
enzyme_PI2Natex_fwd	234000.0	PI2Natex	2.0 na1_e + pi_e --> 2.0 na1_c + pi_c
enzyme_PI2Natex_rev	234000.0	PI2Natex	2.0 na1_e + pi_e <-- 2.0 na1_c + pi_c
enzyme_PI345P5P_fwd	234000.0	PI345P5P	h2o_c + pail345p_hs_c --> pail34p_hs_c + pi_c
enzyme_PI345P5P_rev	234000.0	PI345P5P	h2o_c + pail345p_hs_c <-- pail34p_hs_c + pi_c
enzyme_PI34P5K_fwd	234000.0	PI34P5K	atp_c + pail34p_hs_c --> adp_c + h_c + pail345p_hs_c
enzyme_PI34P5K_rev	234000.0	PI34P5K	atp_c + pail34p_hs_c <-- adp_c + h_c + pail345p_hs_c
enzyme_PI35P3P_fwd	234000.0	PI35P3P	h2o_c + pail35p_hs_c --> pail5p_hs_c + pi_c
enzyme_PI35P3P_rev	234000.0	PI35P3P	h2o_c + pail35p_hs_c <-- pail5p_hs_c + pi_c
enzyme_PI35P5P_fwd	234000.0	PI35P5P	h2o_c + pail35p_hs_c --> pail3p_hs_c + pi_c
enzyme_PI35P5P_rev	234000.0	PI35P5P	h2o_c + pail35p_hs_c <-- pail3p_hs_c + pi_c
enzyme_PI3K_fwd	234000.0	PI3K	atp_c + pail_hs_c --> adp_c + h_c + pail3p_hs_c
enzyme_PI3K_rev	234000.0	PI3K	atp_c + pail_hs_c <-- adp_c + h_c + pail3p_hs_c
enzyme_PI3P5K_fwd	234000.0	PI3P5K	atp_c + pail3p_hs_c --> adp_c + h_c + pail35p_hs_c
enzyme_PI3P5K_rev	234000.0	PI3P5K	atp_c + pail3p_hs_c <-- adp_c + h_c + pail35p_hs_c
enzyme_PI3PP_fwd	234000.0	PI3PP	h2o_c + pail3p_hs_c --> pail_hs_c + pi_c
enzyme_PI3PP_rev	234000.0	PI3PP	h2o_c + pail3p_hs_c <-- pail_hs_c + pi_c
enzyme_PI45P4P_fwd	234000.0	PI45P4P	h2o_c + pail45p_hs_c --> pail5p_hs_c + pi_c
enzyme_PI45P4P_rev	234000.0	PI45P4P	h2o_c + pail45p_hs_c <-- pail5p_hs_c + pi_c
enzyme_PI45P5P_fwd	234000.0	PI45P5P	h2o_c + pail45p_hs_c --> pail4p_hs_c + pi_c
enzyme_PI45P5P_rev	234000.0	PI45P5P	h2o_c + pail45p_hs_c <-- pail4p_hs_c + pi_c
enzyme_PI45PLC_fwd	234000.0	PI45PLC	h2o_c + pail45p_hs_c --> dag_hs_c + h_c + mi145p_c
enzyme_PI45PLC_rev	234000.0	PI45PLC	h2o_c + pail45p_hs_c <-- dag_hs_c + h_c + mi145p_c
enzyme_PI4K_fwd	234000.0	PI4K	atp_c + pail_hs_c --> adp_c + h_c + pail4p_hs_c
enzyme_PI4K_rev	234000.0	PI4K	atp_c + pail_hs_c <-- adp_c + h_c + pail4p_hs_c
enzyme_PI4P5K_fwd	234000.0	PI4P5K	atp_c + pail4p_hs_c --> adp_c + h_c + pail45p_hs_c
enzyme_PI4P5K_rev	234000.0	PI4P5K	atp_c + pail4p_hs_c <-- adp_c + h_c + pail45p_hs_c
enzyme_PI4PLC_fwd	234000.0	PI4PLC	h2o_c + pail4p_hs_c --> dag_hs_c + h_c + mi14p_c
enzyme_PI4PLC_rev	234000.0	PI4PLC	h2o_c + pail4p_hs_c <-- dag_hs_c + h_c + mi14p_c
enzyme_PI4PP_fwd	234000.0	PI4PP	h2o_c + pail4p_hs_c --> pail_hs_c + pi_c
enzyme_PI4PP_rev	234000.0	PI4PP	h2o_c + pail4p_hs_c <-- pail_hs_c + pi_c
enzyme_PI5K_fwd	234000.0	PI5K	atp_c + pail_hs_c --> adp_c + h_c + pail5p_hs_c
enzyme_PI5K_rev	234000.0	PI5K	atp_c + pail_hs_c <-- adp_c + h_c + pail5p_hs_c
enzyme_PI5P4KA_fwd	234000.0	PI5P4KA	atp_c + pail5p_hs_c --> adp_c + h_c + pail45p_hs_c
enzyme_PI5P4KA_rev	234000.0	PI5P4KA	atp_c + pail5p_hs_c <-- adp_c + h_c + pail45p_hs_c
enzyme_PI5P4KG_fwd	234000.0	PI5P4KG	gtp_c + pail5p_hs_c --> gdp_c + h_c + pail45p_hs_c
enzyme_PI5P4KG_rev	234000.0	PI5P4KG	gtp_c + pail5p_hs_c <-- gdp_c + h_c + pail45p_hs_c
enzyme_PIPLA2_fwd	234000.0	PIPLA2	h2o_c + pail_hs_c --> FA_hs_c + h_c + lpail_hs_c
enzyme_PIPLA2_rev	234000.0	PIPLA2	h2o_c + pail_hs_c <-- FA_hs_c + h_c + lpail_hs_c
enzyme_PIPLC_fwd	234000.0	PIPLC	h2o_c + pail_hs_c --> dag_hs_c + h_c + mi1p__D_c
enzyme_PIPLC_rev	234000.0	PIPLC	h2o_c + pail_hs_c <-- dag_hs_c + h_c + mi1p__D_c
enzyme_PNP2_fwd	234000.0	PNP2	nicrns_c + pi_c --> h_c + nac_c + r1p_c
enzyme_PNP2_rev	234000.0	PNP2	nicrns_c + pi_c <-- h_c + nac_c + r1p_c
enzyme_PNP_fwd	234000.0	PNP	pi_c + rnam_c --> h_c + ncam_c + r1p_c
enzyme_PNP_rev	234000.0	PNP	pi_c + rnam_c <-- h_c + ncam_c + r1p_c
enzyme_PNTOK_fwd	234000.0	PNTOK	atp_c + pnto__R_c --> 4ppnto__R_c + adp_c + h_c
enzyme_PNTOK_rev	234000.0	PNTOK	atp_c + pnto__R_c <-- 4ppnto__R_c + adp_c + h_c
enzyme_POLYUBBPL_fwd	234000.0	POLYUBBPL	polyubb_c --> 3.0 ubiquitin_c
enzyme_POLYUBBPL_rev	234000.0	POLYUBBPL	polyubb_c <-- 3.0 ubiquitin_c
enzyme_PPA2_fwd	234000.0	PPA2	h2o_c + pppi_c --> h_c + pi_c + ppi_c
enzyme_PPA2_rev	234000.0	PPA2	h2o_c + pppi_c <-- h_c + pi_c + ppi_c
enzyme_PPA_ACACtex_fwd	234000.0	PPA_ACACtex	acac_e + ppa_c --> acac_c + ppa_e
enzyme_PPA_ACACtex_rev	234000.0	PPA_ACACtex	acac_e + ppa_c <-- acac_c + ppa_e
enzyme_PPA_ACtex_fwd	234000.0	PPA_ACtex	ac_e + ppa_c --> ac_c + ppa_e
enzyme_PPA_ACtex_rev	234000.0	PPA_ACtex	ac_e + ppa_c <-- ac_c + ppa_e
enzyme_PPA_GLYCLTtex_fwd	234000.0	PPA_GLYCLTtex	glyclt_e + ppa_c --> glyclt_c + ppa_e
enzyme_PPA_GLYCLTtex_rev	234000.0	PPA_GLYCLTtex	glyclt_e + ppa_c <-- glyclt_c + ppa_e
enzyme_PPA_fwd	234000.0	PPA	h2o_c + ppi_c --> h_c + 2.0 pi_c
enzyme_PPA_rev	234000.0	PPA	h2o_c + ppi_c <-- h_c + 2.0 pi_c
enzyme_PPAe_fwd	234000.0	PPAe	h2o_e + ppi_e --> h_e + 2.0 pi_e
enzyme_PPAe_rev	234000.0	PPAe	h2o_e + ppi_e <-- h_e + 2.0 pi_e
enzyme_PPAt2r_fwd	234000.0	PPAt2r	h_c + ppa_c --> h_e + ppa_e
enzyme_PPAt2r_rev	234000.0	PPAt2r	h_c + ppa_c <-- h_e + ppa_e
enzyme_PPBNGS_fwd	234000.0	PPBNGS	2.0 5aop_c --> 2.0 h2o_c + h_c + ppbng_c
enzyme_PPBNGS_rev	234000.0	PPBNGS	2.0 5aop_c <-- 2.0 h2o_c + h_c + ppbng_c
enzyme_PPCDC_fwd	234000.0	PPCDC	4ppcys__R_c + h_c --> 4pptth__R_c + co2_c
enzyme_PPCDC_rev	234000.0	PPCDC	4ppcys__R_c + h_c <-- 4pptth__R_c + co2_c
enzyme_PPDOy_fwd	234000.0	PPDOy	h_c + lald__D_c + nadph_c --> 12ppd__R_c + nadp_c
enzyme_PPDOy_rev	234000.0	PPDOy	h_c + lald__D_c + nadph_c <-- 12ppd__R_c + nadp_c
enzyme_PPM2_fwd	234000.0	PPM2	2dr1p_c --> 2dr5p_c
enzyme_PPM2_rev	234000.0	PPM2	2dr1p_c <-- 2dr5p_c
enzyme_PPMEPP2A_fwd	234000.0	PPMEPP2A	h2o_c + pp2a_leumeo_c --> h_c + meoh_c + pp2a_leu__L_c
enzyme_PPMEPP2A_rev	234000.0	PPMEPP2A	h2o_c + pp2a_leumeo_c <-- h_c + meoh_c + pp2a_leu__L_c
enzyme_PPM_fwd	234000.0	PPM	r1p_c --> r5p_c
enzyme_PPM_rev	234000.0	PPM	r1p_c <-- r5p_c
enzyme_PPNCL3_fwd	234000.0	PPNCL3	4ppnto__R_c + atp_c + cys__L_c --> 4ppcys__R_c + amp_c + h_c + ppi_c
enzyme_PPNCL3_rev	234000.0	PPNCL3	4ppnto__R_c + atp_c + cys__L_c <-- 4ppcys__R_c + amp_c + h_c + ppi_c
enzyme_PRDX1GRDX2CDG_fwd	234000.0	PRDX1GRDX2CDG	grdx2crd_c + prdx1cgth_c --> grdx2cgth_c + prdx1crd_c
enzyme_PRDX1GRDX2CDG_rev	234000.0	PRDX1GRDX2CDG	grdx2crd_c + prdx1cgth_c <-- grdx2cgth_c + prdx1crd_c
enzyme_PRDX1GTHDG_fwd	234000.0	PRDX1GTHDG	gthrd_c + prdx1cgth_c --> gthox_c + prdx1crd_c
enzyme_PRDX1GTHDG_rev	234000.0	PRDX1GTHDG	gthrd_c + prdx1cgth_c <-- gthox_c + prdx1crd_c
enzyme_PRDX1GTHG_fwd	234000.0	PRDX1GTHG	gthrd_c + prdx1cso_c --> h2o_c + prdx1cgth_c
enzyme_PRDX1GTHG_rev	234000.0	PRDX1GTHG	gthrd_c + prdx1cso_c <-- h2o_c + prdx1cgth_c
enzyme_PRDX1OX1_fwd	234000.0	PRDX1OX1	h2o2_c + prdx1crd_c --> h2o_c + prdx1cso_c
enzyme_PRDX1OX1_rev	234000.0	PRDX1OX1	h2o2_c + prdx1crd_c <-- h2o_c + prdx1cso_c
enzyme_PRDX2OX1_fwd	234000.0	PRDX2OX1	h2o2_c + prdx2crd_c --> h2o_c + prdx2cso_c
enzyme_PRDX2OX1_rev	234000.0	PRDX2OX1	h2o2_c + prdx2crd_c <-- h2o_c + prdx2cso_c
enzyme_PRDX2OX2_fwd	234000.0	PRDX2OX2	prdx2crd_c + urateooh_c --> 5hiu_c + prdx2cso_c
enzyme_PRDX2OX2_rev	234000.0	PRDX2OX2	prdx2crd_c + urateooh_c <-- 5hiu_c + prdx2cso_c
enzyme_PRDX2SO2OX1_fwd	234000.0	PRDX2SO2OX1	h2o2_c + prdx2cso2_c --> h2o_c + prdx2cso3_c
enzyme_PRDX2SO2OX1_rev	234000.0	PRDX2SO2OX1	h2o2_c + prdx2cso2_c <-- h2o_c + prdx2cso3_c
enzyme_PRDX2SOOX1_fwd	234000.0	PRDX2SOOX1	h2o2_c + prdx2cso_c --> h2o_c + h_c + prdx2cso2_c
enzyme_PRDX2SOOX1_rev	234000.0	PRDX2SOOX1	h2o2_c + prdx2cso_c <-- h2o_c + h_c + prdx2cso2_c
enzyme_PRDX2SOR_fwd	234000.0	PRDX2SOR	prdx2cso_c --> h2o_c + prdx2cox_c
enzyme_PRDX2SOR_rev	234000.0	PRDX2SOR	prdx2cso_c <-- h2o_c + prdx2cox_c
enzyme_PRDX2TRDXRD_fwd	234000.0	PRDX2TRDXRD	prdx2cox_c + trdxrd_c --> prdx2crd_c + trdxox_c
enzyme_PRDX2TRDXRD_rev	234000.0	PRDX2TRDXRD	prdx2cox_c + trdxrd_c <-- prdx2crd_c + trdxox_c
enzyme_PRGNSABCte_fwd	234000.0	PRGNSABCte	atp_c + h2o_c + prgnlones_c --> adp_c + h_c + pi_c + prgnlones_e
enzyme_PRGNSABCte_rev	234000.0	PRGNSABCte	atp_c + h2o_c + prgnlones_c <-- adp_c + h_c + pi_c + prgnlones_e
enzyme_PRGNStec_fwd	234000.0	PRGNStec	prgnlones_e --> prgnlones_c
enzyme_PRGNStec_rev	234000.0	PRGNStec	prgnlones_e <-- prgnlones_c
enzyme_PRGSTRNRy_fwd	234000.0	PRGSTRNRy	h_c + nadph_c + prgstrn_c --> aprgstrn_c + nadp_c
enzyme_PRGSTRNRy_rev	234000.0	PRGSTRNRy	h_c + nadph_c + prgstrn_c <-- aprgstrn_c + nadp_c
enzyme_PRMTADMA_fwd	234000.0	PRMTADMA	amet__L_c + protres_mmarg__L_c --> ahcys__L_c + h_c + protres_admarg__L_c
enzyme_PRMTADMA_rev	234000.0	PRMTADMA	amet__L_c + protres_mmarg__L_c <-- ahcys__L_c + h_c + protres_admarg__L_c
enzyme_PRMTMMA_fwd	234000.0	PRMTMMA	amet__L_c + protres_arg__L_c --> ahcys__L_c + h_c + protres_mmarg__L_c
enzyme_PRMTMMA_rev	234000.0	PRMTMMA	amet__L_c + protres_arg__L_c <-- ahcys__L_c + h_c + protres_mmarg__L_c
enzyme_PRMTSDMA_fwd	234000.0	PRMTSDMA	amet__L_c + protres_mmarg__L_c --> ahcys__L_c + h_c + protres_sdmarg__L_c
enzyme_PRMTSDMA_rev	234000.0	PRMTSDMA	amet__L_c + protres_mmarg__L_c <-- ahcys__L_c + h_c + protres_sdmarg__L_c
enzyme_PROADMARGNaEx_fwd	234000.0	PROADMARGNaEx	admarg__L_c + na1_e + pro__L_e --> admarg__L_e + na1_c + pro__L_c
enzyme_PROADMARGNaEx_rev	234000.0	PROADMARGNaEx	admarg__L_c + na1_e + pro__L_e <-- admarg__L_e + na1_c + pro__L_c
enzyme_PROARGNaEx_fwd	234000.0	PROARGNaEx	arg__L_c + na1_e + pro__L_e --> arg__L_e + na1_c + pro__L_c
enzyme_PROARGNaEx_rev	234000.0	PROARGNaEx	arg__L_c + na1_e + pro__L_e <-- arg__L_e + na1_c + pro__L_c
enzyme_PROCITRNaEx_fwd	234000.0	PROCITRNaEx	citr__L_c + na1_e + pro__L_e --> citr__L_e + na1_c + pro__L_c
enzyme_PROCITRNaEx_rev	234000.0	PROCITRNaEx	citr__L_c + na1_e + pro__L_e <-- citr__L_e + na1_c + pro__L_c
enzyme_PROLYSNaEx_fwd	234000.0	PROLYSNaEx	lys__L_c + na1_e + pro__L_e --> lys__L_e + na1_c + pro__L_c
enzyme_PROLYSNaEx_rev	234000.0	PROLYSNaEx	lys__L_c + na1_e + pro__L_e <-- lys__L_e + na1_c + pro__L_c
enzyme_PROMMARGNaEx_fwd	234000.0	PROMMARGNaEx	mmarg__L_c + na1_e + pro__L_e --> mmarg__L_e + na1_c + pro__L_c
enzyme_PROMMARGNaEx_rev	234000.0	PROMMARGNaEx	mmarg__L_c + na1_e + pro__L_e <-- mmarg__L_e + na1_c + pro__L_c
