enzyme	enzyme_keff	reactions	direction
enzyme_1SGTH2OHE1ABCte_fwd	234000.0	1SGTH2OHE1ABCte	1sgth2hoxe1_c + atp_c + h2o_c --> 1sgth2hoxe1_e + adp_c + h_c + pi_c
enzyme_1SGTH2OHE1ABCte_rev	234000.0	1SGTH2OHE1ABCte	1sgth2hoxe1_c + atp_c + h2o_c <-- 1sgth2hoxe1_e + adp_c + h_c + pi_c
enzyme_1SGTH2OHE2ABCte_fwd	234000.0	1SGTH2OHE2ABCte	1sgth2hoxe2_c + atp_c + h2o_c --> 1sgth2hoxe2_e + adp_c + h_c + pi_c
enzyme_1SGTH2OHE2ABCte_rev	234000.0	1SGTH2OHE2ABCte	1sgth2hoxe2_c + atp_c + h2o_c <-- 1sgth2hoxe2_e + adp_c + h_c + pi_c
enzyme_23CGAMPABCte_fwd	234000.0	23CGAMPABCte	23cgamp_c + atp_c + h2o_c --> 23cgamp_e + adp_c + h_c + pi_c
enzyme_23CGAMPABCte_rev	234000.0	23CGAMPABCte	23cgamp_c + atp_c + h2o_c <-- 23cgamp_e + adp_c + h_c + pi_c
enzyme_23CGAMP_AICARtex_fwd	234000.0	23CGAMP_AICARtex	23cgamp_e + aicar_c --> 23cgamp_c + aicar_e
enzyme_23CGAMP_AICARtex_rev	234000.0	23CGAMP_AICARtex	23cgamp_e + aicar_c <-- 23cgamp_c + aicar_e
enzyme_23CGAMP_OHtex_fwd	234000.0	23CGAMP_OHtex	23cgamp_e + oh1_c --> 23cgamp_c + oh1_e
enzyme_23CGAMP_OHtex_rev	234000.0	23CGAMP_OHtex	23cgamp_e + oh1_c <-- 23cgamp_c + oh1_e
enzyme_23CGAMP_THMMPtex_fwd	234000.0	23CGAMP_THMMPtex	23cgamp_e + thmmp_c --> 23cgamp_c + thmmp_e
enzyme_23CGAMP_THMMPtex_rev	234000.0	23CGAMP_THMMPtex	23cgamp_e + thmmp_c <-- 23cgamp_c + thmmp_e
enzyme_23E1QN1GST_fwd	234000.0	23E1QN1GST	estrone23qn_c + gthrd_c --> 1sgth2hoxe1_c
enzyme_23E1QN1GST_rev	234000.0	23E1QN1GST	estrone23qn_c + gthrd_c <-- 1sgth2hoxe1_c
enzyme_23E1QN4GST_fwd	234000.0	23E1QN4GST	estrone23qn_c + gthrd_c --> 4sgth2hoxe1_c
enzyme_23E1QN4GST_rev	234000.0	23E1QN4GST	estrone23qn_c + gthrd_c <-- 4sgth2hoxe1_c
enzyme_23E2QN1GST_fwd	234000.0	23E2QN1GST	estradiol23qn_c + gthrd_c --> 1sgth2hoxe2_c
enzyme_23E2QN1GST_rev	234000.0	23E2QN1GST	estradiol23qn_c + gthrd_c <-- 1sgth2hoxe2_c
enzyme_23E2QN4GST_fwd	234000.0	23E2QN4GST	estradiol23qn_c + gthrd_c --> 4sgth2hoxe2_c
enzyme_23E2QN4GST_rev	234000.0	23E2QN4GST	estradiol23qn_c + gthrd_c <-- 4sgth2hoxe2_c
enzyme_2ABUTGLYDP_fwd	234000.0	2ABUTGLYDP	2abutgly_c + h2o_c --> 2abut_c + gly_c
enzyme_2ABUTGLYDP_rev	234000.0	2ABUTGLYDP	2abutgly_c + h2o_c <-- 2abut_c + gly_c
enzyme_2ABUTTA_fwd	234000.0	2ABUTTA	2abut_c + akg_c --> 2obut_c + glu__L_c
enzyme_2ABUTTA_rev	234000.0	2ABUTTA	2abut_c + akg_c <-- 2obut_c + glu__L_c
enzyme_2ABUTtec_fwd	234000.0	2ABUTtec	2abut_c --> 2abut_e
enzyme_2ABUTtec_rev	234000.0	2ABUTtec	2abut_c <-- 2abut_e
enzyme_2DADNt_fwd	234000.0	2DADNt	2dadn_c --> 2dadn_e
enzyme_2DADNt_rev	234000.0	2DADNt	2dadn_c <-- 2dadn_e
enzyme_2DGSNt_fwd	234000.0	2DGSNt	2dgsn_c --> 2dgsn_e
enzyme_2DGSNt_rev	234000.0	2DGSNt	2dgsn_c <-- 2dgsn_e
enzyme_2DINSt_fwd	234000.0	2DINSt	2dins_c --> 2dins_e
enzyme_2DINSt_rev	234000.0	2DINSt	2dins_c <-- 2dins_e
enzyme_2DURIt_fwd	234000.0	2DURIt	2duri_c --> 2duri_e
enzyme_2DURIt_rev	234000.0	2DURIt	2duri_c <-- 2duri_e
enzyme_2HBO_fwd	234000.0	2HBO	2hb_c + nad_c --> 2obut_c + h_c + nadh_c
enzyme_2HBO_rev	234000.0	2HBO	2hb_c + nad_c <-- 2obut_c + h_c + nadh_c
enzyme_2HB_5OXPROtex_fwd	234000.0	2HB_5OXPROtex	2hb_c + 5oxpro_e --> 2hb_e + 5oxpro_c
enzyme_2HB_5OXPROtex_rev	234000.0	2HB_5OXPROtex	2hb_c + 5oxpro_e <-- 2hb_e + 5oxpro_c
enzyme_2HB_ACACtex_fwd	234000.0	2HB_ACACtex	2hb_c + acac_e --> 2hb_e + acac_c
enzyme_2HB_ACACtex_rev	234000.0	2HB_ACACtex	2hb_c + acac_e <-- 2hb_e + acac_c
enzyme_2HB_ACtex_fwd	234000.0	2HB_ACtex	2hb_c + ac_e --> 2hb_e + ac_c
enzyme_2HB_ACtex_rev	234000.0	2HB_ACtex	2hb_c + ac_e <-- 2hb_e + ac_c
enzyme_2HB_BUTtex_fwd	234000.0	2HB_BUTtex	2hb_c + but_e --> 2hb_e + but_c
enzyme_2HB_BUTtex_rev	234000.0	2HB_BUTtex	2hb_c + but_e <-- 2hb_e + but_c
enzyme_2HB_DLACtex_fwd	234000.0	2HB_DLACtex	2hb_c + lac__D_e --> 2hb_e + lac__D_c
enzyme_2HB_DLACtex_rev	234000.0	2HB_DLACtex	2hb_c + lac__D_e <-- 2hb_e + lac__D_c
enzyme_2HB_GLYCLTtex_fwd	234000.0	2HB_GLYCLTtex	2hb_c + glyclt_e --> 2hb_e + glyclt_c
enzyme_2HB_GLYCLTtex_rev	234000.0	2HB_GLYCLTtex	2hb_c + glyclt_e <-- 2hb_e + glyclt_c
enzyme_2HB_PPAtex_fwd	234000.0	2HB_PPAtex	2hb_c + ppa_e --> 2hb_e + ppa_c
enzyme_2HB_PPAtex_rev	234000.0	2HB_PPAtex	2hb_c + ppa_e <-- 2hb_e + ppa_c
enzyme_2HBt2_fwd	234000.0	2HBt2	2hb_c + h_c --> 2hb_e + h_e
enzyme_2HBt2_rev	234000.0	2HBt2	2hb_c + h_c <-- 2hb_e + h_e
enzyme_2IMBUTDA_fwd	234000.0	2IMBUTDA	2ibut_c + h2o_c --> 2obut_c + nh4_c
enzyme_2IMBUTDA_rev	234000.0	2IMBUTDA	2ibut_c + h2o_c <-- 2obut_c + nh4_c
enzyme_2IMPPADA_fwd	234000.0	2IMPPADA	2imppa_c + h2o_c --> nh4_c + pyr_c
enzyme_2IMPPADA_rev	234000.0	2IMPPADA	2imppa_c + h2o_c <-- nh4_c + pyr_c
enzyme_2LACK_L_fwd	234000.0	2LACK_L	atp_c + lac__L_c --> 2plac__L_c + adp_c + h_c
enzyme_2LACK_L_rev	234000.0	2LACK_L	atp_c + lac__L_c <-- 2plac__L_c + adp_c + h_c
enzyme_2LACP_L_fwd	234000.0	2LACP_L	2plac__L_c + h2o_c --> lac__L_c + pi_c
enzyme_2LACP_L_rev	234000.0	2LACP_L	2plac__L_c + h2o_c <-- lac__L_c + pi_c
enzyme_2OBUT_2HBtex_fwd	234000.0	2OBUT_2HBtex	2hb_e + 2obut_c --> 2hb_c + 2obut_e
enzyme_2OBUT_2HBtex_rev	234000.0	2OBUT_2HBtex	2hb_e + 2obut_c <-- 2hb_c + 2obut_e
enzyme_2OBUT_5OXPROtex_fwd	234000.0	2OBUT_5OXPROtex	2obut_c + 5oxpro_e --> 2obut_e + 5oxpro_c
enzyme_2OBUT_5OXPROtex_rev	234000.0	2OBUT_5OXPROtex	2obut_c + 5oxpro_e <-- 2obut_e + 5oxpro_c
enzyme_2OBUT_ACACtex_fwd	234000.0	2OBUT_ACACtex	2obut_c + acac_e --> 2obut_e + acac_c
enzyme_2OBUT_ACACtex_rev	234000.0	2OBUT_ACACtex	2obut_c + acac_e <-- 2obut_e + acac_c
enzyme_2OBUT_ACtex_fwd	234000.0	2OBUT_ACtex	2obut_c + ac_e --> 2obut_e + ac_c
enzyme_2OBUT_ACtex_rev	234000.0	2OBUT_ACtex	2obut_c + ac_e <-- 2obut_e + ac_c
enzyme_2OBUT_BUTtex_fwd	234000.0	2OBUT_BUTtex	2obut_c + but_e --> 2obut_e + but_c
enzyme_2OBUT_BUTtex_rev	234000.0	2OBUT_BUTtex	2obut_c + but_e <-- 2obut_e + but_c
enzyme_2OBUT_DLACtex_fwd	234000.0	2OBUT_DLACtex	2obut_c + lac__D_e --> 2obut_e + lac__D_c
enzyme_2OBUT_DLACtex_rev	234000.0	2OBUT_DLACtex	2obut_c + lac__D_e <-- 2obut_e + lac__D_c
enzyme_2OBUT_GLYCLTtex_fwd	234000.0	2OBUT_GLYCLTtex	2obut_c + glyclt_e --> 2obut_e + glyclt_c
enzyme_2OBUT_GLYCLTtex_rev	234000.0	2OBUT_GLYCLTtex	2obut_c + glyclt_e <-- 2obut_e + glyclt_c
enzyme_2OBUT_LLACtex_fwd	234000.0	2OBUT_LLACtex	2obut_c + lac__L_e --> 2obut_e + lac__L_c
enzyme_2OBUT_LLACtex_rev	234000.0	2OBUT_LLACtex	2obut_c + lac__L_e <-- 2obut_e + lac__L_c
enzyme_2OBUT_PPAtex_fwd	234000.0	2OBUT_PPAtex	2obut_c + ppa_e --> 2obut_e + ppa_c
enzyme_2OBUT_PPAtex_rev	234000.0	2OBUT_PPAtex	2obut_c + ppa_e <-- 2obut_e + ppa_c
enzyme_2OBUTt_fwd	234000.0	2OBUTt	2obut_c + h_c --> 2obut_e + h_e
enzyme_2OBUTt_rev	234000.0	2OBUTt	2obut_c + h_c <-- 2obut_e + h_e
enzyme_2OHE1MT2_fwd	234000.0	2OHE1MT2	2hoxe1_c + amet__L_c --> 2hox3mtoxe1_c + ahcys__L_c + h_c
enzyme_2OHE1MT2_rev	234000.0	2OHE1MT2	2hoxe1_c + amet__L_c <-- 2hox3mtoxe1_c + ahcys__L_c + h_c
enzyme_2OHE1MT_fwd	234000.0	2OHE1MT	2hoxe1_c + amet__L_c --> 2mtoxe1_c + ahcys__L_c + h_c
enzyme_2OHE1MT_rev	234000.0	2OHE1MT	2hoxe1_c + amet__L_c <-- 2mtoxe1_c + ahcys__L_c + h_c
enzyme_2OHE1PX_fwd	234000.0	2OHE1PX	2.0 2hoxe1_c + h2o2_c --> 2.0 estrone23sqn_c + 2.0 h2o_c
enzyme_2OHE1PX_rev	234000.0	2OHE1PX	2.0 2hoxe1_c + h2o2_c <-- 2.0 estrone23sqn_c + 2.0 h2o_c
enzyme_2OHE2MT2_fwd	234000.0	2OHE2MT2	2hoxe2_c + amet__L_c --> 2hox3mtoxe2_c + ahcys__L_c + h_c
enzyme_2OHE2MT2_rev	234000.0	2OHE2MT2	2hoxe2_c + amet__L_c <-- 2hox3mtoxe2_c + ahcys__L_c + h_c
enzyme_2OHE2MT_fwd	234000.0	2OHE2MT	2hoxe2_c + amet__L_c --> 2mtoxe2_c + ahcys__L_c + h_c
enzyme_2OHE2MT_rev	234000.0	2OHE2MT	2hoxe2_c + amet__L_c <-- 2mtoxe2_c + ahcys__L_c + h_c
enzyme_2OHE2PX_fwd	234000.0	2OHE2PX	2.0 2hoxe2_c + h2o2_c --> 2.0 estradiol23sqn_c + 2.0 h2o_c
enzyme_2OHE2PX_rev	234000.0	2OHE2PX	2.0 2hoxe2_c + h2o2_c <-- 2.0 estradiol23sqn_c + 2.0 h2o_c
enzyme_2SGTH4OHE1ABCte_fwd	234000.0	2SGTH4OHE1ABCte	2sgth4hoxe1_c + atp_c + h2o_c --> 2sgth4hoxe1_e + adp_c + h_c + pi_c
enzyme_2SGTH4OHE1ABCte_rev	234000.0	2SGTH4OHE1ABCte	2sgth4hoxe1_c + atp_c + h2o_c <-- 2sgth4hoxe1_e + adp_c + h_c + pi_c
enzyme_2SGTH4OHE2ABCte_fwd	234000.0	2SGTH4OHE2ABCte	2sgth4hoxe2_c + atp_c + h2o_c --> 2sgth4hoxe2_e + adp_c + h_c + pi_c
enzyme_2SGTH4OHE2ABCte_rev	234000.0	2SGTH4OHE2ABCte	2sgth4hoxe2_c + atp_c + h2o_c <-- 2sgth4hoxe2_e + adp_c + h_c + pi_c
enzyme_34DHALDDx_fwd	234000.0	34DHALDDx	34dhpac_c + h2o_c + nad_c --> 34dhpha_c + 2.0 h_c + nadh_c
enzyme_34DHALDDx_rev	234000.0	34DHALDDx	34dhpac_c + h2o_c + nad_c <-- 34dhpha_c + 2.0 h_c + nadh_c
enzyme_34DHALDDy_fwd	234000.0	34DHALDDy	34dhpac_c + h2o_c + nadp_c --> 34dhpha_c + 2.0 h_c + nadph_c
enzyme_34DHALDDy_rev	234000.0	34DHALDDy	34dhpac_c + h2o_c + nadp_c <-- 34dhpha_c + 2.0 h_c + nadph_c
enzyme_34DHOXMANDMT_fwd	234000.0	34DHOXMANDMT	34dhoxmand_c + amet__L_c --> 3mox4hoxm_c + ahcys__L_c + h_c
enzyme_34DHOXMANDMT_rev	234000.0	34DHOXMANDMT	34dhoxmand_c + amet__L_c <-- 3mox4hoxm_c + ahcys__L_c + h_c
enzyme_34DHPHAMT_fwd	234000.0	34DHPHAMT	34dhpha_c + amet__L_c --> ahcys__L_c + h_c + homoval_c
enzyme_34DHPHAMT_rev	234000.0	34DHPHAMT	34dhpha_c + amet__L_c <-- ahcys__L_c + h_c + homoval_c
enzyme_34DHXMANDACOXx_fwd	234000.0	34DHXMANDACOXx	34dhmald_c + h2o_c + nad_c --> 34dhoxmand_c + 2.0 h_c + nadh_c
enzyme_34DHXMANDACOXx_rev	234000.0	34DHXMANDACOXx	34dhmald_c + h2o_c + nad_c <-- 34dhoxmand_c + 2.0 h_c + nadh_c
enzyme_34DHXMANDACOXy_fwd	234000.0	34DHXMANDACOXy	34dhmald_c + h2o_c + nadp_c --> 34dhoxmand_c + 2.0 h_c + nadph_c
enzyme_34DHXMANDACOXy_rev	234000.0	34DHXMANDACOXy	34dhmald_c + h2o_c + nadp_c <-- 34dhoxmand_c + 2.0 h_c + nadph_c
enzyme_34E1QN2GST_fwd	234000.0	34E1QN2GST	estrone34qn_c + gthrd_c --> 2sgth4hoxe1_c
enzyme_34E1QN2GST_rev	234000.0	34E1QN2GST	estrone34qn_c + gthrd_c <-- 2sgth4hoxe1_c
enzyme_34E2QN2GST_fwd	234000.0	34E2QN2GST	estradiol34qn_c + gthrd_c --> 2sgth4hoxe2_c
enzyme_34E2QN2GST_rev	234000.0	34E2QN2GST	estradiol34qn_c + gthrd_c <-- 2sgth4hoxe2_c
enzyme_3DGRy_fwd	234000.0	3DGRy	3dglc_c + h_c + nadph_c --> 3dfru_c + nadp_c
enzyme_3DGRy_rev	234000.0	3DGRy	3dglc_c + h_c + nadph_c <-- 3dfru_c + nadp_c
enzyme_3M4HDXPACx_fwd	234000.0	3M4HDXPACx	3mox4hpac_c + h2o_c + nad_c --> 2.0 h_c + homoval_c + nadh_c
enzyme_3M4HDXPACx_rev	234000.0	3M4HDXPACx	3mox4hpac_c + h2o_c + nad_c <-- 2.0 h_c + homoval_c + nadh_c
enzyme_3M4HDXPACy_fwd	234000.0	3M4HDXPACy	3mox4hpac_c + h2o_c + nadp_c --> 2.0 h_c + homoval_c + nadph_c
enzyme_3M4HDXPACy_rev	234000.0	3M4HDXPACy	3mox4hpac_c + h2o_c + nadp_c <-- 2.0 h_c + homoval_c + nadph_c
enzyme_3SALATA_fwd	234000.0	3SALATA	3sala__L_c + akg_c --> 3snpyr_c + glu__L_c
enzyme_3SALATA_rev	234000.0	3SALATA	3sala__L_c + akg_c <-- 3snpyr_c + glu__L_c
enzyme_4GTH56DHIABCte_fwd	234000.0	4GTH56DHIABCte	4sgth56dhilne_c + atp_c + h2o_c --> 4sgth56dhilne_e + adp_c + h_c + pi_c
enzyme_4GTH56DHIABCte_rev	234000.0	4GTH56DHIABCte	4sgth56dhilne_c + atp_c + h2o_c <-- 4sgth56dhilne_e + adp_c + h_c + pi_c
enzyme_4HPROLTASCT1_fwd	234000.0	4HPROLTASCT1	4hpro_LT_c + ala__L_e + na1_e --> 4hpro_LT_e + ala__L_c + na1_c
enzyme_4HPROLTASCT1_rev	234000.0	4HPROLTASCT1	4hpro_LT_c + ala__L_e + na1_e <-- 4hpro_LT_e + ala__L_c + na1_c
enzyme_4OHE1MT_fwd	234000.0	4OHE1MT	4hoxe1_c + amet__L_c --> 4mtoxe1_c + ahcys__L_c + h_c
enzyme_4OHE1MT_rev	234000.0	4OHE1MT	4hoxe1_c + amet__L_c <-- 4mtoxe1_c + ahcys__L_c + h_c
enzyme_4OHE1PX_fwd	234000.0	4OHE1PX	2.0 4hoxe1_c + h2o2_c --> 2.0 estrone34sqn_c + 2.0 h2o_c
enzyme_4OHE1PX_rev	234000.0	4OHE1PX	2.0 4hoxe1_c + h2o2_c <-- 2.0 estrone34sqn_c + 2.0 h2o_c
enzyme_4OHE2MT_fwd	234000.0	4OHE2MT	4hoxe2_c + amet__L_c --> 4mtoxe2_c + ahcys__L_c + h_c
enzyme_4OHE2MT_rev	234000.0	4OHE2MT	4hoxe2_c + amet__L_c <-- 4mtoxe2_c + ahcys__L_c + h_c
enzyme_4OHE2PX_fwd	234000.0	4OHE2PX	2.0 4hoxe2_c + h2o2_c --> 2.0 estradiol34sqn_c + 2.0 h2o_c
enzyme_4OHE2PX_rev	234000.0	4OHE2PX	2.0 4hoxe2_c + h2o2_c <-- 2.0 estradiol34sqn_c + 2.0 h2o_c
enzyme_4PERK_fwd	234000.0	4PERK	adp_c + e14bp_c + h_c --> 4per_c + atp_c
enzyme_4PERK_rev	234000.0	4PERK	adp_c + e14bp_c + h_c <-- 4per_c + atp_c
enzyme_4PYRNK_fwd	234000.0	4PYRNK	4pyrn_c + atp_c --> 4pyrmp_c + adp_c + h_c
enzyme_4PYRNK_rev	234000.0	4PYRNK	4pyrn_c + atp_c <-- 4pyrmp_c + adp_c + h_c
enzyme_4PYRNN_fwd	234000.0	4PYRNN	4pyrmp_c + h2o_c --> 4pyrn_c + pi_c
enzyme_4PYRNN_rev	234000.0	4PYRNN	4pyrmp_c + h2o_c <-- 4pyrn_c + pi_c
enzyme_4SGTH2OHE1ABCte_fwd	234000.0	4SGTH2OHE1ABCte	4sgth2hoxe1_c + atp_c + h2o_c --> 4sgth2hoxe1_e + adp_c + h_c + pi_c
enzyme_4SGTH2OHE1ABCte_rev	234000.0	4SGTH2OHE1ABCte	4sgth2hoxe1_c + atp_c + h2o_c <-- 4sgth2hoxe1_e + adp_c + h_c + pi_c
enzyme_4SGTH2OHE2ABCte_fwd	234000.0	4SGTH2OHE2ABCte	4sgth2hoxe2_c + atp_c + h2o_c --> 4sgth2hoxe2_e + adp_c + h_c + pi_c
enzyme_4SGTH2OHE2ABCte_rev	234000.0	4SGTH2OHE2ABCte	4sgth2hoxe2_c + atp_c + h2o_c <-- 4sgth2hoxe2_e + adp_c + h_c + pi_c
enzyme_56DHIGTHABCte_fwd	234000.0	56DHIGTHABCte	4sgth56dhi_c + atp_c + h2o_c --> 4sgth56dhi_e + adp_c + h_c + pi_c
enzyme_56DHIGTHABCte_rev	234000.0	56DHIGTHABCte	4sgth56dhi_c + atp_c + h2o_c <-- 4sgth56dhi_e + adp_c + h_c + pi_c
enzyme_56DHIPX_fwd	234000.0	56DHIPX	2.0 56dhi_c + h2o2_c --> 2.0 h2o_c + 2.0 ind56sqn_c
enzyme_56DHIPX_rev	234000.0	56DHIPX	2.0 56dhi_c + h2o2_c <-- 2.0 h2o_c + 2.0 ind56sqn_c
enzyme_5AOPt2_fwd	234000.0	5AOPt2	5aop_e + h_e --> 5aop_c + h_c
enzyme_5AOPt2_rev	234000.0	5AOPt2	5aop_e + h_e <-- 5aop_c + h_c
enzyme_5FLURAABCte_fwd	234000.0	5FLURAABCte	5flura_c + atp_c + h2o_c --> 5flura_e + adp_c + h_c + pi_c
enzyme_5FLURAABCte_rev	234000.0	5FLURAABCte	5flura_c + atp_c + h2o_c <-- 5flura_e + adp_c + h_c + pi_c
enzyme_5FLURAt_fwd	234000.0	5FLURAt	5flura_c --> 5flura_e
enzyme_5FLURAt_rev	234000.0	5FLURAt	5flura_c <-- 5flura_e
enzyme_5FTHFABCte_fwd	234000.0	5FTHFABCte	5fthf_c + atp_c + h2o_c --> 5fthf_e + adp_c + h_c + pi_c
enzyme_5FTHFABCte_rev	234000.0	5FTHFABCte	5fthf_c + atp_c + h2o_c <-- 5fthf_e + adp_c + h_c + pi_c
enzyme_5FTHF_5MTHFtex_fwd	234000.0	5FTHF_5MTHFtex	5fthf_e + 5mthf_c --> 5fthf_c + 5mthf_e
enzyme_5FTHF_5MTHFtex_rev	234000.0	5FTHF_5MTHFtex	5fthf_e + 5mthf_c <-- 5fthf_c + 5mthf_e
enzyme_5FTHF_AICARtex_fwd	234000.0	5FTHF_AICARtex	5fthf_e + aicar_c --> 5fthf_c + aicar_e
enzyme_5FTHF_AICARtex_rev	234000.0	5FTHF_AICARtex	5fthf_e + aicar_c <-- 5fthf_c + aicar_e
enzyme_5FTHF_OHtex_fwd	234000.0	5FTHF_OHtex	5fthf_e + oh1_c --> 5fthf_c + oh1_e
enzyme_5FTHF_OHtex_rev	234000.0	5FTHF_OHtex	5fthf_e + oh1_c <-- 5fthf_c + oh1_e
enzyme_5FTHF_THMMPtex_fwd	234000.0	5FTHF_THMMPtex	5fthf_e + thmmp_c --> 5fthf_c + thmmp_e
enzyme_5FTHF_THMMPtex_rev	234000.0	5FTHF_THMMPtex	5fthf_e + thmmp_c <-- 5fthf_c + thmmp_e
enzyme_5MTAtec_fwd	234000.0	5MTAtec	5mta_c --> 5mta_e
enzyme_5MTAtec_rev	234000.0	5MTAtec	5mta_c <-- 5mta_e
enzyme_5MTHFABCte_fwd	234000.0	5MTHFABCte	5mthf_c + atp_c + h2o_c --> 5mthf_e + adp_c + h_c + pi_c
enzyme_5MTHFABCte_rev	234000.0	5MTHFABCte	5mthf_c + atp_c + h2o_c <-- 5mthf_e + adp_c + h_c + pi_c
enzyme_5MTHF_AICARtex_fwd	234000.0	5MTHF_AICARtex	5mthf_e + aicar_c --> 5mthf_c + aicar_e
enzyme_5MTHF_AICARtex_rev	234000.0	5MTHF_AICARtex	5mthf_e + aicar_c <-- 5mthf_c + aicar_e
enzyme_5MTHF_OHtex_fwd	234000.0	5MTHF_OHtex	5mthf_e + oh1_c --> 5mthf_c + oh1_e
enzyme_5MTHF_OHtex_rev	234000.0	5MTHF_OHtex	5mthf_e + oh1_c <-- 5mthf_c + oh1_e
enzyme_5MTHF_THMMPtex_fwd	234000.0	5MTHF_THMMPtex	5mthf_e + thmmp_c --> 5mthf_c + thmmp_e
enzyme_5MTHF_THMMPtex_rev	234000.0	5MTHF_THMMPtex	5mthf_e + thmmp_c <-- 5mthf_c + thmmp_e
enzyme_5OXPRO_ACACtex_fwd	234000.0	5OXPRO_ACACtex	5oxpro_c + acac_e --> 5oxpro_e + acac_c
enzyme_5OXPRO_ACACtex_rev	234000.0	5OXPRO_ACACtex	5oxpro_c + acac_e <-- 5oxpro_e + acac_c
enzyme_5OXPRO_ACtex_fwd	234000.0	5OXPRO_ACtex	5oxpro_c + ac_e --> 5oxpro_e + ac_c
enzyme_5OXPRO_ACtex_rev	234000.0	5OXPRO_ACtex	5oxpro_c + ac_e <-- 5oxpro_e + ac_c
enzyme_5OXPRO_BUTtex_fwd	234000.0	5OXPRO_BUTtex	5oxpro_c + but_e --> 5oxpro_e + but_c
enzyme_5OXPRO_BUTtex_rev	234000.0	5OXPRO_BUTtex	5oxpro_c + but_e <-- 5oxpro_e + but_c
enzyme_5OXPRO_DLACtex_fwd	234000.0	5OXPRO_DLACtex	5oxpro_c + lac__D_e --> 5oxpro_e + lac__D_c
enzyme_5OXPRO_DLACtex_rev	234000.0	5OXPRO_DLACtex	5oxpro_c + lac__D_e <-- 5oxpro_e + lac__D_c
enzyme_5OXPRO_GLYCLTtex_fwd	234000.0	5OXPRO_GLYCLTtex	5oxpro_c + glyclt_e --> 5oxpro_e + glyclt_c
enzyme_5OXPRO_GLYCLTtex_rev	234000.0	5OXPRO_GLYCLTtex	5oxpro_c + glyclt_e <-- 5oxpro_e + glyclt_c
enzyme_5OXPRO_PPAtex_fwd	234000.0	5OXPRO_PPAtex	5oxpro_c + ppa_e --> 5oxpro_e + ppa_c
enzyme_5OXPRO_PPAtex_rev	234000.0	5OXPRO_PPAtex	5oxpro_c + ppa_e <-- 5oxpro_e + ppa_c
enzyme_5OXPROt2_fwd	234000.0	5OXPROt2	5oxpro_c + h_c --> 5oxpro_e + h_e
enzyme_5OXPROt2_rev	234000.0	5OXPROt2	5oxpro_c + h_c <-- 5oxpro_e + h_e
enzyme_6HOPTHPDH_fwd	234000.0	6HOPTHPDH	6hopthp_c + h_c + nadph_c --> nadp_c + thbpt_c
enzyme_6HOPTHPDH_rev	234000.0	6HOPTHPDH	6hopthp_c + h_c + nadph_c <-- nadp_c + thbpt_c
enzyme_6PTHPDH2_fwd	234000.0	6PTHPDH2	6pthp_c + h_c + nadph_c --> 6hopthp_c + nadp_c
enzyme_6PTHPDH2_rev	234000.0	6PTHPDH2	6pthp_c + h_c + nadph_c <-- 6hopthp_c + nadp_c
enzyme_6PTHPDH_fwd	234000.0	6PTHPDH	6pthp_c + h_c + nadph_c --> 6lthp_c + nadp_c
enzyme_6PTHPDH_rev	234000.0	6PTHPDH	6pthp_c + h_c + nadph_c <-- 6lthp_c + nadp_c
enzyme_78DHBPTt_fwd	234000.0	78DHBPTt	78dhbpt_c --> 78dhbpt_e
enzyme_78DHBPTt_rev	234000.0	78DHBPTt	78dhbpt_c <-- 78dhbpt_e
enzyme_AASDHPPT_fwd	234000.0	AASDHPPT	apoACP_c + coa_c --> ACP_c + h_c + pap_c
enzyme_AASDHPPT_rev	234000.0	AASDHPPT	apoACP_c + coa_c <-- ACP_c + h_c + pap_c
enzyme_ABUTDx_fwd	234000.0	ABUTDx	4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c
enzyme_ABUTDx_rev	234000.0	ABUTDx	4abutn_c + h2o_c + nad_c <-- 4abut_c + 2.0 h_c + nadh_c
enzyme_ACAC_ACtex_fwd	234000.0	ACAC_ACtex	ac_e + acac_c --> ac_c + acac_e
enzyme_ACAC_ACtex_rev	234000.0	ACAC_ACtex	ac_e + acac_c <-- ac_c + acac_e
enzyme_ACAC_GLYCLTtex_fwd	234000.0	ACAC_GLYCLTtex	acac_c + glyclt_e --> acac_e + glyclt_c
enzyme_ACAC_GLYCLTtex_rev	234000.0	ACAC_GLYCLTtex	acac_c + glyclt_e <-- acac_e + glyclt_c
enzyme_ACACt2_fwd	234000.0	ACACt2	acac_c + h_c --> acac_e + h_e
enzyme_ACACt2_rev	234000.0	ACACt2	acac_c + h_c <-- acac_e + h_e
enzyme_ACER_fwd	234000.0	ACER	crm_hs_c + h2o_c --> FA_hs_c + sphings_c
enzyme_ACER_rev	234000.0	ACER	crm_hs_c + h2o_c <-- FA_hs_c + sphings_c
enzyme_ACGAMK_fwd	234000.0	ACGAMK	acgam_c + atp_c --> acgam6p_c + adp_c + h_c
enzyme_ACGAMK_rev	234000.0	ACGAMK	acgam_c + atp_c <-- acgam6p_c + adp_c + h_c
enzyme_ACGAMPM_fwd	234000.0	ACGAMPM	acgam6p_c --> acgam1p_c
enzyme_ACGAMPM_rev	234000.0	ACGAMPM	acgam6p_c <-- acgam1p_c
enzyme_ACHEe_fwd	234000.0	ACHEe	ach_e + h2o_e --> ac_e + chol_e + h_e
