enzyme	complex	complex_keff	compartment	reactions	direction
enzyme_NDPK2_fwd	cplx_HOMOHEXAMER_NME2	220427.36712468782	pc	NDPK2	atp_c + udp_c --> adp_c + utp_c
enzyme_NDPK2_fwd	cplx_HOMOHEXAMER_NME3	236630.19430224787	pc	NDPK2	atp_c + udp_c --> adp_c + utp_c
enzyme_NDPK2_fwd	cplx_MONOMER_AK1	68002.89609845661	pc	NDPK2	atp_c + udp_c --> adp_c + utp_c
enzyme_NDPK2_rev	cplx_HETEROHEXAMER_NME1_NME2_1A1B	0	pc	NDPK2	atp_c + udp_c <-- adp_c + utp_c
enzyme_NDPK2_rev	cplx_HETEROHEXAMER_NME1_NME2_2A1B	0	pc	NDPK2	atp_c + udp_c <-- adp_c + utp_c
enzyme_NDPK2_rev	cplx_HETEROHEXAMER_NME1_NME2_3A1B	0	pc	NDPK2	atp_c + udp_c <-- adp_c + utp_c
enzyme_NDPK2_rev	cplx_HETEROHEXAMER_NME1_NME2_4A1B	0	pc	NDPK2	atp_c + udp_c <-- adp_c + utp_c
enzyme_NDPK2_rev	cplx_HETEROHEXAMER_NME1_NME2_5A1B	0	pc	NDPK2	atp_c + udp_c <-- adp_c + utp_c
enzyme_NDPK2_rev	cplx_HETEROHEXAMER_NME1_NME3_3A3C	0	pc	NDPK2	atp_c + udp_c <-- adp_c + utp_c
enzyme_NDPK2_rev	cplx_HOMOHEXAMER_NME1	0	pc	NDPK2	atp_c + udp_c <-- adp_c + utp_c
