enzymes	enzyme	complexes	reactions	direction	compartment	complexes_keff	complex_keff	enzyme_keff
enzyme_TYRTA_rev_pc	enzyme_TYRTA_rev	cplx_HOMODIMER_Got1_pc;cplx_HOMODIMER_Got2_pc	TYRTA	reverse	pc	cplx_HOMODIMER_Got1_pc(0);cplx_HOMODIMER_Got2_pc(0)	0;0	234000.0
enzyme_GOATA_fwd_pc	enzyme_GOATA_fwd	cplx_HOMODIMER_Got1_pc;cplx_HOMODIMER_Psat1_pc	GOATA	forward	pc	cplx_HOMODIMER_Got1_pc(202469.28237617225);cplx_HOMODIMER_Psat1_pc(183204.5988353709)	202469.28237617225;183204.5988353709	234000.0
enzyme_GOATA_rev_pc	enzyme_GOATA_rev	cplx_HOMODIMER_Got1_pc;cplx_HOMODIMER_Psat1_pc	GOATA	reverse	pc	cplx_HOMODIMER_Got1_pc(0);cplx_HOMODIMER_Psat1_pc(0)	0;0	234000.0
enzyme_GTHGLXTA_fwd_pc	enzyme_GTHGLXTA_fwd	cplx_HOMODIMER_Got1_pc;cplx_HOMODIMER_Psat1_pc	GTHGLXTA	forward	pc	cplx_HOMODIMER_Got1_pc(202469.28237617225);cplx_HOMODIMER_Psat1_pc(183204.5988353709)	202469.28237617225;183204.5988353709	234000.0
enzyme_GTHGLXTA_rev_pc	enzyme_GTHGLXTA_rev	cplx_HOMODIMER_Got1_pc;cplx_HOMODIMER_Psat1_pc	GTHGLXTA	reverse	pc	cplx_HOMODIMER_Got1_pc(0);cplx_HOMODIMER_Psat1_pc(0)	0;0	234000.0
enzyme_GTHOXATA_fwd_pc	enzyme_GTHOXATA_fwd	cplx_HOMODIMER_Got1_pc;cplx_HOMODIMER_Psat1_pc	GTHOXATA	forward	pc	cplx_HOMODIMER_Got1_pc(202469.28237617225);cplx_HOMODIMER_Psat1_pc(183204.5988353709)	202469.28237617225;183204.5988353709	234000.0
enzyme_GTHOXATA_rev_pc	enzyme_GTHOXATA_rev	cplx_HOMODIMER_Got1_pc;cplx_HOMODIMER_Psat1_pc	GTHOXATA	reverse	pc	cplx_HOMODIMER_Got1_pc(0);cplx_HOMODIMER_Psat1_pc(0)	0;0	234000.0
enzyme_OPHGLXTA_fwd_pc	enzyme_OPHGLXTA_fwd	cplx_HOMODIMER_Got1_pc;cplx_HOMODIMER_Psat1_pc	OPHGLXTA	forward	pc	cplx_HOMODIMER_Got1_pc(202469.28237617225);cplx_HOMODIMER_Psat1_pc(183204.5988353709)	202469.28237617225;183204.5988353709	234000.0
enzyme_OPHGLXTA_rev_pc	enzyme_OPHGLXTA_rev	cplx_HOMODIMER_Got1_pc;cplx_HOMODIMER_Psat1_pc	OPHGLXTA	reverse	pc	cplx_HOMODIMER_Got1_pc(0);cplx_HOMODIMER_Psat1_pc(0)	0;0	234000.0
enzyme_OPHOXATA_fwd_pc	enzyme_OPHOXATA_fwd	cplx_HOMODIMER_Got1_pc;cplx_HOMODIMER_Psat1_pc	OPHOXATA	forward	pc	cplx_HOMODIMER_Got1_pc(202469.28237617225);cplx_HOMODIMER_Psat1_pc(183204.5988353709)	202469.28237617225;183204.5988353709	234000.0
enzyme_OPHOXATA_rev_pc	enzyme_OPHOXATA_rev	cplx_HOMODIMER_Got1_pc;cplx_HOMODIMER_Psat1_pc	OPHOXATA	reverse	pc	cplx_HOMODIMER_Got1_pc(0);cplx_HOMODIMER_Psat1_pc(0)	0;0	234000.0
enzyme_3HKYNAKGAT_fwd_pc	enzyme_3HKYNAKGAT_fwd	cplx_HOMODIMER_Got2_pc;cplx_HOMODIMER_Kyat1_pc	3HKYNAKGAT	forward	pc	cplx_HOMODIMER_Got2_pc(206314.92292230605);cplx_HOMODIMER_Kyat1_pc(206768.46459362266)	206314.92292230605;206768.46459362266	234000.0
enzyme_3HKYNAKGAT_rev_pc	enzyme_3HKYNAKGAT_rev	cplx_HOMODIMER_Got2_pc;cplx_HOMODIMER_Kyat1_pc	3HKYNAKGAT	reverse	pc	cplx_HOMODIMER_Got2_pc(0);cplx_HOMODIMER_Kyat1_pc(0)	0;0	234000.0
enzyme_KYNAKGAT_fwd_pc	enzyme_KYNAKGAT_fwd	cplx_HOMODIMER_Got2_pc;cplx_HOMODIMER_Kyat1_pc	KYNAKGAT	forward	pc	cplx_HOMODIMER_Got2_pc(206314.92292230605);cplx_HOMODIMER_Kyat1_pc(206768.46459362266)	206314.92292230605;206768.46459362266	234000.0
enzyme_KYNAKGAT_rev_pc	enzyme_KYNAKGAT_rev	cplx_HOMODIMER_Got2_pc;cplx_HOMODIMER_Kyat1_pc	KYNAKGAT	reverse	pc	cplx_HOMODIMER_Got2_pc(0);cplx_HOMODIMER_Kyat1_pc(0)	0;0	234000.0
enzyme_G6PM_fwd_pc	enzyme_G6PM_fwd	cplx_HOMODIMER_Gpi1_pc	G6PM	forward	pc	cplx_HOMODIMER_Gpi1_pc(254599.69914272285)	254599.69914272285	234000.0
enzyme_G6PM_rev_pc	enzyme_G6PM_rev	cplx_HOMODIMER_Gpi1_pc	G6PM	reverse	pc	cplx_HOMODIMER_Gpi1_pc(254599.69914272285)	254599.69914272285	234000.0
enzyme_PGI_fwd_pc	enzyme_PGI_fwd	cplx_HOMODIMER_Gpi1_pc	PGI	forward	pc	cplx_HOMODIMER_Gpi1_pc(254599.69914272285)	254599.69914272285	234000.0
enzyme_PGI_rev_pc	enzyme_PGI_rev	cplx_HOMODIMER_Gpi1_pc	PGI	reverse	pc	cplx_HOMODIMER_Gpi1_pc(254599.69914272285)	254599.69914272285	234000.0
enzyme_ALATA_L_fwd_pc	enzyme_ALATA_L_fwd	cplx_HOMODIMER_Gpt_pc	ALATA_L	forward	pc	cplx_HOMODIMER_Gpt_pc(231018.68571008948)	231018.68571008948	234000.0
enzyme_ALATA_L_rev_pc	enzyme_ALATA_L_rev	cplx_HOMODIMER_Gpt_pc	ALATA_L	reverse	pc	cplx_HOMODIMER_Gpt_pc(231018.68571008948)	231018.68571008948	234000.0
enzyme_VANILPYR_fwd_pc	enzyme_VANILPYR_fwd	cplx_HOMODIMER_Gpt_pc	VANILPYR	forward	pc	cplx_HOMODIMER_Gpt_pc(231018.68571008948)	231018.68571008948	234000.0
enzyme_VANILPYR_rev_pc	enzyme_VANILPYR_rev	cplx_HOMODIMER_Gpt_pc	VANILPYR	reverse	pc	cplx_HOMODIMER_Gpt_pc(231018.68571008948)	231018.68571008948	234000.0
enzyme_GLYCLTDy_fwd_pc	enzyme_GLYCLTDy_fwd	cplx_HOMODIMER_Grhpr_pc	GLYCLTDy	forward	pc	cplx_HOMODIMER_Grhpr_pc(165445.99077791392)	165445.99077791392	234000.0
enzyme_GLYCLTDy_rev_pc	enzyme_GLYCLTDy_rev	cplx_HOMODIMER_Grhpr_pc	GLYCLTDy	reverse	pc	cplx_HOMODIMER_Grhpr_pc(0)	0	234000.0
enzyme_HPYRRx_R_fwd_pc	enzyme_HPYRRx_R_fwd	cplx_HOMODIMER_Grhpr_pc	HPYRRx_R	forward	pc	cplx_HOMODIMER_Grhpr_pc(165445.99077791392)	165445.99077791392	234000.0
enzyme_HPYRRx_R_rev_pc	enzyme_HPYRRx_R_rev	cplx_HOMODIMER_Grhpr_pc	HPYRRx_R	reverse	pc	cplx_HOMODIMER_Grhpr_pc(0)	0	234000.0
enzyme_HPYRRy_R_fwd_pc	enzyme_HPYRRy_R_fwd	cplx_HOMODIMER_Grhpr_pc	HPYRRy_R	forward	pc	cplx_HOMODIMER_Grhpr_pc(165445.99077791392)	165445.99077791392	234000.0
enzyme_HPYRRy_R_rev_pc	enzyme_HPYRRy_R_rev	cplx_HOMODIMER_Grhpr_pc	HPYRRy_R	reverse	pc	cplx_HOMODIMER_Grhpr_pc(0)	0	234000.0
enzyme_LALDO2x_fwd_pc	enzyme_LALDO2x_fwd	cplx_HOMODIMER_Grhpr_pc	LALDO2x	forward	pc	cplx_HOMODIMER_Grhpr_pc(165445.99077791392)	165445.99077791392	234000.0
enzyme_LALDO2x_rev_pc	enzyme_LALDO2x_rev	cplx_HOMODIMER_Grhpr_pc	LALDO2x	reverse	pc	cplx_HOMODIMER_Grhpr_pc(0)	0	234000.0
enzyme_LALDO2y_fwd_pc	enzyme_LALDO2y_fwd	cplx_HOMODIMER_Grhpr_pc	LALDO2y	forward	pc	cplx_HOMODIMER_Grhpr_pc(165445.99077791392)	165445.99077791392	234000.0
enzyme_LALDO2y_rev_pc	enzyme_LALDO2y_rev	cplx_HOMODIMER_Grhpr_pc	LALDO2y	reverse	pc	cplx_HOMODIMER_Grhpr_pc(0)	0	234000.0
enzyme_GTHOx_fwd_pc	enzyme_GTHOx_fwd	cplx_HOMODIMER_Gsr_pc	GTHOx	forward	pc	cplx_HOMODIMER_Gsr_pc(218117.20568732035)	218117.20568732035	234000.0
enzyme_GTHOx_rev_pc	enzyme_GTHOx_rev	cplx_HOMODIMER_Gsr_pc	GTHOx	reverse	pc	cplx_HOMODIMER_Gsr_pc(0)	0	234000.0
enzyme_GTHOy_fwd_pc	enzyme_GTHOy_fwd	cplx_HOMODIMER_Gsr_pc	GTHOy	forward	pc	cplx_HOMODIMER_Gsr_pc(218117.20568732035)	218117.20568732035	234000.0
enzyme_GTHOy_rev_pc	enzyme_GTHOy_rev	cplx_HOMODIMER_Gsr_pc	GTHOy	reverse	pc	cplx_HOMODIMER_Gsr_pc(0)	0	234000.0
enzyme_GTHS2_fwd_pc	enzyme_GTHS2_fwd	cplx_HOMODIMER_Gss_pc	GTHS2	forward	pc	cplx_HOMODIMER_Gss_pc(221838.0143248832)	221838.0143248832	234000.0
enzyme_GTHS2_rev_pc	enzyme_GTHS2_rev	cplx_HOMODIMER_Gss_pc	GTHS2	reverse	pc	cplx_HOMODIMER_Gss_pc(0)	0	234000.0
enzyme_GTHS_fwd_pc	enzyme_GTHS_fwd	cplx_HOMODIMER_Gss_pc	GTHS	forward	pc	cplx_HOMODIMER_Gss_pc(221838.0143248832)	221838.0143248832	234000.0
enzyme_GTHS_rev_pc	enzyme_GTHS_rev	cplx_HOMODIMER_Gss_pc	GTHS	reverse	pc	cplx_HOMODIMER_Gss_pc(0)	0	234000.0
enzyme_23E1QN1GST_fwd_pc	enzyme_23E1QN1GST_fwd	cplx_HOMODIMER_Gstm1_pc;cplx_HOMODIMER_Gstm2_pc;cplx_HOMODIMER_Gstm3_pc;cplx_HOMODIMER_Gstm4_pc;cplx_HOMODIMER_Gstm5_pc;cplx_HOMODIMER_Gstm6_pc;cplx_HOMODIMER_Gstm7_pc;cplx_HOMODIMER_Gsto1_pc;cplx_HOMODIMER_Gstp1_pc;cplx_HOMODIMER_Gstp2_pc;cplx_HOMODIMER_Gstt1_pc;cplx_MONOMER_Lancl1_pc;cplx_HOMOTRIMER_Mgst2_pc	23E1QN1GST	forward	pc	cplx_HOMODIMER_Gstm1_pc(131345.7670796159);cplx_HOMODIMER_Gstm2_pc(130380.02341217085);cplx_HOMODIMER_Gstm3_pc(130326.45878104927);cplx_HOMODIMER_Gstm4_pc(129625.4028758363);cplx_HOMODIMER_Gstm5_pc(133856.16077383986);cplx_HOMODIMER_Gstm6_pc(130006.02045145401);cplx_HOMODIMER_Gstm7_pc(130349.23015972077);cplx_HOMODIMER_Gsto1_pc(137094.73842164542);cplx_HOMODIMER_Gstp1_pc(122285.25068667841);cplx_HOMODIMER_Gstp2_pc(122004.8816476359);cplx_HOMODIMER_Gstt1_pc(136629.29795346505);cplx_MONOMER_Lancl1_pc(118620.82296549008);cplx_HOMOTRIMER_Mgst2_pc(128380.98556781672)	131345.7670796159;130380.02341217085;130326.45878104927;129625.4028758363;133856.16077383986;130006.02045145401;130349.23015972077;137094.73842164542;122285.25068667841;122004.8816476359;136629.29795346505;118620.82296549008;128380.98556781672	234000.0
enzyme_23E1QN1GST_rev_pc	enzyme_23E1QN1GST_rev	cplx_HOMODIMER_Gstm1_pc;cplx_HOMODIMER_Gstm2_pc;cplx_HOMODIMER_Gstm3_pc;cplx_HOMODIMER_Gstm4_pc;cplx_HOMODIMER_Gstm5_pc;cplx_HOMODIMER_Gstm6_pc;cplx_HOMODIMER_Gstm7_pc;cplx_HOMODIMER_Gsto1_pc;cplx_HOMODIMER_Gstp1_pc;cplx_HOMODIMER_Gstp2_pc;cplx_HOMODIMER_Gstt1_pc;cplx_MONOMER_Lancl1_pc;cplx_HOMOTRIMER_Mgst2_pc	23E1QN1GST	reverse	pc	cplx_HOMODIMER_Gstm1_pc(131345.7670796159);cplx_HOMODIMER_Gstm2_pc(130380.02341217085);cplx_HOMODIMER_Gstm3_pc(130326.45878104927);cplx_HOMODIMER_Gstm4_pc(129625.4028758363);cplx_HOMODIMER_Gstm5_pc(133856.16077383986);cplx_HOMODIMER_Gstm6_pc(130006.02045145401);cplx_HOMODIMER_Gstm7_pc(130349.23015972077);cplx_HOMODIMER_Gsto1_pc(137094.73842164542);cplx_HOMODIMER_Gstp1_pc(122285.25068667841);cplx_HOMODIMER_Gstp2_pc(122004.8816476359);cplx_HOMODIMER_Gstt1_pc(136629.29795346505);cplx_MONOMER_Lancl1_pc(118620.82296549008);cplx_HOMOTRIMER_Mgst2_pc(128380.98556781672)	131345.7670796159;130380.02341217085;130326.45878104927;129625.4028758363;133856.16077383986;130006.02045145401;130349.23015972077;137094.73842164542;122285.25068667841;122004.8816476359;136629.29795346505;118620.82296549008;128380.98556781672	234000.0
enzyme_23E1QN4GST_fwd_pc	enzyme_23E1QN4GST_fwd	cplx_HOMODIMER_Gstm1_pc;cplx_HOMODIMER_Gstm2_pc;cplx_HOMODIMER_Gstm3_pc;cplx_HOMODIMER_Gstm4_pc;cplx_HOMODIMER_Gstm5_pc;cplx_HOMODIMER_Gstm6_pc;cplx_HOMODIMER_Gstm7_pc;cplx_HOMODIMER_Gsto1_pc;cplx_HOMODIMER_Gstp1_pc;cplx_HOMODIMER_Gstp2_pc;cplx_HOMODIMER_Gstt1_pc;cplx_MONOMER_Lancl1_pc;cplx_HOMOTRIMER_Mgst2_pc	23E1QN4GST	forward	pc	cplx_HOMODIMER_Gstm1_pc(131345.7670796159);cplx_HOMODIMER_Gstm2_pc(130380.02341217085);cplx_HOMODIMER_Gstm3_pc(130326.45878104927);cplx_HOMODIMER_Gstm4_pc(129625.4028758363);cplx_HOMODIMER_Gstm5_pc(133856.16077383986);cplx_HOMODIMER_Gstm6_pc(130006.02045145401);cplx_HOMODIMER_Gstm7_pc(130349.23015972077);cplx_HOMODIMER_Gsto1_pc(137094.73842164542);cplx_HOMODIMER_Gstp1_pc(122285.25068667841);cplx_HOMODIMER_Gstp2_pc(122004.8816476359);cplx_HOMODIMER_Gstt1_pc(136629.29795346505);cplx_MONOMER_Lancl1_pc(118620.82296549008);cplx_HOMOTRIMER_Mgst2_pc(128380.98556781672)	131345.7670796159;130380.02341217085;130326.45878104927;129625.4028758363;133856.16077383986;130006.02045145401;130349.23015972077;137094.73842164542;122285.25068667841;122004.8816476359;136629.29795346505;118620.82296549008;128380.98556781672	234000.0
enzyme_23E1QN4GST_rev_pc	enzyme_23E1QN4GST_rev	cplx_HOMODIMER_Gstm1_pc;cplx_HOMODIMER_Gstm2_pc;cplx_HOMODIMER_Gstm3_pc;cplx_HOMODIMER_Gstm4_pc;cplx_HOMODIMER_Gstm5_pc;cplx_HOMODIMER_Gstm6_pc;cplx_HOMODIMER_Gstm7_pc;cplx_HOMODIMER_Gsto1_pc;cplx_HOMODIMER_Gstp1_pc;cplx_HOMODIMER_Gstp2_pc;cplx_HOMODIMER_Gstt1_pc;cplx_MONOMER_Lancl1_pc;cplx_HOMOTRIMER_Mgst2_pc	23E1QN4GST	reverse	pc	cplx_HOMODIMER_Gstm1_pc(131345.7670796159);cplx_HOMODIMER_Gstm2_pc(130380.02341217085);cplx_HOMODIMER_Gstm3_pc(130326.45878104927);cplx_HOMODIMER_Gstm4_pc(129625.4028758363);cplx_HOMODIMER_Gstm5_pc(133856.16077383986);cplx_HOMODIMER_Gstm6_pc(130006.02045145401);cplx_HOMODIMER_Gstm7_pc(130349.23015972077);cplx_HOMODIMER_Gsto1_pc(137094.73842164542);cplx_HOMODIMER_Gstp1_pc(122285.25068667841);cplx_HOMODIMER_Gstp2_pc(122004.8816476359);cplx_HOMODIMER_Gstt1_pc(136629.29795346505);cplx_MONOMER_Lancl1_pc(118620.82296549008);cplx_HOMOTRIMER_Mgst2_pc(128380.98556781672)	131345.7670796159;130380.02341217085;130326.45878104927;129625.4028758363;133856.16077383986;130006.02045145401;130349.23015972077;137094.73842164542;122285.25068667841;122004.8816476359;136629.29795346505;118620.82296549008;128380.98556781672	234000.0
enzyme_23E2QN1GST_fwd_pc	enzyme_23E2QN1GST_fwd	cplx_HOMODIMER_Gstm1_pc;cplx_HOMODIMER_Gstm2_pc;cplx_HOMODIMER_Gstm3_pc;cplx_HOMODIMER_Gstm4_pc;cplx_HOMODIMER_Gstm5_pc;cplx_HOMODIMER_Gstm6_pc;cplx_HOMODIMER_Gstm7_pc;cplx_HOMODIMER_Gsto1_pc;cplx_HOMODIMER_Gstp1_pc;cplx_HOMODIMER_Gstp2_pc;cplx_HOMODIMER_Gstt1_pc;cplx_MONOMER_Lancl1_pc;cplx_HOMOTRIMER_Mgst2_pc	23E2QN1GST	forward	pc	cplx_HOMODIMER_Gstm1_pc(131345.7670796159);cplx_HOMODIMER_Gstm2_pc(130380.02341217085);cplx_HOMODIMER_Gstm3_pc(130326.45878104927);cplx_HOMODIMER_Gstm4_pc(129625.4028758363);cplx_HOMODIMER_Gstm5_pc(133856.16077383986);cplx_HOMODIMER_Gstm6_pc(130006.02045145401);cplx_HOMODIMER_Gstm7_pc(130349.23015972077);cplx_HOMODIMER_Gsto1_pc(137094.73842164542);cplx_HOMODIMER_Gstp1_pc(122285.25068667841);cplx_HOMODIMER_Gstp2_pc(122004.8816476359);cplx_HOMODIMER_Gstt1_pc(136629.29795346505);cplx_MONOMER_Lancl1_pc(118620.82296549008);cplx_HOMOTRIMER_Mgst2_pc(128380.98556781672)	131345.7670796159;130380.02341217085;130326.45878104927;129625.4028758363;133856.16077383986;130006.02045145401;130349.23015972077;137094.73842164542;122285.25068667841;122004.8816476359;136629.29795346505;118620.82296549008;128380.98556781672	234000.0
enzyme_23E2QN1GST_rev_pc	enzyme_23E2QN1GST_rev	cplx_HOMODIMER_Gstm1_pc;cplx_HOMODIMER_Gstm2_pc;cplx_HOMODIMER_Gstm3_pc;cplx_HOMODIMER_Gstm4_pc;cplx_HOMODIMER_Gstm5_pc;cplx_HOMODIMER_Gstm6_pc;cplx_HOMODIMER_Gstm7_pc;cplx_HOMODIMER_Gsto1_pc;cplx_HOMODIMER_Gstp1_pc;cplx_HOMODIMER_Gstp2_pc;cplx_HOMODIMER_Gstt1_pc;cplx_MONOMER_Lancl1_pc;cplx_HOMOTRIMER_Mgst2_pc	23E2QN1GST	reverse	pc	cplx_HOMODIMER_Gstm1_pc(131345.7670796159);cplx_HOMODIMER_Gstm2_pc(130380.02341217085);cplx_HOMODIMER_Gstm3_pc(130326.45878104927);cplx_HOMODIMER_Gstm4_pc(129625.4028758363);cplx_HOMODIMER_Gstm5_pc(133856.16077383986);cplx_HOMODIMER_Gstm6_pc(130006.02045145401);cplx_HOMODIMER_Gstm7_pc(130349.23015972077);cplx_HOMODIMER_Gsto1_pc(137094.73842164542);cplx_HOMODIMER_Gstp1_pc(122285.25068667841);cplx_HOMODIMER_Gstp2_pc(122004.8816476359);cplx_HOMODIMER_Gstt1_pc(136629.29795346505);cplx_MONOMER_Lancl1_pc(118620.82296549008);cplx_HOMOTRIMER_Mgst2_pc(128380.98556781672)	131345.7670796159;130380.02341217085;130326.45878104927;129625.4028758363;133856.16077383986;130006.02045145401;130349.23015972077;137094.73842164542;122285.25068667841;122004.8816476359;136629.29795346505;118620.82296549008;128380.98556781672	234000.0
enzyme_23E2QN4GST_fwd_pc	enzyme_23E2QN4GST_fwd	cplx_HOMODIMER_Gstm1_pc;cplx_HOMODIMER_Gstm2_pc;cplx_HOMODIMER_Gstm3_pc;cplx_HOMODIMER_Gstm4_pc;cplx_HOMODIMER_Gstm5_pc;cplx_HOMODIMER_Gstm6_pc;cplx_HOMODIMER_Gstm7_pc;cplx_HOMODIMER_Gsto1_pc;cplx_HOMODIMER_Gstp1_pc;cplx_HOMODIMER_Gstp2_pc;cplx_HOMODIMER_Gstt1_pc;cplx_MONOMER_Lancl1_pc;cplx_HOMOTRIMER_Mgst2_pc	23E2QN4GST	forward	pc	cplx_HOMODIMER_Gstm1_pc(131345.7670796159);cplx_HOMODIMER_Gstm2_pc(130380.02341217085);cplx_HOMODIMER_Gstm3_pc(130326.45878104927);cplx_HOMODIMER_Gstm4_pc(129625.4028758363);cplx_HOMODIMER_Gstm5_pc(133856.16077383986);cplx_HOMODIMER_Gstm6_pc(130006.02045145401);cplx_HOMODIMER_Gstm7_pc(130349.23015972077);cplx_HOMODIMER_Gsto1_pc(137094.73842164542);cplx_HOMODIMER_Gstp1_pc(122285.25068667841);cplx_HOMODIMER_Gstp2_pc(122004.8816476359);cplx_HOMODIMER_Gstt1_pc(136629.29795346505);cplx_MONOMER_Lancl1_pc(118620.82296549008);cplx_HOMOTRIMER_Mgst2_pc(128380.98556781672)	131345.7670796159;130380.02341217085;130326.45878104927;129625.4028758363;133856.16077383986;130006.02045145401;130349.23015972077;137094.73842164542;122285.25068667841;122004.8816476359;136629.29795346505;118620.82296549008;128380.98556781672	234000.0
enzyme_23E2QN4GST_rev_pc	enzyme_23E2QN4GST_rev	cplx_HOMODIMER_Gstm1_pc;cplx_HOMODIMER_Gstm2_pc;cplx_HOMODIMER_Gstm3_pc;cplx_HOMODIMER_Gstm4_pc;cplx_HOMODIMER_Gstm5_pc;cplx_HOMODIMER_Gstm6_pc;cplx_HOMODIMER_Gstm7_pc;cplx_HOMODIMER_Gsto1_pc;cplx_HOMODIMER_Gstp1_pc;cplx_HOMODIMER_Gstp2_pc;cplx_HOMODIMER_Gstt1_pc;cplx_MONOMER_Lancl1_pc;cplx_HOMOTRIMER_Mgst2_pc	23E2QN4GST	reverse	pc	cplx_HOMODIMER_Gstm1_pc(131345.7670796159);cplx_HOMODIMER_Gstm2_pc(130380.02341217085);cplx_HOMODIMER_Gstm3_pc(130326.45878104927);cplx_HOMODIMER_Gstm4_pc(129625.4028758363);cplx_HOMODIMER_Gstm5_pc(133856.16077383986);cplx_HOMODIMER_Gstm6_pc(130006.02045145401);cplx_HOMODIMER_Gstm7_pc(130349.23015972077);cplx_HOMODIMER_Gsto1_pc(137094.73842164542);cplx_HOMODIMER_Gstp1_pc(122285.25068667841);cplx_HOMODIMER_Gstp2_pc(122004.8816476359);cplx_HOMODIMER_Gstt1_pc(136629.29795346505);cplx_MONOMER_Lancl1_pc(118620.82296549008);cplx_HOMOTRIMER_Mgst2_pc(128380.98556781672)	131345.7670796159;130380.02341217085;130326.45878104927;129625.4028758363;133856.16077383986;130006.02045145401;130349.23015972077;137094.73842164542;122285.25068667841;122004.8816476359;136629.29795346505;118620.82296549008;128380.98556781672	234000.0
enzyme_34E1QN2GST_fwd_pc	enzyme_34E1QN2GST_fwd	cplx_HOMODIMER_Gstm1_pc;cplx_HOMODIMER_Gstm2_pc;cplx_HOMODIMER_Gstm3_pc;cplx_HOMODIMER_Gstm4_pc;cplx_HOMODIMER_Gstm5_pc;cplx_HOMODIMER_Gstm6_pc;cplx_HOMODIMER_Gstm7_pc;cplx_HOMODIMER_Gsto1_pc;cplx_HOMODIMER_Gstp1_pc;cplx_HOMODIMER_Gstp2_pc;cplx_HOMODIMER_Gstt1_pc;cplx_MONOMER_Lancl1_pc;cplx_HOMOTRIMER_Mgst2_pc	34E1QN2GST	forward	pc	cplx_HOMODIMER_Gstm1_pc(131345.7670796159);cplx_HOMODIMER_Gstm2_pc(130380.02341217085);cplx_HOMODIMER_Gstm3_pc(130326.45878104927);cplx_HOMODIMER_Gstm4_pc(129625.4028758363);cplx_HOMODIMER_Gstm5_pc(133856.16077383986);cplx_HOMODIMER_Gstm6_pc(130006.02045145401);cplx_HOMODIMER_Gstm7_pc(130349.23015972077);cplx_HOMODIMER_Gsto1_pc(137094.73842164542);cplx_HOMODIMER_Gstp1_pc(122285.25068667841);cplx_HOMODIMER_Gstp2_pc(122004.8816476359);cplx_HOMODIMER_Gstt1_pc(136629.29795346505);cplx_MONOMER_Lancl1_pc(118620.82296549008);cplx_HOMOTRIMER_Mgst2_pc(128380.98556781672)	131345.7670796159;130380.02341217085;130326.45878104927;129625.4028758363;133856.16077383986;130006.02045145401;130349.23015972077;137094.73842164542;122285.25068667841;122004.8816476359;136629.29795346505;118620.82296549008;128380.98556781672	234000.0
enzyme_34E1QN2GST_rev_pc	enzyme_34E1QN2GST_rev	cplx_HOMODIMER_Gstm1_pc;cplx_HOMODIMER_Gstm2_pc;cplx_HOMODIMER_Gstm3_pc;cplx_HOMODIMER_Gstm4_pc;cplx_HOMODIMER_Gstm5_pc;cplx_HOMODIMER_Gstm6_pc;cplx_HOMODIMER_Gstm7_pc;cplx_HOMODIMER_Gsto1_pc;cplx_HOMODIMER_Gstp1_pc;cplx_HOMODIMER_Gstp2_pc;cplx_HOMODIMER_Gstt1_pc;cplx_MONOMER_Lancl1_pc;cplx_HOMOTRIMER_Mgst2_pc	34E1QN2GST	reverse	pc	cplx_HOMODIMER_Gstm1_pc(131345.7670796159);cplx_HOMODIMER_Gstm2_pc(130380.02341217085);cplx_HOMODIMER_Gstm3_pc(130326.45878104927);cplx_HOMODIMER_Gstm4_pc(129625.4028758363);cplx_HOMODIMER_Gstm5_pc(133856.16077383986);cplx_HOMODIMER_Gstm6_pc(130006.02045145401);cplx_HOMODIMER_Gstm7_pc(130349.23015972077);cplx_HOMODIMER_Gsto1_pc(137094.73842164542);cplx_HOMODIMER_Gstp1_pc(122285.25068667841);cplx_HOMODIMER_Gstp2_pc(122004.8816476359);cplx_HOMODIMER_Gstt1_pc(136629.29795346505);cplx_MONOMER_Lancl1_pc(118620.82296549008);cplx_HOMOTRIMER_Mgst2_pc(128380.98556781672)	131345.7670796159;130380.02341217085;130326.45878104927;129625.4028758363;133856.16077383986;130006.02045145401;130349.23015972077;137094.73842164542;122285.25068667841;122004.8816476359;136629.29795346505;118620.82296549008;128380.98556781672	234000.0
