enzyme	complex	complex_keff	compartment	reactions	direction
enzyme_15KPGE1Ry_fwd	cplx_HOMODIMER_Ptgr1	164760.86549177405	pc	15KPGE1Ry	15kprostge1_c + h_c + nadph_c --> dh15kprostge1_c + nadp_c
enzyme_15KPGE1Ry_rev	cplx_HOMODIMER_Ptgr1	0	pc	15KPGE1Ry	15kprostge1_c + h_c + nadph_c <-- dh15kprostge1_c + nadp_c
enzyme_15KPGE2Ry_fwd	cplx_HOMODIMER_Ptgr1	164760.86549177405	pc	15KPGE2Ry	15kprostge2_c + h_c + nadph_c --> dh15kprostge2_c + nadp_c
enzyme_15KPGE2Ry_rev	cplx_HOMODIMER_Ptgr1	0	pc	15KPGE2Ry	15kprostge2_c + h_c + nadph_c <-- dh15kprostge2_c + nadp_c
enzyme_15KPGE3Ry_fwd	cplx_HOMODIMER_Ptgr1	164760.86549177405	pc	15KPGE3Ry	15kprostge3_c + h_c + nadph_c --> dh15kprostge3_c + nadp_c
enzyme_15KPGE3Ry_rev	cplx_HOMODIMER_Ptgr1	0	pc	15KPGE3Ry	15kprostge3_c + h_c + nadph_c <-- dh15kprostge3_c + nadp_c
enzyme_15KPGF1Ry_fwd	cplx_HOMODIMER_Ptgr1	164760.86549177405	pc	15KPGF1Ry	15kprostgf1_c + h_c + nadph_c --> dh15kprostgf1_c + nadp_c
enzyme_15KPGF1Ry_rev	cplx_HOMODIMER_Ptgr1	0	pc	15KPGF1Ry	15kprostgf1_c + h_c + nadph_c <-- dh15kprostgf1_c + nadp_c
enzyme_15KPGF2Ry_fwd	cplx_HOMODIMER_Ptgr1	164760.86549177405	pc	15KPGF2Ry	15kprostgf2_c + h_c + nadph_c --> dh15kprostgf2_c + nadp_c
enzyme_15KPGF2Ry_rev	cplx_HOMODIMER_Ptgr1	0	pc	15KPGF2Ry	15kprostgf2_c + h_c + nadph_c <-- dh15kprostgf2_c + nadp_c
enzyme_15KPGF3Ry_fwd	cplx_HOMODIMER_Ptgr1	164760.86549177405	pc	15KPGF3Ry	15kprostgf3_c + h_c + nadph_c --> dh15kprostgf3_c + nadp_c
enzyme_15KPGF3Ry_rev	cplx_HOMODIMER_Ptgr1	0	pc	15KPGF3Ry	15kprostgf3_c + h_c + nadph_c <-- dh15kprostgf3_c + nadp_c
enzyme_1SGTH2OHE1ABCte_fwd	cplx_MONOMER_Abcc1	318371.43671789765	pc	1SGTH2OHE1ABCte	1sgth2hoxe1_c + atp_c + h2o_c --> 1sgth2hoxe1_e + adp_c + h_c + pi_c
enzyme_1SGTH2OHE1ABCte_fwd	cplx_MONOMER_Abcc4	286748.95703084674	pc	1SGTH2OHE1ABCte	1sgth2hoxe1_c + atp_c + h2o_c --> 1sgth2hoxe1_e + adp_c + h_c + pi_c
enzyme_1SGTH2OHE1ABCte_fwd	cplx_MONOMER_Ralbp1	171492.09889510102	pc	1SGTH2OHE1ABCte	1sgth2hoxe1_c + atp_c + h2o_c --> 1sgth2hoxe1_e + adp_c + h_c + pi_c
enzyme_1SGTH2OHE1ABCte_rev	cplx_MONOMER_Abcc1	0	pc	1SGTH2OHE1ABCte	1sgth2hoxe1_c + atp_c + h2o_c <-- 1sgth2hoxe1_e + adp_c + h_c + pi_c
enzyme_1SGTH2OHE1ABCte_rev	cplx_MONOMER_Abcc4	0	pc	1SGTH2OHE1ABCte	1sgth2hoxe1_c + atp_c + h2o_c <-- 1sgth2hoxe1_e + adp_c + h_c + pi_c
enzyme_1SGTH2OHE1ABCte_rev	cplx_MONOMER_Ralbp1	0	pc	1SGTH2OHE1ABCte	1sgth2hoxe1_c + atp_c + h2o_c <-- 1sgth2hoxe1_e + adp_c + h_c + pi_c
enzyme_1SGTH2OHE2ABCte_fwd	cplx_MONOMER_Abcc1	318371.43671789765	pc	1SGTH2OHE2ABCte	1sgth2hoxe2_c + atp_c + h2o_c --> 1sgth2hoxe2_e + adp_c + h_c + pi_c
enzyme_1SGTH2OHE2ABCte_fwd	cplx_MONOMER_Abcc4	286748.95703084674	pc	1SGTH2OHE2ABCte	1sgth2hoxe2_c + atp_c + h2o_c --> 1sgth2hoxe2_e + adp_c + h_c + pi_c
enzyme_1SGTH2OHE2ABCte_fwd	cplx_MONOMER_Ralbp1	171492.09889510102	pc	1SGTH2OHE2ABCte	1sgth2hoxe2_c + atp_c + h2o_c --> 1sgth2hoxe2_e + adp_c + h_c + pi_c
enzyme_1SGTH2OHE2ABCte_rev	cplx_MONOMER_Abcc1	0	pc	1SGTH2OHE2ABCte	1sgth2hoxe2_c + atp_c + h2o_c <-- 1sgth2hoxe2_e + adp_c + h_c + pi_c
enzyme_1SGTH2OHE2ABCte_rev	cplx_MONOMER_Abcc4	0	pc	1SGTH2OHE2ABCte	1sgth2hoxe2_c + atp_c + h2o_c <-- 1sgth2hoxe2_e + adp_c + h_c + pi_c
enzyme_1SGTH2OHE2ABCte_rev	cplx_MONOMER_Ralbp1	0	pc	1SGTH2OHE2ABCte	1sgth2hoxe2_c + atp_c + h2o_c <-- 1sgth2hoxe2_e + adp_c + h_c + pi_c
enzyme_23CGAMPABCte_fwd	cplx_MONOMER_Abcc1	318371.43671789765	pc	23CGAMPABCte	23cgamp_c + atp_c + h2o_c --> 23cgamp_e + adp_c + h_c + pi_c
enzyme_23CGAMPABCte_rev	cplx_MONOMER_Abcc1	0	pc	23CGAMPABCte	23cgamp_c + atp_c + h2o_c <-- 23cgamp_e + adp_c + h_c + pi_c
enzyme_23CGAMP_AICARtex_fwd	cplx_MONOMER_Slc19a1	141680.23334060385	pc	23CGAMP_AICARtex	23cgamp_e + aicar_c --> 23cgamp_c + aicar_e
enzyme_23CGAMP_AICARtex_rev	cplx_MONOMER_Slc19a1	0	pc	23CGAMP_AICARtex	23cgamp_e + aicar_c <-- 23cgamp_c + aicar_e
enzyme_23CGAMP_OHtex_fwd	cplx_MONOMER_Slc19a1	141680.23334060385	pc	23CGAMP_OHtex	23cgamp_e + oh1_c --> 23cgamp_c + oh1_e
enzyme_23CGAMP_OHtex_rev	cplx_MONOMER_Slc19a1	0	pc	23CGAMP_OHtex	23cgamp_e + oh1_c <-- 23cgamp_c + oh1_e
enzyme_23CGAMP_THMMPtex_fwd	cplx_MONOMER_Slc19a1	141680.23334060385	pc	23CGAMP_THMMPtex	23cgamp_e + thmmp_c --> 23cgamp_c + thmmp_e
enzyme_23CGAMP_THMMPtex_rev	cplx_MONOMER_Slc19a1	0	pc	23CGAMP_THMMPtex	23cgamp_e + thmmp_c <-- 23cgamp_c + thmmp_e
enzyme_23CN3PA_fwd	cplx_MONOMER_Cnp	121016.03966665713	pc	23CN3PA	23camp_c + h2o_c --> 2amp_c + h_c
enzyme_23CN3PA_rev	cplx_MONOMER_Cnp	0	pc	23CN3PA	23camp_c + h2o_c <-- 2amp_c + h_c
enzyme_23CN3PC_fwd	cplx_MONOMER_Cnp	121016.03966665713	pc	23CN3PC	23ccmp_c + h2o_c --> 2cmp_c + h_c
enzyme_23CN3PC_rev	cplx_MONOMER_Cnp	0	pc	23CN3PC	23ccmp_c + h2o_c <-- 2cmp_c + h_c
enzyme_23CN3PG_fwd	cplx_MONOMER_Cnp	121016.03966665713	pc	23CN3PG	23cgmp_c + h2o_c --> 2gmp_c + h_c
enzyme_23CN3PG_rev	cplx_MONOMER_Cnp	0	pc	23CN3PG	23cgmp_c + h2o_c <-- 2gmp_c + h_c
enzyme_23CN3PU_fwd	cplx_MONOMER_Cnp	121016.03966665713	pc	23CN3PU	23cump_c + h2o_c --> 2ump_c + h_c
enzyme_23CN3PU_rev	cplx_MONOMER_Cnp	0	pc	23CN3PU	23cump_c + h2o_c <-- 2ump_c + h_c
enzyme_23E1QN1GST_fwd	cplx_HOMODIMER_Gstm1	130160.3197774757	pc	23E1QN1GST	estrone23qn_c + gthrd_c --> 1sgth2hoxe1_c
enzyme_23E1QN1GST_fwd	cplx_HOMODIMER_Gstm2	129203.29232716185	pc	23E1QN1GST	estrone23qn_c + gthrd_c --> 1sgth2hoxe1_c
enzyme_23E1QN1GST_fwd	cplx_HOMODIMER_Gstm3	129150.21113794223	pc	23E1QN1GST	estrone23qn_c + gthrd_c --> 1sgth2hoxe1_c
enzyme_23E1QN1GST_fwd	cplx_HOMODIMER_Gstm4	128455.48253851126	pc	23E1QN1GST	estrone23qn_c + gthrd_c --> 1sgth2hoxe1_c
enzyme_23E1QN1GST_fwd	cplx_HOMODIMER_Gstm5	132648.05617943744	pc	23E1QN1GST	estrone23qn_c + gthrd_c --> 1sgth2hoxe1_c
enzyme_23E1QN1GST_fwd	cplx_HOMODIMER_Gstm6	128832.66489053408	pc	23E1QN1GST	estrone23qn_c + gthrd_c --> 1sgth2hoxe1_c
enzyme_23E1QN1GST_fwd	cplx_HOMODIMER_Gstm7	129172.77699594859	pc	23E1QN1GST	estrone23qn_c + gthrd_c --> 1sgth2hoxe1_c
enzyme_23E1QN1GST_fwd	cplx_HOMODIMER_Gsto1	135857.404387873	pc	23E1QN1GST	estrone23qn_c + gthrd_c --> 1sgth2hoxe1_c
enzyme_23E1QN1GST_fwd	cplx_HOMODIMER_Gstp1	121181.57811510487	pc	23E1QN1GST	estrone23qn_c + gthrd_c --> 1sgth2hoxe1_c
enzyme_23E1QN1GST_fwd	cplx_HOMODIMER_Gstp2	120903.73951711369	pc	23E1QN1GST	estrone23qn_c + gthrd_c --> 1sgth2hoxe1_c
enzyme_23E1QN1GST_fwd	cplx_HOMODIMER_Gstt1	135396.16470331568	pc	23E1QN1GST	estrone23qn_c + gthrd_c --> 1sgth2hoxe1_c
enzyme_23E1QN1GST_fwd	cplx_HOMOTRIMER_Mgst2	127222.29658703503	pc	23E1QN1GST	estrone23qn_c + gthrd_c --> 1sgth2hoxe1_c
enzyme_23E1QN1GST_fwd	cplx_MONOMER_Lancl1	117550.22329799678	pc	23E1QN1GST	estrone23qn_c + gthrd_c --> 1sgth2hoxe1_c
enzyme_23E1QN1GST_rev	cplx_HOMODIMER_Gstm1	130160.3197774757	pc	23E1QN1GST	estrone23qn_c + gthrd_c <-- 1sgth2hoxe1_c
enzyme_23E1QN1GST_rev	cplx_HOMODIMER_Gstm2	129203.29232716185	pc	23E1QN1GST	estrone23qn_c + gthrd_c <-- 1sgth2hoxe1_c
enzyme_23E1QN1GST_rev	cplx_HOMODIMER_Gstm3	129150.21113794223	pc	23E1QN1GST	estrone23qn_c + gthrd_c <-- 1sgth2hoxe1_c
enzyme_23E1QN1GST_rev	cplx_HOMODIMER_Gstm4	128455.48253851126	pc	23E1QN1GST	estrone23qn_c + gthrd_c <-- 1sgth2hoxe1_c
enzyme_23E1QN1GST_rev	cplx_HOMODIMER_Gstm5	132648.05617943744	pc	23E1QN1GST	estrone23qn_c + gthrd_c <-- 1sgth2hoxe1_c
enzyme_23E1QN1GST_rev	cplx_HOMODIMER_Gstm6	128832.66489053408	pc	23E1QN1GST	estrone23qn_c + gthrd_c <-- 1sgth2hoxe1_c
enzyme_23E1QN1GST_rev	cplx_HOMODIMER_Gstm7	129172.77699594859	pc	23E1QN1GST	estrone23qn_c + gthrd_c <-- 1sgth2hoxe1_c
enzyme_23E1QN1GST_rev	cplx_HOMODIMER_Gsto1	135857.404387873	pc	23E1QN1GST	estrone23qn_c + gthrd_c <-- 1sgth2hoxe1_c
enzyme_23E1QN1GST_rev	cplx_HOMODIMER_Gstp1	121181.57811510487	pc	23E1QN1GST	estrone23qn_c + gthrd_c <-- 1sgth2hoxe1_c
enzyme_23E1QN1GST_rev	cplx_HOMODIMER_Gstp2	120903.73951711369	pc	23E1QN1GST	estrone23qn_c + gthrd_c <-- 1sgth2hoxe1_c
enzyme_23E1QN1GST_rev	cplx_HOMODIMER_Gstt1	135396.16470331568	pc	23E1QN1GST	estrone23qn_c + gthrd_c <-- 1sgth2hoxe1_c
enzyme_23E1QN1GST_rev	cplx_HOMOTRIMER_Mgst2	127222.29658703503	pc	23E1QN1GST	estrone23qn_c + gthrd_c <-- 1sgth2hoxe1_c
enzyme_23E1QN1GST_rev	cplx_MONOMER_Lancl1	117550.22329799678	pc	23E1QN1GST	estrone23qn_c + gthrd_c <-- 1sgth2hoxe1_c
enzyme_23E1QN4GST_fwd	cplx_HOMODIMER_Gstm1	130160.3197774757	pc	23E1QN4GST	estrone23qn_c + gthrd_c --> 4sgth2hoxe1_c
enzyme_23E1QN4GST_fwd	cplx_HOMODIMER_Gstm2	129203.29232716185	pc	23E1QN4GST	estrone23qn_c + gthrd_c --> 4sgth2hoxe1_c
enzyme_23E1QN4GST_fwd	cplx_HOMODIMER_Gstm3	129150.21113794223	pc	23E1QN4GST	estrone23qn_c + gthrd_c --> 4sgth2hoxe1_c
enzyme_23E1QN4GST_fwd	cplx_HOMODIMER_Gstm4	128455.48253851126	pc	23E1QN4GST	estrone23qn_c + gthrd_c --> 4sgth2hoxe1_c
enzyme_23E1QN4GST_fwd	cplx_HOMODIMER_Gstm5	132648.05617943744	pc	23E1QN4GST	estrone23qn_c + gthrd_c --> 4sgth2hoxe1_c
enzyme_23E1QN4GST_fwd	cplx_HOMODIMER_Gstm6	128832.66489053408	pc	23E1QN4GST	estrone23qn_c + gthrd_c --> 4sgth2hoxe1_c
enzyme_23E1QN4GST_fwd	cplx_HOMODIMER_Gstm7	129172.77699594859	pc	23E1QN4GST	estrone23qn_c + gthrd_c --> 4sgth2hoxe1_c
enzyme_23E1QN4GST_fwd	cplx_HOMODIMER_Gsto1	135857.404387873	pc	23E1QN4GST	estrone23qn_c + gthrd_c --> 4sgth2hoxe1_c
enzyme_23E1QN4GST_fwd	cplx_HOMODIMER_Gstp1	121181.57811510487	pc	23E1QN4GST	estrone23qn_c + gthrd_c --> 4sgth2hoxe1_c
enzyme_23E1QN4GST_fwd	cplx_HOMODIMER_Gstp2	120903.73951711369	pc	23E1QN4GST	estrone23qn_c + gthrd_c --> 4sgth2hoxe1_c
enzyme_23E1QN4GST_fwd	cplx_HOMODIMER_Gstt1	135396.16470331568	pc	23E1QN4GST	estrone23qn_c + gthrd_c --> 4sgth2hoxe1_c
enzyme_23E1QN4GST_fwd	cplx_HOMOTRIMER_Mgst2	127222.29658703503	pc	23E1QN4GST	estrone23qn_c + gthrd_c --> 4sgth2hoxe1_c
enzyme_23E1QN4GST_fwd	cplx_MONOMER_Lancl1	117550.22329799678	pc	23E1QN4GST	estrone23qn_c + gthrd_c --> 4sgth2hoxe1_c
enzyme_23E1QN4GST_rev	cplx_HOMODIMER_Gstm1	130160.3197774757	pc	23E1QN4GST	estrone23qn_c + gthrd_c <-- 4sgth2hoxe1_c
enzyme_23E1QN4GST_rev	cplx_HOMODIMER_Gstm2	129203.29232716185	pc	23E1QN4GST	estrone23qn_c + gthrd_c <-- 4sgth2hoxe1_c
enzyme_23E1QN4GST_rev	cplx_HOMODIMER_Gstm3	129150.21113794223	pc	23E1QN4GST	estrone23qn_c + gthrd_c <-- 4sgth2hoxe1_c
enzyme_23E1QN4GST_rev	cplx_HOMODIMER_Gstm4	128455.48253851126	pc	23E1QN4GST	estrone23qn_c + gthrd_c <-- 4sgth2hoxe1_c
enzyme_23E1QN4GST_rev	cplx_HOMODIMER_Gstm5	132648.05617943744	pc	23E1QN4GST	estrone23qn_c + gthrd_c <-- 4sgth2hoxe1_c
enzyme_23E1QN4GST_rev	cplx_HOMODIMER_Gstm6	128832.66489053408	pc	23E1QN4GST	estrone23qn_c + gthrd_c <-- 4sgth2hoxe1_c
enzyme_23E1QN4GST_rev	cplx_HOMODIMER_Gstm7	129172.77699594859	pc	23E1QN4GST	estrone23qn_c + gthrd_c <-- 4sgth2hoxe1_c
enzyme_23E1QN4GST_rev	cplx_HOMODIMER_Gsto1	135857.404387873	pc	23E1QN4GST	estrone23qn_c + gthrd_c <-- 4sgth2hoxe1_c
enzyme_23E1QN4GST_rev	cplx_HOMODIMER_Gstp1	121181.57811510487	pc	23E1QN4GST	estrone23qn_c + gthrd_c <-- 4sgth2hoxe1_c
enzyme_23E1QN4GST_rev	cplx_HOMODIMER_Gstp2	120903.73951711369	pc	23E1QN4GST	estrone23qn_c + gthrd_c <-- 4sgth2hoxe1_c
enzyme_23E1QN4GST_rev	cplx_HOMODIMER_Gstt1	135396.16470331568	pc	23E1QN4GST	estrone23qn_c + gthrd_c <-- 4sgth2hoxe1_c
enzyme_23E1QN4GST_rev	cplx_HOMOTRIMER_Mgst2	127222.29658703503	pc	23E1QN4GST	estrone23qn_c + gthrd_c <-- 4sgth2hoxe1_c
enzyme_23E1QN4GST_rev	cplx_MONOMER_Lancl1	117550.22329799678	pc	23E1QN4GST	estrone23qn_c + gthrd_c <-- 4sgth2hoxe1_c
enzyme_23E2QN1GST_fwd	cplx_HOMODIMER_Gstm1	130160.3197774757	pc	23E2QN1GST	estradiol23qn_c + gthrd_c --> 1sgth2hoxe2_c
enzyme_23E2QN1GST_fwd	cplx_HOMODIMER_Gstm2	129203.29232716185	pc	23E2QN1GST	estradiol23qn_c + gthrd_c --> 1sgth2hoxe2_c
enzyme_23E2QN1GST_fwd	cplx_HOMODIMER_Gstm3	129150.21113794223	pc	23E2QN1GST	estradiol23qn_c + gthrd_c --> 1sgth2hoxe2_c
enzyme_23E2QN1GST_fwd	cplx_HOMODIMER_Gstm4	128455.48253851126	pc	23E2QN1GST	estradiol23qn_c + gthrd_c --> 1sgth2hoxe2_c
enzyme_23E2QN1GST_fwd	cplx_HOMODIMER_Gstm5	132648.05617943744	pc	23E2QN1GST	estradiol23qn_c + gthrd_c --> 1sgth2hoxe2_c
enzyme_23E2QN1GST_fwd	cplx_HOMODIMER_Gstm6	128832.66489053408	pc	23E2QN1GST	estradiol23qn_c + gthrd_c --> 1sgth2hoxe2_c
enzyme_23E2QN1GST_fwd	cplx_HOMODIMER_Gstm7	129172.77699594859	pc	23E2QN1GST	estradiol23qn_c + gthrd_c --> 1sgth2hoxe2_c
enzyme_23E2QN1GST_fwd	cplx_HOMODIMER_Gsto1	135857.404387873	pc	23E2QN1GST	estradiol23qn_c + gthrd_c --> 1sgth2hoxe2_c
enzyme_23E2QN1GST_fwd	cplx_HOMODIMER_Gstp1	121181.57811510487	pc	23E2QN1GST	estradiol23qn_c + gthrd_c --> 1sgth2hoxe2_c
enzyme_23E2QN1GST_fwd	cplx_HOMODIMER_Gstp2	120903.73951711369	pc	23E2QN1GST	estradiol23qn_c + gthrd_c --> 1sgth2hoxe2_c
enzyme_23E2QN1GST_fwd	cplx_HOMODIMER_Gstt1	135396.16470331568	pc	23E2QN1GST	estradiol23qn_c + gthrd_c --> 1sgth2hoxe2_c
enzyme_23E2QN1GST_fwd	cplx_HOMOTRIMER_Mgst2	127222.29658703503	pc	23E2QN1GST	estradiol23qn_c + gthrd_c --> 1sgth2hoxe2_c
enzyme_23E2QN1GST_fwd	cplx_MONOMER_Lancl1	117550.22329799678	pc	23E2QN1GST	estradiol23qn_c + gthrd_c --> 1sgth2hoxe2_c
enzyme_23E2QN1GST_rev	cplx_HOMODIMER_Gstm1	130160.3197774757	pc	23E2QN1GST	estradiol23qn_c + gthrd_c <-- 1sgth2hoxe2_c
enzyme_23E2QN1GST_rev	cplx_HOMODIMER_Gstm2	129203.29232716185	pc	23E2QN1GST	estradiol23qn_c + gthrd_c <-- 1sgth2hoxe2_c
enzyme_23E2QN1GST_rev	cplx_HOMODIMER_Gstm3	129150.21113794223	pc	23E2QN1GST	estradiol23qn_c + gthrd_c <-- 1sgth2hoxe2_c
enzyme_23E2QN1GST_rev	cplx_HOMODIMER_Gstm4	128455.48253851126	pc	23E2QN1GST	estradiol23qn_c + gthrd_c <-- 1sgth2hoxe2_c
enzyme_23E2QN1GST_rev	cplx_HOMODIMER_Gstm5	132648.05617943744	pc	23E2QN1GST	estradiol23qn_c + gthrd_c <-- 1sgth2hoxe2_c
enzyme_23E2QN1GST_rev	cplx_HOMODIMER_Gstm6	128832.66489053408	pc	23E2QN1GST	estradiol23qn_c + gthrd_c <-- 1sgth2hoxe2_c
enzyme_23E2QN1GST_rev	cplx_HOMODIMER_Gstm7	129172.77699594859	pc	23E2QN1GST	estradiol23qn_c + gthrd_c <-- 1sgth2hoxe2_c
enzyme_23E2QN1GST_rev	cplx_HOMODIMER_Gsto1	135857.404387873	pc	23E2QN1GST	estradiol23qn_c + gthrd_c <-- 1sgth2hoxe2_c
enzyme_23E2QN1GST_rev	cplx_HOMODIMER_Gstp1	121181.57811510487	pc	23E2QN1GST	estradiol23qn_c + gthrd_c <-- 1sgth2hoxe2_c
enzyme_23E2QN1GST_rev	cplx_HOMODIMER_Gstp2	120903.73951711369	pc	23E2QN1GST	estradiol23qn_c + gthrd_c <-- 1sgth2hoxe2_c
enzyme_23E2QN1GST_rev	cplx_HOMODIMER_Gstt1	135396.16470331568	pc	23E2QN1GST	estradiol23qn_c + gthrd_c <-- 1sgth2hoxe2_c
enzyme_23E2QN1GST_rev	cplx_HOMOTRIMER_Mgst2	127222.29658703503	pc	23E2QN1GST	estradiol23qn_c + gthrd_c <-- 1sgth2hoxe2_c
enzyme_23E2QN1GST_rev	cplx_MONOMER_Lancl1	117550.22329799678	pc	23E2QN1GST	estradiol23qn_c + gthrd_c <-- 1sgth2hoxe2_c
enzyme_23E2QN4GST_fwd	cplx_HOMODIMER_Gstm1	130160.3197774757	pc	23E2QN4GST	estradiol23qn_c + gthrd_c --> 4sgth2hoxe2_c
enzyme_23E2QN4GST_fwd	cplx_HOMODIMER_Gstm2	129203.29232716185	pc	23E2QN4GST	estradiol23qn_c + gthrd_c --> 4sgth2hoxe2_c
enzyme_23E2QN4GST_fwd	cplx_HOMODIMER_Gstm3	129150.21113794223	pc	23E2QN4GST	estradiol23qn_c + gthrd_c --> 4sgth2hoxe2_c
enzyme_23E2QN4GST_fwd	cplx_HOMODIMER_Gstm4	128455.48253851126	pc	23E2QN4GST	estradiol23qn_c + gthrd_c --> 4sgth2hoxe2_c
enzyme_23E2QN4GST_fwd	cplx_HOMODIMER_Gstm5	132648.05617943744	pc	23E2QN4GST	estradiol23qn_c + gthrd_c --> 4sgth2hoxe2_c
enzyme_23E2QN4GST_fwd	cplx_HOMODIMER_Gstm6	128832.66489053408	pc	23E2QN4GST	estradiol23qn_c + gthrd_c --> 4sgth2hoxe2_c
enzyme_23E2QN4GST_fwd	cplx_HOMODIMER_Gstm7	129172.77699594859	pc	23E2QN4GST	estradiol23qn_c + gthrd_c --> 4sgth2hoxe2_c
enzyme_23E2QN4GST_fwd	cplx_HOMODIMER_Gsto1	135857.404387873	pc	23E2QN4GST	estradiol23qn_c + gthrd_c --> 4sgth2hoxe2_c
enzyme_23E2QN4GST_fwd	cplx_HOMODIMER_Gstp1	121181.57811510487	pc	23E2QN4GST	estradiol23qn_c + gthrd_c --> 4sgth2hoxe2_c
enzyme_23E2QN4GST_fwd	cplx_HOMODIMER_Gstp2	120903.73951711369	pc	23E2QN4GST	estradiol23qn_c + gthrd_c --> 4sgth2hoxe2_c
enzyme_23E2QN4GST_fwd	cplx_HOMODIMER_Gstt1	135396.16470331568	pc	23E2QN4GST	estradiol23qn_c + gthrd_c --> 4sgth2hoxe2_c
enzyme_23E2QN4GST_fwd	cplx_HOMOTRIMER_Mgst2	127222.29658703503	pc	23E2QN4GST	estradiol23qn_c + gthrd_c --> 4sgth2hoxe2_c
enzyme_23E2QN4GST_fwd	cplx_MONOMER_Lancl1	117550.22329799678	pc	23E2QN4GST	estradiol23qn_c + gthrd_c --> 4sgth2hoxe2_c
enzyme_23E2QN4GST_rev	cplx_HOMODIMER_Gstm1	130160.3197774757	pc	23E2QN4GST	estradiol23qn_c + gthrd_c <-- 4sgth2hoxe2_c
enzyme_23E2QN4GST_rev	cplx_HOMODIMER_Gstm2	129203.29232716185	pc	23E2QN4GST	estradiol23qn_c + gthrd_c <-- 4sgth2hoxe2_c
enzyme_23E2QN4GST_rev	cplx_HOMODIMER_Gstm3	129150.21113794223	pc	23E2QN4GST	estradiol23qn_c + gthrd_c <-- 4sgth2hoxe2_c
enzyme_23E2QN4GST_rev	cplx_HOMODIMER_Gstm4	128455.48253851126	pc	23E2QN4GST	estradiol23qn_c + gthrd_c <-- 4sgth2hoxe2_c
enzyme_23E2QN4GST_rev	cplx_HOMODIMER_Gstm5	132648.05617943744	pc	23E2QN4GST	estradiol23qn_c + gthrd_c <-- 4sgth2hoxe2_c
enzyme_23E2QN4GST_rev	cplx_HOMODIMER_Gstm6	128832.66489053408	pc	23E2QN4GST	estradiol23qn_c + gthrd_c <-- 4sgth2hoxe2_c
enzyme_23E2QN4GST_rev	cplx_HOMODIMER_Gstm7	129172.77699594859	pc	23E2QN4GST	estradiol23qn_c + gthrd_c <-- 4sgth2hoxe2_c
enzyme_23E2QN4GST_rev	cplx_HOMODIMER_Gsto1	135857.404387873	pc	23E2QN4GST	estradiol23qn_c + gthrd_c <-- 4sgth2hoxe2_c
enzyme_23E2QN4GST_rev	cplx_HOMODIMER_Gstp1	121181.57811510487	pc	23E2QN4GST	estradiol23qn_c + gthrd_c <-- 4sgth2hoxe2_c
enzyme_23E2QN4GST_rev	cplx_HOMODIMER_Gstp2	120903.73951711369	pc	23E2QN4GST	estradiol23qn_c + gthrd_c <-- 4sgth2hoxe2_c
enzyme_23E2QN4GST_rev	cplx_HOMODIMER_Gstt1	135396.16470331568	pc	23E2QN4GST	estradiol23qn_c + gthrd_c <-- 4sgth2hoxe2_c
enzyme_23E2QN4GST_rev	cplx_HOMOTRIMER_Mgst2	127222.29658703503	pc	23E2QN4GST	estradiol23qn_c + gthrd_c <-- 4sgth2hoxe2_c
enzyme_23E2QN4GST_rev	cplx_MONOMER_Lancl1	117550.22329799678	pc	23E2QN4GST	estradiol23qn_c + gthrd_c <-- 4sgth2hoxe2_c
enzyme_2ABUTGLYDP_fwd	cplx_HOMODIMER_Cndp2	221461.63969694945	pc	2ABUTGLYDP	2abutgly_c + h2o_c --> 2abut_c + gly_c
enzyme_2ABUTGLYDP_fwd	cplx_HOMOHEXAMER_Lap3	528957.5770837617	pc	2ABUTGLYDP	2abutgly_c + h2o_c --> 2abut_c + gly_c
enzyme_2ABUTGLYDP_fwd	cplx_MONOMER_Npepps	217988.8196756506	pc	2ABUTGLYDP	2abutgly_c + h2o_c --> 2abut_c + gly_c
enzyme_2ABUTGLYDP_rev	cplx_HOMODIMER_Cndp2	0	pc	2ABUTGLYDP	2abutgly_c + h2o_c <-- 2abut_c + gly_c
enzyme_2ABUTGLYDP_rev	cplx_HOMOHEXAMER_Lap3	0	pc	2ABUTGLYDP	2abutgly_c + h2o_c <-- 2abut_c + gly_c
enzyme_2ABUTGLYDP_rev	cplx_MONOMER_Npepps	0	pc	2ABUTGLYDP	2abutgly_c + h2o_c <-- 2abut_c + gly_c
enzyme_2ABUTTA_fwd	cplx_HOMODIMER_Got1	200641.91732364177	pc	2ABUTTA	2abut_c + akg_c --> 2obut_c + glu__L_c
enzyme_2ABUTTA_rev	cplx_HOMODIMER_Got1	200641.91732364177	pc	2ABUTTA	2abut_c + akg_c <-- 2obut_c + glu__L_c
enzyme_2ABUTtec_fwd	cplx_HETERODIMER_Slc7a5_Slc3a2	235015.74865343046	pc	2ABUTtec	2abut_c --> 2abut_e
enzyme_2ABUTtec_fwd	cplx_MONOMER_Slc43a1	149805.1990342119	pc	2ABUTtec	2abut_c --> 2abut_e
enzyme_2ABUTtec_fwd	cplx_MONOMER_Slc43a2	149419.65135322578	pc	2ABUTtec	2abut_c --> 2abut_e
enzyme_2ABUTtec_rev	cplx_HETERODIMER_Slc7a5_Slc3a2	235015.74865343046	pc	2ABUTtec	2abut_c <-- 2abut_e
enzyme_2ABUTtec_rev	cplx_MONOMER_Slc43a1	149805.1990342119	pc	2ABUTtec	2abut_c <-- 2abut_e
