model	slack	objective	relaxation	NaKt
RBC_GEM_PC_Mean_D10	0.3110621811067213	-0.5679467775331102	0.00220305054215507	0.09990079596011725
RBC_GEM_PC_Mean_D10	0.32625079445213495	-0.5540618642794701	0.0020568171990413076	0.09990079596011725
RBC_GEM_PC_Mean_D10	0.34218104078724765	-0.5394989753940969	0.0019173917526270497	0.09990079596011714
RBC_GEM_PC_Mean_D10	0.3588891327325857	-0.5242250065320928	0.0017844572611226714	0.09990079596011725
RBC_GEM_PC_Mean_D10	0.37641305110656487	-0.5082052369222461	0.0016577115379709229	0.09990079596011725
RBC_GEM_PC_Mean_D10	0.3947926312634453	-0.4914032504398084	0.0015368664649168097	0.0999007959601172
RBC_GEM_PC_Mean_D10	0.4140696536470236	-0.4737808528253952	0.001421647337057402	0.0999007959601172
RBC_GEM_PC_Mean_D10	0.43428793876589594	-0.4552979848618312	0.0013117922383829377	0.0999007959601172
RBC_GEM_PC_Mean_D10	0.45549344680619613	-0.4359635057272903	0.001207166053515783	0.0999007959601172
RBC_GEM_PC_Mean_D10	0.47773438210824587	-0.41568520628784117	0.001107411275671169	0.0999007959601172
RBC_GEM_PC_Mean_D10	0.5010613027446136	-0.3944167535343755	0.001012300583835865	0.0999007959601172
RBC_GEM_PC_Mean_D10	0.5255272354486802	-0.37210980004070865	0.0009216177724773755	0.0999007959601172
RBC_GEM_PC_Mean_D10	0.5511877961549514	-0.3487136376617832	0.0008351567015168279	0.0999007959601172
RBC_GEM_PC_Mean_D10	0.5781013164251511	-0.3241750822639579	0.0007527208277315259	0.0999007959601172
RBC_GEM_PC_Mean_D10	0.6063289760474687	-0.298438352826889	0.0006741227579730887	0.0999007959601172
RBC_GEM_PC_Mean_D10	0.6359349421103956	-0.2714449446421679	0.000599183823185529	0.0999007959601172
RBC_GEM_PC_Mean_D10	0.6669865148672874	-0.24313349632047493	0.000527733672254932	0.0999007959601172
RBC_GEM_PC_Mean_D10	0.6995542807232342	-0.21526094133590984	0.00046228136676365773	0.0999007959601172
RBC_GEM_PC_Mean_D10	0.7337122726920129	-0.1870961221737958	0.0004013707970946157	0.0999007959601172
RBC_GEM_PC_Mean_D10	0.7695381386878548	-0.15755606495903623	0.0003432959204172354	0.0999007959601172
RBC_GEM_PC_Mean_D10	0.8071133180346141	-0.1265736192622051	0.00028792472097814855	0.0999007959601172
RBC_GEM_PC_Mean_D10	0.8465232265935584	-0.0940783558177771	0.00023513132902046357	0.0999007959601172
RBC_GEM_PC_Mean_D10	0.8878574509306221	-0.0599964064243895	0.0001847957346567578	0.0999007959601172
RBC_GEM_PC_Mean_D10	0.9312099519644993	-0.02549280737953169	0.00013817265260078989	0.0999007959601172
RBC_GEM_PC_Mean_D10	0.9766792785585203	0.01043000551016994	9.3999084058568e-05	0.0999007959601172
RBC_GEM_PC_Mean_D10	1.0243687915418214	0.026493013964425702	7.353262750029272e-05	0.0999007959601172
RBC_GEM_PC_Mean_D10	1.0743868986690885	0.026493013964425702	7.010931431189166e-05	0.0999007959601172
RBC_GEM_PC_Mean_D10	1.126847301052959	0.026493013964425702	6.684537354882446e-05	0.0999007959601172
RBC_GEM_PC_Mean_D10	1.181869251629279	0.026493013964425702	6.373338562411219e-05	0.0999007959601172
RBC_GEM_PC_Mean_D10	1.239577826242764	0.026493013964425702	6.076627636982087e-05	0.0999007959601172
RBC_GEM_PC_Mean_D10	1.3001042079692824	0.026493013964425702	5.7937300956070237e-05	0.0999007959601172
RBC_GEM_PC_Mean_D10	1.36358598532111	0.026493013964425702	5.524002855869158e-05	0.0999007959601172
RBC_GEM_PC_Mean_D10	1.4301674650129843	0.026493013964425702	5.2668327740685825e-05	0.0999007959601172
RBC_GEM_PC_Mean_D10	1.5	0.026493013964425702	5.021635251424652e-05	0.0999007959601172
RBC_GEM_PC_Median_D10	0.020544633859450195	-0.8563745535635423	0.0476638764269234	0.0987389668837656
RBC_GEM_PC_Median_D10	0.02154779180974832	-0.8535370912437148	0.04530987536120512	0.0987389668837656
RBC_GEM_PC_Median_D10	0.022599932179501125	-0.8504648579676355	0.04306109967907497	0.09873896688376571
RBC_GEM_PC_Median_D10	0.023703446693177213	-0.8471367641048411	0.04091243746583225	0.0987389668837656
RBC_GEM_PC_Median_D10	0.02486084385889944	-0.8435297272462923	0.03885900438461654	0.09873896688376571
RBC_GEM_PC_Median_D10	0.026074754670782983	-0.839618478560463	0.036896132573338125	0.09873896688376571
RBC_GEM_PC_Median_D10	0.02734793858970869	-0.8353753500562153	0.035019360033698266	0.0987389668837656
RBC_GEM_PC_Median_D10	0.028683289816126962	-0.8334025453851128	0.03331851687313533	0.0987389668837656
RBC_GEM_PC_Median_D10	0.030083843869151253	-0.8321133746182006	0.031723437617326634	0.0987389668837656
RBC_GEM_PC_Median_D10	0.03155278448689727	-0.8307612559344273	0.03020261731347678	0.09873896688376571
RBC_GEM_PC_Median_D10	0.03309345086375334	-0.829343115698912	0.028752598834345302	0.0987389668837656
RBC_GEM_PC_Median_D10	0.034709345241033966	-0.827855730196646	0.027370085999330978	0.0987389668837656
RBC_GEM_PC_Median_D10	0.03640414086827117	-0.8262957183043473	0.02605193608159749	0.09873896688376571
RBC_GEM_PC_Median_D10	0.03818169035324192	-0.8246595338044944	0.0247951526640295	0.0987389668837656
RBC_GEM_PC_Median_D10	0.04004603441971247	-0.8229434573240684	0.023596878827780363	0.0987389668837656
RBC_GEM_PC_Median_D10	0.042001411092807486	-0.8211435878796771	0.022454390657927203	0.09873896688376571
RBC_GEM_PC_Median_D10	0.04405226533288477	-0.819255834009845	0.021365091051469783	0.0987389668837656
RBC_GEM_PC_Median_D10	0.04620325913981497	-0.8172759044743043	0.020326503813598466	0.09873896688376571
RBC_GEM_PC_Median_D10	0.0484592821506349	-0.8151992984991543	0.019336268028811002	0.0987389668837656
RBC_GEM_PC_Median_D10	0.050825462754665846	-0.8130212955457055	0.018392132694081246	0.09873896688376571
RBC_GEM_PC_Median_D10	0.053307179751363336	-0.8107369445797548	0.01749195160188147	0.09873896688376571
RBC_GEM_PC_Median_D10	0.05591007457739858	-0.8083410528169013	0.016633678461425497	0.09873896688376571
RBC_GEM_PC_Median_D10	0.05864006413076702	-0.8058281739183117	0.015815362247042396	0.0987389668837656
RBC_GEM_PC_Median_D10	0.061503354221075	-0.8031925956101098	0.015035142763106876	0.0987389668837656
RBC_GEM_PC_Median_D10	0.06450645367658042	-0.8004283266982404	0.014291246415444325	0.0987389668837656
RBC_GEM_PC_Median_D10	0.06765618914005445	-0.7975290834492921	0.013581982179598344	0.0987389668837656
RBC_GEM_PC_Median_D10	0.07095972058709939	-0.7944882753063216	0.01290573775679553	0.0987389668837656
RBC_GEM_PC_Median_D10	0.07442455760219853	-0.7912989899072067	0.012260975908869499	0.09873896688376571
RBC_GEM_PC_Median_D10	0.07805857644949593	-0.787953977371469	0.011646230963812504	0.09873896688376571
RBC_GEM_PC_Median_D10	0.08187003797711255	-0.7844456338198551	0.011060105484011396	0.0987389668837656
RBC_GEM_PC_Median_D10	0.08586760639569851	-0.7807659840892041	0.010501267089593595	0.0987389668837656
RBC_GEM_PC_Median_D10	0.09006036897390785	-0.7769066636033148	0.009968445429662643	0.09873896688376571
RBC_GEM_PC_Median_D10	0.0944578566955691	-0.7728588993586005	0.009460429294537649	0.09873896688376571
RBC_GEM_PC_Median_D10	0.09907006592550838	-0.7686134899813029	0.008976063862432748	0.09873896688376571
RBC_GEM_PC_Median_D10	0.10390748113327644	-0.7641607848109415	0.008514248074317145	0.0987389668837656
RBC_GEM_PC_Median_D10	0.10898109872643456	-0.7594906619624389	0.008073932130988958	0.0987389668837656
RBC_GEM_PC_Median_D10	0.11430245204757736	-0.7545925053170626	0.0076541151066726485	0.0987389668837656
RBC_GEM_PC_Median_D10	0.11988363759191618	-0.7494551803898748	0.007253842673715477	0.09873896688376571
RBC_GEM_PC_Median_D10	0.12573734250502036	-0.7440670090188308	0.006872204933210852	0.0987389668837656
RBC_GEM_PC_Median_D10	0.1318768734232241	-0.7384157428179925	0.00650833434661701	0.09873896688376571
RBC_GEM_PC_Median_D10	0.13831618672225932	-0.7324885353345105	0.006161403763669196	0.09873896688376571
RBC_GEM_PC_Median_D10	0.14506992024287516	-0.7262719128460795	0.00583062454210257	0.09873896688376571
RBC_GEM_PC_Median_D10	0.15215342656556463	-0.7197517437324839	0.005515244754911301	0.09873896688376571
RBC_GEM_PC_Median_D10	0.15958280791003376	-0.7129132063516153	0.0052145474810688375	0.0987389668837656
RBC_GEM_PC_Median_D10	0.1673749527387532	-0.7057407553469282	0.004927849175823785	0.0987389668837656
RBC_GEM_PC_Median_D10	0.1755475741477943	-0.6982180863097514	0.004654498116866542	0.09873896688376571
RBC_GEM_PC_Median_D10	0.184119250132222	-0.6903280987161222	0.004393872922834904	0.0987389668837656
RBC_GEM_PC_Median_D10	0.19310946581757482	-0.6820528570538902	0.004145381140790411	0.09873896688376571
RBC_GEM_PC_Median_D10	0.20253865775343483	-0.6733735500517308	0.003908457899454975	0.0987389668837656
RBC_GEM_PC_Median_D10	0.2124282603697701	-0.6642704479173795	0.0036825646251460683	0.09873896688376571
RBC_GEM_PC_Median_D10	0.22280075470166172	-0.6547228574878892	0.003467187817491501	0.0987389668837656
RBC_GEM_PC_Median_D10	0.23367971949317032	-0.6447090751899496	0.003261837882140894	0.09873896688376571
RBC_GEM_PC_Median_D10	0.24508988479651456	-0.6342063377033484	0.0030660480178202458	0.0987389668837656
RBC_GEM_PC_Median_D10	0.25705718818840156	-0.6231907702154118	0.002879373155199788	0.0987389668837656
RBC_GEM_PC_Median_D10	0.26960883373130085	-0.6116373321488047	0.0027013889451627613	0.09873896688376571
RBC_GEM_PC_Median_D10	0.2827733538136947	-0.5995197602393121	0.002531690794175424	0.0987389668837656
RBC_GEM_PC_Median_D10	0.2965806740098728	-0.5868105088342159	0.002369892944565453	0.09873896688376571
RBC_GEM_PC_Median_D10	0.3110621811067213	-0.5734806872755422	0.0022156275976179655	0.09873896688376571
RBC_GEM_PC_Median_D10	0.32625079445213495	-0.5594999942258447	0.002068544077495799	0.0987389668837656
RBC_GEM_PC_Median_D10	0.34218104078724765	-0.5448366487872347	0.0019283080340835995	0.09873896688376571
RBC_GEM_PC_Median_D10	0.3588891327325857	-0.5294573182570759	0.0017946006829434248	0.09873896688376571
RBC_GEM_PC_Median_D10	0.37641305110656487	-0.5133270423561136	0.0016671180806542543	0.09873896688376571
RBC_GEM_PC_Median_D10	0.3947926312634453	-0.49640915375680644	0.0015455704338881466	0.09873896688376566
RBC_GEM_PC_Median_D10	0.4140696536470236	-0.47866519473118957	0.0014296814406522908	0.09873896688376566
RBC_GEM_PC_Median_D10	0.43428793876589594	-0.4600548297288058	0.0013191876621996067	0.09873896688376566
RBC_GEM_PC_Median_D10	0.45549344680619613	-0.4405357536859718	0.0012138379241800207	0.09873896688376566
RBC_GEM_PC_Median_D10	0.47773438210824587	-0.4200635958579478	0.0011133927456711823	0.09873896688376566
RBC_GEM_PC_Median_D10	0.5010613027446136	-0.3985918189554043	0.0010176237947906784	0.09873896688376566
RBC_GEM_PC_Median_D10	0.5255272354486802	-0.37607161335589845	0.0009263133696521934	0.09873896688376566
RBC_GEM_PC_Median_D10	0.5511877961549514	-0.35245178614989225	0.0008392539034858176	0.09873896688376566
RBC_GEM_PC_Median_D10	0.5781013164251511	-0.32767864476907643	0.000756247492797449	0.09873896688376566
RBC_GEM_PC_Median_D10	0.6063289760474687	-0.3016958749324783	0.0006771054474947769	0.09873896688376566
RBC_GEM_PC_Median_D10	0.6359349421103956	-0.27444441263289115	0.0006016478619571327	0.09873896688376566
RBC_GEM_PC_Median_D10	0.6669865148672874	-0.2458623098726319	0.0005297032060742178	0.09873896688376566
RBC_GEM_PC_Median_D10	0.6995542807232342	-0.21765162019443723	0.000463697664683451	0.09873896688376566
RBC_GEM_PC_Median_D10	0.7337122726920129	-0.18925877565829347	0.0004024353042488536	0.09873896688376566
RBC_GEM_PC_Median_D10	0.7695381386878548	-0.15947955899583843	0.0003440250144332133	0.09873896688376566
RBC_GEM_PC_Median_D10	0.8071133180346141	-0.12824627612062134	0.00028833401702234117	0.09873896688376566
RBC_GEM_PC_Median_D10	0.8465232265935584	-0.09548792756428615	0.00023523571529490705	0.09873896688376566
RBC_GEM_PC_Median_D10	0.8878574509306221	-0.06113004708064884	0.00018460940624289405	0.09873896688376566
RBC_GEM_PC_Median_D10	0.9312099519644993	-0.026028726902132066	0.00013736854926711605	0.09873896688376566
RBC_GEM_PC_Median_D10	0.9766792785585203	0.01011443158361848	9.303251680335526e-05	0.09873896688376566
RBC_GEM_PC_Median_D10	1.0243687915418214	0.02654857090065184	7.225299567946689e-05	0.09873896688376566
RBC_GEM_PC_Median_D10	1.0743868986690885	0.02654857090065184	6.888925578033158e-05	0.09873896688376566
RBC_GEM_PC_Median_D10	1.126847301052959	0.02654857090065184	6.568211487065853e-05	0.09873896688376566
RBC_GEM_PC_Median_D10	1.181869251629279	0.02654857090065184	6.262428248084089e-05	0.09873896688376566
RBC_GEM_PC_Median_D10	1.239577826242764	0.02654857090065184	5.970880754925419e-05	0.09873896688376566
RBC_GEM_PC_Median_D10	1.3001042079692824	0.02654857090065184	5.6929062621110096e-05	0.09873896688376566
RBC_GEM_PC_Median_D10	1.36358598532111	0.02654857090065184	5.427872878293227e-05	0.09873896688376566
RBC_GEM_PC_Median_D10	1.4301674650129843	0.02654857090065184	5.1751781298408965e-05	0.09873896688376566
RBC_GEM_PC_Median_D10	1.5	0.02654857090065184	4.934247591296803e-05	0.09873896688376566
RBC_GEM_PC_Mean_D23	0.020544633859450195	-0.8536793731634988	0.04771898222137291	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.02154779180974832	-0.8508444129824488	0.04536243681359474	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.022599932179501125	-0.8477748738373265	0.04311123524130864	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.023703446693177213	-0.8444496824568624	0.040960260075282806	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.02486084385889944	-0.8408457742887399	0.038904621720854696	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.026074754670782983	-0.8369378999987103	0.036939647302909676	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.02734793858970869	-0.8326984128904673	0.03506087004350573	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.028683289816126962	-0.8313750909783724	0.0333812751850452	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.030083843869151253	-0.8300865564402156	0.03178326401156379	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.03155278448689727	-0.8287351050511167	0.030259648285536823	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.03309345086375334	-0.8273176646930884	0.028806964525172982	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.034709345241033966	-0.8258310132420832	0.027421910491156255	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.03640414086827117	-0.8242717712434633	0.026101337679999063	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.03818169035324192	-0.8226363942298289	0.02484224416686729	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.04004603441971247	-0.8209211646637384	0.023641767781607235	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.042001411092807486	-0.8191221834870042	0.02249717960246372	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.04405226533288477	-0.8172353612573591	0.02140587775269742	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.04620325913981497	-0.81525640885234	0.020365381486001245	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.0484592821506349	-0.813180827719258	0.019373325547270313	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.050825462754665846	-0.8110038996490936	0.01842745479590642	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.053307179751363336	-0.8087206760510675	0.01752561907943437	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.05591007457739858	-0.8063259667035099	0.016665768345777713	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.05864006413076702	-0.803814327955453	0.015845947983082184	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.061503354221075	-0.8011800503521305	0.015064294376494022	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.06450645367658042	-0.7984171456562468	0.014319030671792353	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.06765618914005445	-0.7955193332355261	0.013608462736246107	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.07095972058709939	-0.7924800257855822	0.01293097530751297	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.07442455760219853	-0.7892923143556663	0.012285028321826721	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.07805857644949593	-0.7859489526432462	0.011669153413125573	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.08187003797711255	-0.7824423405217176	0.01108195057516413	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.08586760639569851	-0.7787645067638052	0.01052208497902023	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.09006036897390785	-0.7749070909213747	0.009988283938763541	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.0944578566955691	-0.7708613243204738	0.009479334018386736	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.09907006592550838	-0.7666180101283864	0.008994078273424166	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.10390748113327644	-0.7621675024474039	0.00853141362098676	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.10898109872643456	-0.7574996843877801	0.008090288332235074	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.11430245204757736	-0.752603945070027	0.0076696996415903254	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.11988363759191618	-0.747469155504273	0.007268691467248643	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.12573734250502036	-0.7420836432918545	0.00688635223781682	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.1318768734232241	-0.7364351660916304	0.006521812820129132	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.13831618672225932	-0.7305108837907048	0.006174244543534667	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.14506992024287516	-0.7242973293162942	0.005842857316163996	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.15215342656556463	-0.7177803780223897	0.005526897828893025	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.15958280791003376	-0.7109452155816278	0.0052256478429216265	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.1673749527387532	-0.7037763043093734	0.004938422557073679	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.1755475741477943	-0.6962573478434717	0.004664569051107826	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.184119250132222	-0.6883712540993729	0.004403464801499751	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.19310946581757482	-0.6801000964164226	0.004154516266322369	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.20253865775343483	-0.671425072806993	0.0039171575360068015	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.2124282603697701	-0.6623264632158243	0.003690849046917388	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.22280075470166172	-0.6527835846924137	0.0034750763548161106	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.23367971949317032	-0.6427747443745522	0.0032693489654284317	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.24508988479651456	-0.6322771901761308	0.003073199219452221	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.25705718818840156	-0.6212670590671221	0.0028861812294750677	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.26960883373130085	-0.6097193228281614	0.0027078698663834415	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.2827733538136947	-0.5976109407809058	0.0025378714386098474	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.2965806740098728	-0.5849373822757697	0.0023758774248047315	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.3110621811067213	-0.571644996437912	0.002221425046090772	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.32625079445213495	-0.5577035670287303	0.002074163201470389	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.34218104078724765	-0.5430814024044053	0.0019337571354611446	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.3588891327325857	-0.5277452634744888	0.0017998876771298906	0.10184457420197246
RBC_GEM_PC_Mean_D23	0.37641305110656487	-0.5116602881428292	0.0016722505145537066	0.10184457420197257
RBC_GEM_PC_Mean_D23	0.3947926312634453	-0.4947899120590952	0.001550555503058352	0.10184457420197252
RBC_GEM_PC_Mean_D23	0.4140696536470236	-0.47709578550072657	0.0014345260056616601	0.10184457420197252
RBC_GEM_PC_Mean_D23	0.43428793876589594	-0.45853768619638274	0.0013238982642226223	0.10184457420197252
RBC_GEM_PC_Mean_D23	0.45549344680619613	-0.4390734278927139	0.0012184207998666363	0.10184457420197252
RBC_GEM_PC_Mean_D23	0.47773438210824587	-0.41865876445661204	0.0011178538413239693	0.10184457420197252
RBC_GEM_PC_Mean_D23	0.5010613027446136	-0.39724728929494374	0.001021968779881952	0.10184457420197252
RBC_GEM_PC_Mean_D23	0.5255272354486802	-0.37479032986312477	0.0009305476497118526	0.10184457420197252
RBC_GEM_PC_Mean_D23	0.5511877961549514	-0.35123683702274433	0.0008433826323891896	0.10184457420197252
RBC_GEM_PC_Mean_D23	0.5781013164251511	-0.32653326899670915	0.0007602755844810808	0.10184457420197252
RBC_GEM_PC_Mean_D23	0.6063289760474687	-0.3006234696581287	0.000681037587126777	0.10184457420197252
